...1,replicate_name,precursor_ion_name,retention_time,area,background,height,mass_error_ppm,flags,QC_area
867,220302_Smp_MQBlk1_A,Dihydroxyacetone phosphate,12.52,75482,0,65901,-6.1,"ppm_flag, blank_flag",NA
868,220302_Smp_MQBlk1_B,Dihydroxyacetone phosphate,13,70689,0,54768,-1.4,blank_flag,NA
869,220302_Smp_MQBlk1_C,Dihydroxyacetone phosphate,NA,NA,NA,NA,NA,NA,NA
870,220302_Smp_MQBlk2_A,Dihydroxyacetone phosphate,NA,NA,NA,NA,NA,NA,NA
871,220302_Smp_MQBlk2_B,Dihydroxyacetone phosphate,NA,NA,NA,NA,NA,NA,NA
872,220302_Smp_MQBlk2_C,Dihydroxyacetone phosphate,NA,NA,NA,NA,NA,NA,NA
873,220302_Smp_MQBlk3_A,Dihydroxyacetone phosphate,NA,NA,NA,NA,NA,NA,NA
874,220302_Smp_MQBlk3_B,Dihydroxyacetone phosphate,NA,NA,NA,NA,NA,NA,NA
875,220302_Smp_MQBlk3_C,Dihydroxyacetone phosphate,NA,NA,NA,NA,NA,NA,NA
876,220302_Smp_SupernatBlk_1,Dihydroxyacetone phosphate,NA,NA,NA,NA,NA,NA,NA
877,220302_Smp_SupernatBlk_2,Dihydroxyacetone phosphate,NA,NA,NA,NA,NA,NA,NA
878,220302_Smp_SupernatBlk_3,Dihydroxyacetone phosphate,NA,NA,NA,NA,NA,NA,NA
879,220302_Smp_SWBlk_1,Dihydroxyacetone phosphate,NA,NA,NA,NA,NA,NA,NA
880,220302_Smp_SWBlk_2,Dihydroxyacetone phosphate,NA,NA,NA,NA,NA,NA,NA
881,220302_Smp_SWBlk_3,Dihydroxyacetone phosphate,NA,NA,NA,NA,NA,NA,NA
882,220302_Smp_OBi1_1,Dihydroxyacetone phosphate,13.85,98428,0,89389,-4.6,blank_flag,NA
883,220302_Smp_OBi1_2,Dihydroxyacetone phosphate,13.01,99357,0,57172,-2.3,blank_flag,NA
884,220302_Smp_OBi1_3,Dihydroxyacetone phosphate,NA,NA,NA,NA,NA,NA,NA
885,220302_Smp_OBi1_4,Dihydroxyacetone phosphate,NA,NA,NA,NA,NA,NA,NA
886,220302_Smp_OBi1_5,Dihydroxyacetone phosphate,13.32,81998,0,77068,-0.5,blank_flag,NA
887,220302_Smp_OBi1_6,Dihydroxyacetone phosphate,NA,NA,NA,NA,NA,NA,NA
888,220302_Smp_OBi1_7,Dihydroxyacetone phosphate,NA,NA,NA,NA,NA,NA,NA
889,220302_Smp_OBi1_8,Dihydroxyacetone phosphate,NA,NA,NA,NA,NA,NA,NA
890,220302_Smp_OBi1_9,Dihydroxyacetone phosphate,NA,NA,NA,NA,NA,NA,NA
891,220302_Smp_OBi1small_1,Dihydroxyacetone phosphate,NA,NA,NA,NA,NA,NA,NA
892,220302_Smp_OBi1small_2,Dihydroxyacetone phosphate,NA,NA,NA,NA,NA,NA,NA
893,220302_Smp_OBi1small_3,Dihydroxyacetone phosphate,NA,NA,NA,NA,NA,NA,NA
894,220302_Smp_OBi1small_4,Dihydroxyacetone phosphate,NA,NA,NA,NA,NA,NA,NA
895,220302_Smp_RWi2_1,Dihydroxyacetone phosphate,12.83,79712,0,58504,-1.1,blank_flag,NA
896,220302_Smp_RWi2_2,Dihydroxyacetone phosphate,NA,NA,NA,NA,NA,NA,NA
897,220302_Smp_RWi2_3,Dihydroxyacetone phosphate,NA,NA,NA,NA,NA,NA,NA
898,220302_Smp_RWi2_4,Dihydroxyacetone phosphate,12.74,128310,0,78492,-2.2,blank_flag,NA
899,220302_Smp_RWi2_5,Dihydroxyacetone phosphate,NA,NA,NA,NA,NA,NA,NA
900,220302_Smp_RWi2_6,Dihydroxyacetone phosphate,NA,NA,NA,NA,NA,NA,NA
901,220302_Std_4uMStdsMix1InH2O_1,"(R)-2,3-Dihydroxypropane-1-sulfonate",NA,NA,NA,NA,NA,NA,NA
902,220302_Std_4uMStdsMix1InH2O_2,"(R)-2,3-Dihydroxypropane-1-sulfonate",NA,NA,NA,NA,NA,NA,NA
903,220302_Std_4uMStdsMix1InMatrix_1,"(R)-2,3-Dihydroxypropane-1-sulfonate",NA,NA,NA,NA,NA,NA,NA
904,220302_Std_4uMStdsMix1InMatrix_2,"(R)-2,3-Dihydroxypropane-1-sulfonate",NA,NA,NA,NA,NA,NA,NA
905,220302_Std_4uMStdsMix2InH2O_1,"(R)-2,3-Dihydroxypropane-1-sulfonate",8.19,1885487744,0,118148712,-1.4,NA,1885487744
906,220302_Std_4uMStdsMix2InH2O_2,"(R)-2,3-Dihydroxypropane-1-sulfonate",7.06,2609457664,0,137805984,-1.1,NA,2609457664
907,220302_Std_4uMStdsMix2InMatrix_1,"(R)-2,3-Dihydroxypropane-1-sulfonate",8.24,1665541120,0,126802792,-1.2,NA,1665541120
908,220302_Std_4uMStdsMix2InMatrix_2,"(R)-2,3-Dihydroxypropane-1-sulfonate",7.16,2449834240,0,148883024,-1.1,NA,2449834240
909,220302_Std_H2OinMatrix_1,"(R)-2,3-Dihydroxypropane-1-sulfonate",10.3,69674,0,66256,5.4,"rt_flag, blank_flag",NA
910,220302_Std_H2OinMatrix_2,"(R)-2,3-Dihydroxypropane-1-sulfonate",NA,NA,NA,NA,NA,NA,NA
911,220302_Poo_TruePooBacteria_Full1,"(R)-2,3-Dihydroxypropane-1-sulfonate",8.07,1123364,0,220106,-0.7,blank_flag,NA
912,220302_Poo_TruePooBacteria_Full2,"(R)-2,3-Dihydroxypropane-1-sulfonate",8,963076,0,230840,-1,blank_flag,NA
913,220302_Poo_TruePooBacteria_Full3,"(R)-2,3-Dihydroxypropane-1-sulfonate",7.42,1382417,0,223920,-0.9,blank_flag,NA
914,220302_Poo_TruePooBacteria_Half1,"(R)-2,3-Dihydroxypropane-1-sulfonate",NA,NA,NA,NA,NA,NA,NA
915,220302_Poo_TruePooBacteria_Half2,"(R)-2,3-Dihydroxypropane-1-sulfonate",NA,NA,NA,NA,NA,NA,NA
916,220302_Poo_TruePooBacteria_Half3,"(R)-2,3-Dihydroxypropane-1-sulfonate",10.28,93555,0,80989,-1.3,"rt_flag, blank_flag",NA
917,220302_Smp_MQBlk1_A,"(R)-2,3-Dihydroxypropane-1-sulfonate",8.02,233875,0,133558,-1.7,blank_flag,NA
918,220302_Smp_MQBlk1_B,"(R)-2,3-Dihydroxypropane-1-sulfonate",7.48,162820,0,95413,-0.4,blank_flag,NA
919,220302_Smp_MQBlk1_C,"(R)-2,3-Dihydroxypropane-1-sulfonate",7.42,976889,0,185946,-0.7,blank_flag,NA
920,220302_Smp_MQBlk2_A,"(R)-2,3-Dihydroxypropane-1-sulfonate",7.89,6172062,0,729558,-0.7,blank_flag,NA
921,220302_Smp_MQBlk2_B,"(R)-2,3-Dihydroxypropane-1-sulfonate",7.82,5998682,0,456000,-0.8,blank_flag,NA
922,220302_Smp_MQBlk2_C,"(R)-2,3-Dihydroxypropane-1-sulfonate",7.7,6143886,0,480646,-0.7,blank_flag,NA
923,220302_Smp_MQBlk3_A,"(R)-2,3-Dihydroxypropane-1-sulfonate",7.71,NA,0,0,NA,NA,NA
924,220302_Smp_MQBlk3_B,"(R)-2,3-Dihydroxypropane-1-sulfonate",7.3,NA,0,0,NA,NA,NA
925,220302_Smp_MQBlk3_C,"(R)-2,3-Dihydroxypropane-1-sulfonate",7.31,NA,0,0,NA,NA,NA
926,220302_Smp_SupernatBlk_1,"(R)-2,3-Dihydroxypropane-1-sulfonate",7.3,NA,0,0,NA,NA,NA
927,220302_Smp_SupernatBlk_2,"(R)-2,3-Dihydroxypropane-1-sulfonate",7.62,5853301,0,681411,-0.8,blank_flag,NA
928,220302_Smp_SupernatBlk_3,"(R)-2,3-Dihydroxypropane-1-sulfonate",7.92,24187,0,16816,2.6,"areamin_flag, blank_flag",NA
929,220302_Smp_SWBlk_1,"(R)-2,3-Dihydroxypropane-1-sulfonate",7.47,NA,0,0,NA,NA,NA
930,220302_Smp_SWBlk_2,"(R)-2,3-Dihydroxypropane-1-sulfonate",7.82,5747558,0,559429,-0.4,blank_flag,NA
931,220302_Smp_SWBlk_3,"(R)-2,3-Dihydroxypropane-1-sulfonate",7.16,371378,0,124158,-0.3,blank_flag,NA
932,220302_Smp_OBi1_1,"(R)-2,3-Dihydroxypropane-1-sulfonate",NA,NA,NA,NA,NA,NA,NA
933,220302_Smp_OBi1_2,"(R)-2,3-Dihydroxypropane-1-sulfonate",7.56,5163860,0,535558,-0.8,blank_flag,NA
934,220302_Smp_OBi1_3,"(R)-2,3-Dihydroxypropane-1-sulfonate",NA,NA,NA,NA,NA,NA,NA
935,220302_Smp_OBi1_4,"(R)-2,3-Dihydroxypropane-1-sulfonate",NA,NA,NA,NA,NA,NA,NA
936,220302_Smp_OBi1_5,"(R)-2,3-Dihydroxypropane-1-sulfonate",7.87,1748912,1023157,122661,-0.4,"sn_flag, blank_flag",NA
937,220302_Smp_OBi1_6,"(R)-2,3-Dihydroxypropane-1-sulfonate",NA,NA,NA,NA,NA,NA,NA
938,220302_Smp_OBi1_7,"(R)-2,3-Dihydroxypropane-1-sulfonate",7.61,5032261,0,487498,-0.5,blank_flag,NA
939,220302_Smp_OBi1_8,"(R)-2,3-Dihydroxypropane-1-sulfonate",7.78,5653631,0,521941,-0.6,blank_flag,NA
940,220302_Smp_OBi1_9,"(R)-2,3-Dihydroxypropane-1-sulfonate",7.75,175605,0,121543,0,blank_flag,NA
941,220302_Smp_OBi1small_1,"(R)-2,3-Dihydroxypropane-1-sulfonate",7.48,704901,0,215821,-0.7,blank_flag,NA
942,220302_Smp_OBi1small_2,"(R)-2,3-Dihydroxypropane-1-sulfonate",7.71,5709894,0,597602,-0.4,blank_flag,NA
943,220302_Smp_OBi1small_3,"(R)-2,3-Dihydroxypropane-1-sulfonate",NA,NA,NA,NA,NA,NA,NA
944,220302_Smp_OBi1small_4,"(R)-2,3-Dihydroxypropane-1-sulfonate",11.14,13449,0,8450,4.2,"areamin_flag, rt_flag, blank_flag",NA
945,220302_Smp_RWi2_1,"(R)-2,3-Dihydroxypropane-1-sulfonate",NA,NA,NA,NA,NA,NA,NA
946,220302_Smp_RWi2_2,"(R)-2,3-Dihydroxypropane-1-sulfonate",NA,NA,NA,NA,NA,NA,NA
947,220302_Smp_RWi2_3,"(R)-2,3-Dihydroxypropane-1-sulfonate",7.64,5750757,0,540924,-0.7,blank_flag,NA
948,220302_Smp_RWi2_4,"(R)-2,3-Dihydroxypropane-1-sulfonate",NA,NA,NA,NA,NA,NA,NA
949,220302_Smp_RWi2_5,"(R)-2,3-Dihydroxypropane-1-sulfonate",NA,NA,NA,NA,NA,NA,NA
950,220302_Smp_RWi2_6,"(R)-2,3-Dihydroxypropane-1-sulfonate",NA,NA,NA,NA,NA,NA,NA
951,220302_Std_4uMStdsMix1InH2O_1,Ethanesulfonic acid,NA,NA,NA,NA,NA,NA,NA
952,220302_Std_4uMStdsMix1InH2O_2,Ethanesulfonic acid,NA,NA,NA,NA,NA,NA,NA
953,220302_Std_4uMStdsMix1InMatrix_1,Ethanesulfonic acid,NA,NA,NA,NA,NA,NA,NA
954,220302_Std_4uMStdsMix1InMatrix_2,Ethanesulfonic acid,NA,NA,NA,NA,NA,NA,NA
955,220302_Std_4uMStdsMix2InH2O_1,Ethanesulfonic acid,4.05,1257374720,5688895,59864308,-3.5,NA,1257374720
956,220302_Std_4uMStdsMix2InH2O_2,Ethanesulfonic acid,3.27,1934987136,1318999,80164864,-3.6,NA,1934987136
957,220302_Std_4uMStdsMix2InMatrix_1,Ethanesulfonic acid,3.99,1157631360,0,43783240,-3.2,NA,1157631360
958,220302_Std_4uMStdsMix2InMatrix_2,Ethanesulfonic acid,3.21,1807355264,10054977,53194064,-3.4,NA,1807355264
959,220302_Std_H2OinMatrix_1,Ethanesulfonic acid,4.14,819896,0,170624,-1.5,blank_flag,NA
960,220302_Std_H2OinMatrix_2,Ethanesulfonic acid,3.15,1662612,0,201415,-3,blank_flag,NA
961,220302_Poo_TruePooBacteria_Full1,Ethanesulfonic acid,3.83,1444156,0,191491,-2.2,blank_flag,NA
962,220302_Poo_TruePooBacteria_Full2,Ethanesulfonic acid,3.67,1518430,0,244862,-2.7,blank_flag,NA
963,220302_Poo_TruePooBacteria_Full3,Ethanesulfonic acid,3.4,4039034,0,330086,-2.8,blank_flag,NA
964,220302_Poo_TruePooBacteria_Half1,Ethanesulfonic acid,3.87,491138,0,127992,-0.9,blank_flag,NA
965,220302_Poo_TruePooBacteria_Half2,Ethanesulfonic acid,3.72,559341,0,127652,-1.5,blank_flag,NA
966,220302_Poo_TruePooBacteria_Half3,Ethanesulfonic acid,3.48,1700334,0,241536,-2.1,blank_flag,NA
967,220302_Smp_MQBlk1_A,Ethanesulfonic acid,3.92,2146935,0,343328,-3.5,blank_flag,NA
968,220302_Smp_MQBlk1_B,Ethanesulfonic acid,3.89,3244364,0,309290,-3.6,blank_flag,NA
969,220302_Smp_MQBlk1_C,Ethanesulfonic acid,3.9,4921056,0,439582,-3.6,blank_flag,NA
970,220302_Smp_MQBlk2_A,Ethanesulfonic acid,3.75,1161981,0,180030,-3.2,blank_flag,NA
971,220302_Smp_MQBlk2_B,Ethanesulfonic acid,3.84,1077221,0,148841,-2.1,blank_flag,NA
972,220302_Smp_MQBlk2_C,Ethanesulfonic acid,3.63,2272106,0,233701,-2.4,blank_flag,NA
973,220302_Smp_MQBlk3_A,Ethanesulfonic acid,3.49,611484,0,136058,-0.8,blank_flag,NA
974,220302_Smp_MQBlk3_B,Ethanesulfonic acid,3.57,145922,0,116808,-2.4,blank_flag,NA
975,220302_Smp_MQBlk3_C,Ethanesulfonic acid,3.62,312023,0,146180,-3.1,blank_flag,NA
976,220302_Smp_SupernatBlk_1,Ethanesulfonic acid,3.79,1973579,0,267941,-1.9,blank_flag,NA
977,220302_Smp_SupernatBlk_2,Ethanesulfonic acid,3.62,1092225,0,173100,-3.3,blank_flag,NA
978,220302_Smp_SupernatBlk_3,Ethanesulfonic acid,3.71,2911424,0,279061,-2.4,blank_flag,NA
979,220302_Smp_SWBlk_1,Ethanesulfonic acid,3.88,1882273,0,150057,-2.4,blank_flag,NA
980,220302_Smp_SWBlk_2,Ethanesulfonic acid,3.76,2201134,0,209940,-2.7,blank_flag,NA
981,220302_Smp_SWBlk_3,Ethanesulfonic acid,3.78,1303366,0,175798,-3.3,blank_flag,NA
982,220302_Smp_OBi1_1,Ethanesulfonic acid,3.76,730073,0,112634,-2.3,blank_flag,NA
983,220302_Smp_OBi1_2,Ethanesulfonic acid,3.59,484420,0,125594,-2.3,blank_flag,NA
984,220302_Smp_OBi1_3,Ethanesulfonic acid,3.43,1392824,0,245571,-2.8,blank_flag,NA
985,220302_Smp_OBi1_4,Ethanesulfonic acid,3.68,1964938,0,297220,-2.7,blank_flag,NA
986,220302_Smp_OBi1_5,Ethanesulfonic acid,4,9461207,0,504275,-2.5,NA,9461207
987,220302_Smp_OBi1_6,Ethanesulfonic acid,3.68,681232,0,92681,-1.7,blank_flag,NA
988,220302_Smp_OBi1_7,Ethanesulfonic acid,3.46,893667,0,145567,-1.5,blank_flag,NA
989,220302_Smp_OBi1_8,Ethanesulfonic acid,3.6,580109,0,125869,-1.5,blank_flag,NA
990,220302_Smp_OBi1_9,Ethanesulfonic acid,3.61,894807,0,161073,-2.3,blank_flag,NA
991,220302_Smp_OBi1small_1,Ethanesulfonic acid,3.97,9779492,0,678524,-2.6,NA,9779492
992,220302_Smp_OBi1small_2,Ethanesulfonic acid,3.63,1312447,0,193742,-1.9,blank_flag,NA
993,220302_Smp_OBi1small_3,Ethanesulfonic acid,4.09,1613915,0,158730,-2.2,blank_flag,NA
994,220302_Smp_OBi1small_4,Ethanesulfonic acid,3.6,1479853,0,187715,-1.6,blank_flag,NA
995,220302_Smp_RWi2_1,Ethanesulfonic acid,4,990641,0,188387,-3,blank_flag,NA
996,220302_Smp_RWi2_2,Ethanesulfonic acid,3.48,902538,0,108965,-2.6,blank_flag,NA
997,220302_Smp_RWi2_3,Ethanesulfonic acid,3.6,2047288,0,246260,-2,blank_flag,NA
998,220302_Smp_RWi2_4,Ethanesulfonic acid,3.79,865538,0,176359,-1.7,blank_flag,NA
999,220302_Smp_RWi2_5,Ethanesulfonic acid,3.76,1111822,0,230355,-3.9,blank_flag,NA
1000,220302_Smp_RWi2_6,Ethanesulfonic acid,3.72,1111968,0,175721,-1.7,blank_flag,NA
1001,220302_Std_4uMStdsMix1InH2O_1,Ethyl dihydroxybenzoate,NA,NA,NA,NA,NA,NA,NA
1002,220302_Std_4uMStdsMix1InH2O_2,Ethyl dihydroxybenzoate,NA,NA,NA,NA,NA,NA,NA
1003,220302_Std_4uMStdsMix1InMatrix_1,Ethyl dihydroxybenzoate,NA,NA,NA,NA,NA,NA,NA
1004,220302_Std_4uMStdsMix1InMatrix_2,Ethyl dihydroxybenzoate,NA,NA,NA,NA,NA,NA,NA
1005,220302_Std_4uMStdsMix2InH2O_1,Ethyl dihydroxybenzoate,1.76,295217024,0,34616908,-0.6,NA,295217024
1006,220302_Std_4uMStdsMix2InH2O_2,Ethyl dihydroxybenzoate,1.73,568489280,7196306,74468208,0.1,NA,568489280
1007,220302_Std_4uMStdsMix2InMatrix_1,Ethyl dihydroxybenzoate,1.75,319699904,0,40725864,-0.2,NA,319699904
1008,220302_Std_4uMStdsMix2InMatrix_2,Ethyl dihydroxybenzoate,1.73,574765440,4351800,71802960,-0.1,NA,574765440
1009,220302_Std_H2OinMatrix_1,Ethyl dihydroxybenzoate,2.23,401023,0,214150,-0.3,blank_flag,NA
1010,220302_Std_H2OinMatrix_2,Ethyl dihydroxybenzoate,2.04,317672,0,171439,-1.3,blank_flag,NA
1011,220302_Poo_TruePooBacteria_Full1,Ethyl dihydroxybenzoate,2.22,619574,0,340716,0.7,blank_flag,NA
1012,220302_Poo_TruePooBacteria_Full2,Ethyl dihydroxybenzoate,2.21,1005542,0,385616,0.2,blank_flag,NA
1013,220302_Poo_TruePooBacteria_Full3,Ethyl dihydroxybenzoate,2.13,571467,0,244946,0.6,blank_flag,NA
1014,220302_Poo_TruePooBacteria_Half1,Ethyl dihydroxybenzoate,2.23,356740,0,156855,-0.7,blank_flag,NA
1015,220302_Poo_TruePooBacteria_Half2,Ethyl dihydroxybenzoate,2.25,147716,0,124849,0.1,blank_flag,NA
1016,220302_Poo_TruePooBacteria_Half3,Ethyl dihydroxybenzoate,2.24,154268,0,130708,-0.1,blank_flag,NA
1017,220302_Smp_MQBlk1_A,Ethyl dihydroxybenzoate,2.23,835769,0,309176,0.1,blank_flag,NA
1018,220302_Smp_MQBlk1_B,Ethyl dihydroxybenzoate,2.22,1942312,0,334323,-0.9,blank_flag,NA
1019,220302_Smp_MQBlk1_C,Ethyl dihydroxybenzoate,2.23,1304081,0,482071,0.3,blank_flag,NA
1020,220302_Smp_MQBlk2_A,Ethyl dihydroxybenzoate,2.25,889491,0,260573,-0.3,blank_flag,NA
1021,220302_Smp_MQBlk2_B,Ethyl dihydroxybenzoate,2.23,167347,0,142538,-0.3,blank_flag,NA
1022,220302_Smp_MQBlk2_C,Ethyl dihydroxybenzoate,2.45,123430,0,108114,1.2,blank_flag,NA
1023,220302_Smp_MQBlk3_A,Ethyl dihydroxybenzoate,2,719424,0,259031,0.9,blank_flag,NA
1024,220302_Smp_MQBlk3_B,Ethyl dihydroxybenzoate,2.54,127489,0,69401,1.7,blank_flag,NA
1025,220302_Smp_MQBlk3_C,Ethyl dihydroxybenzoate,2.09,419349,0,227039,1.4,blank_flag,NA
1026,220302_Smp_SupernatBlk_1,Ethyl dihydroxybenzoate,2.23,2055732,0,361709,1.2,blank_flag,NA
1027,220302_Smp_SupernatBlk_2,Ethyl dihydroxybenzoate,2.18,135401,0,102075,0.3,blank_flag,NA
1028,220302_Smp_SupernatBlk_3,Ethyl dihydroxybenzoate,2.23,562735,0,198184,-0.4,blank_flag,NA
1029,220302_Smp_SWBlk_1,Ethyl dihydroxybenzoate,2.23,998808,0,401221,0.2,blank_flag,NA
1030,220302_Smp_SWBlk_2,Ethyl dihydroxybenzoate,2.18,456927,0,167684,0.5,blank_flag,NA
1031,220302_Smp_SWBlk_3,Ethyl dihydroxybenzoate,2.08,254872,0,237847,3.1,blank_flag,NA
1032,220302_Smp_OBi1_1,Ethyl dihydroxybenzoate,2.18,678454,0,192678,0.9,blank_flag,NA
1033,220302_Smp_OBi1_2,Ethyl dihydroxybenzoate,1.51,12584,0,11798,1.3,"areamin_flag, blank_flag",NA
1034,220302_Smp_OBi1_3,Ethyl dihydroxybenzoate,2.09,1120364,0,203645,-0.6,blank_flag,NA
1035,220302_Smp_OBi1_4,Ethyl dihydroxybenzoate,2.25,673220,0,285190,0.9,blank_flag,NA
1036,220302_Smp_OBi1_5,Ethyl dihydroxybenzoate,1.75,638116,0,210026,0.3,blank_flag,NA
1037,220302_Smp_OBi1_6,Ethyl dihydroxybenzoate,2.2,709748,0,286525,-0.1,blank_flag,NA
1038,220302_Smp_OBi1_7,Ethyl dihydroxybenzoate,2.23,266729,0,267878,0,blank_flag,NA
1039,220302_Smp_OBi1_8,Ethyl dihydroxybenzoate,2.23,1092082,0,287382,0.2,blank_flag,NA
1040,220302_Smp_OBi1_9,Ethyl dihydroxybenzoate,2.21,396491,0,197171,1.3,blank_flag,NA
1041,220302_Smp_OBi1small_1,Ethyl dihydroxybenzoate,1.77,912867,0,218801,0.6,blank_flag,NA
1042,220302_Smp_OBi1small_2,Ethyl dihydroxybenzoate,2.23,169376,0,121136,0.5,blank_flag,NA
1043,220302_Smp_OBi1small_3,Ethyl dihydroxybenzoate,2.22,664584,0,216246,0.5,blank_flag,NA
1044,220302_Smp_OBi1small_4,Ethyl dihydroxybenzoate,1.84,187758,0,121357,0.4,blank_flag,NA
1045,220302_Smp_RWi2_1,Ethyl dihydroxybenzoate,2.23,873854,0,360355,0.3,blank_flag,NA
1046,220302_Smp_RWi2_2,Ethyl dihydroxybenzoate,2.15,294417,0,134695,0.6,blank_flag,NA
1047,220302_Smp_RWi2_3,Ethyl dihydroxybenzoate,2.23,860994,0,204614,0.4,blank_flag,NA
1048,220302_Smp_RWi2_4,Ethyl dihydroxybenzoate,2.23,800116,0,194237,0.2,blank_flag,NA
1049,220302_Smp_RWi2_5,Ethyl dihydroxybenzoate,1.82,742096,0,181308,-0.4,blank_flag,NA
1050,220302_Smp_RWi2_6,Ethyl dihydroxybenzoate,2.23,907216,0,335239,0,blank_flag,NA
1051,220302_Std_4uMStdsMix1InH2O_1,Flavin adenine dinucleotide,NA,NA,NA,NA,NA,NA,NA
1052,220302_Std_4uMStdsMix1InH2O_2,Flavin adenine dinucleotide,NA,NA,NA,NA,NA,NA,NA
1053,220302_Std_4uMStdsMix1InMatrix_1,Flavin adenine dinucleotide,NA,NA,NA,NA,NA,NA,NA
1054,220302_Std_4uMStdsMix1InMatrix_2,Flavin adenine dinucleotide,NA,NA,NA,NA,NA,NA,NA
1055,220302_Std_4uMStdsMix2InH2O_1,Flavin adenine dinucleotide,9.33,132339792,0,9925463,1,NA,132339792
1056,220302_Std_4uMStdsMix2InH2O_2,Flavin adenine dinucleotide,8.47,248294448,0,18642952,1.3,NA,248294448
1057,220302_Std_4uMStdsMix2InMatrix_1,Flavin adenine dinucleotide,9.36,111787512,0,7805547,1.3,NA,111787512
1058,220302_Std_4uMStdsMix2InMatrix_2,Flavin adenine dinucleotide,8.47,234766416,1832212,16222302,1.3,NA,234766416
1059,220302_Std_H2OinMatrix_1,Flavin adenine dinucleotide,NA,NA,NA,NA,NA,NA,NA
1060,220302_Std_H2OinMatrix_2,Flavin adenine dinucleotide,NA,NA,NA,NA,NA,NA,NA
1061,220302_Poo_TruePooBacteria_Full1,Flavin adenine dinucleotide,NA,NA,NA,NA,NA,NA,NA
1062,220302_Poo_TruePooBacteria_Full2,Flavin adenine dinucleotide,NA,NA,NA,NA,NA,NA,NA
1063,220302_Poo_TruePooBacteria_Full3,Flavin adenine dinucleotide,NA,NA,NA,NA,NA,NA,NA
1064,220302_Poo_TruePooBacteria_Half1,Flavin adenine dinucleotide,NA,NA,NA,NA,NA,NA,NA
1065,220302_Poo_TruePooBacteria_Half2,Flavin adenine dinucleotide,NA,NA,NA,NA,NA,NA,NA
1066,220302_Poo_TruePooBacteria_Half3,Flavin adenine dinucleotide,NA,NA,NA,NA,NA,NA,NA
1067,220302_Smp_MQBlk1_A,Flavin adenine dinucleotide,NA,NA,NA,NA,NA,NA,NA
1068,220302_Smp_MQBlk1_B,Flavin adenine dinucleotide,NA,NA,NA,NA,NA,NA,NA
1069,220302_Smp_MQBlk1_C,Flavin adenine dinucleotide,NA,NA,NA,NA,NA,NA,NA
1070,220302_Smp_MQBlk2_A,Flavin adenine dinucleotide,NA,NA,NA,NA,NA,NA,NA
1071,220302_Smp_MQBlk2_B,Flavin adenine dinucleotide,6.66,83177,0,53148,4.7,blank_flag,NA
1072,220302_Smp_MQBlk2_C,Flavin adenine dinucleotide,NA,NA,NA,NA,NA,NA,NA
1073,220302_Smp_MQBlk3_A,Flavin adenine dinucleotide,NA,NA,NA,NA,NA,NA,NA
1074,220302_Smp_MQBlk3_B,Flavin adenine dinucleotide,NA,NA,NA,NA,NA,NA,NA
1075,220302_Smp_MQBlk3_C,Flavin adenine dinucleotide,NA,NA,NA,NA,NA,NA,NA
1076,220302_Smp_SupernatBlk_1,Flavin adenine dinucleotide,NA,NA,NA,NA,NA,NA,NA
1077,220302_Smp_SupernatBlk_2,Flavin adenine dinucleotide,NA,NA,NA,NA,NA,NA,NA
1078,220302_Smp_SupernatBlk_3,Flavin adenine dinucleotide,NA,NA,NA,NA,NA,NA,NA
1079,220302_Smp_SWBlk_1,Flavin adenine dinucleotide,NA,NA,NA,NA,NA,NA,NA
1080,220302_Smp_SWBlk_2,Flavin adenine dinucleotide,NA,NA,NA,NA,NA,NA,NA
1081,220302_Smp_SWBlk_3,Flavin adenine dinucleotide,NA,NA,NA,NA,NA,NA,NA
1082,220302_Smp_OBi1_1,Flavin adenine dinucleotide,NA,NA,NA,NA,NA,NA,NA
1083,220302_Smp_OBi1_2,Flavin adenine dinucleotide,NA,NA,NA,NA,NA,NA,NA
1084,220302_Smp_OBi1_3,Flavin adenine dinucleotide,NA,NA,NA,NA,NA,NA,NA
1085,220302_Smp_OBi1_4,Flavin adenine dinucleotide,NA,NA,NA,NA,NA,NA,NA
1086,220302_Smp_OBi1_5,Flavin adenine dinucleotide,NA,NA,NA,NA,NA,NA,NA
1087,220302_Smp_OBi1_6,Flavin adenine dinucleotide,NA,NA,NA,NA,NA,NA,NA
1088,220302_Smp_OBi1_7,Flavin adenine dinucleotide,NA,NA,NA,NA,NA,NA,NA
1089,220302_Smp_OBi1_8,Flavin adenine dinucleotide,NA,NA,NA,NA,NA,NA,NA
1090,220302_Smp_OBi1_9,Flavin adenine dinucleotide,NA,NA,NA,NA,NA,NA,NA
1091,220302_Smp_OBi1small_1,Flavin adenine dinucleotide,NA,NA,NA,NA,NA,NA,NA
1092,220302_Smp_OBi1small_2,Flavin adenine dinucleotide,NA,NA,NA,NA,NA,NA,NA
1093,220302_Smp_OBi1small_3,Flavin adenine dinucleotide,NA,NA,NA,NA,NA,NA,NA
1094,220302_Smp_OBi1small_4,Flavin adenine dinucleotide,NA,NA,NA,NA,NA,NA,NA
1095,220302_Smp_RWi2_1,Flavin adenine dinucleotide,NA,NA,NA,NA,NA,NA,NA
1096,220302_Smp_RWi2_2,Flavin adenine dinucleotide,NA,NA,NA,NA,NA,NA,NA
1097,220302_Smp_RWi2_3,Flavin adenine dinucleotide,NA,NA,NA,NA,NA,NA,NA
1098,220302_Smp_RWi2_4,Flavin adenine dinucleotide,NA,NA,NA,NA,NA,NA,NA
