assembly,core.catab.path
GCF_963867045.1,Yes
GCF_963868145.1,No
GCF_963869775.1,No
GCF_963869845.1,Yes
GCF_963869885.1,No
GCF_963870105.1,No
GCF_963871305.1,No
GCF_963871635.1,No
GCF_963871815.1,No
GCF_963872215.1,No
GCF_963872585.1,No
GCF_963872955.1,No
GCF_963877225.1,No
GCF_963877255.1,Yes
GCF_963877275.1,No
GCF_963877305.1,No
GCF_963877345.1,No
GCF_963877375.1,No
GCF_963877385.1,No
GCF_963877395.1,No
GCF_963877405.1,No
GCF_963877475.1,No
GCF_963877525.1,No
GCF_963877555.1,No
GCF_963877575.1,No
GCF_963877585.1,No
GCF_963877595.1,No
GCF_963877665.1,No
GCF_963877705.1,No
GCF_963877745.1,No
GCF_963877755.1,No
GCF_963877765.1,No
GCF_963877775.1,No
GCF_963877785.1,No
GCF_963877795.1,No
GCF_963877835.1,No
GCF_963877855.1,No
GCF_963877875.1,No
GCF_963877935.1,No
GCF_963877945.1,No
GCF_963877985.1,No
GCF_963878055.1,No
GCF_963878265.1,No
GCF_963878275.1,No
GCF_963878555.1,No
GCF_963878565.1,No
GCF_963878585.1,No
GCF_963878595.1,No
GCF_963878655.1,No
GCF_963878785.1,No
GCF_963878795.1,No
GCF_963878805.1,No
GCF_963878905.1,No
GCF_963879005.1,No
GCF_963879025.1,No
GCF_963879035.1,No
GCF_963879045.1,No
GCF_963879065.1,No
GCF_963879075.1,No
GCF_963879145.1,No
GCF_963880435.1,No
GCF_963880805.1,No
GCF_963880845.1,No
GCF_963880925.1,No
GCF_963881155.1,No
GCF_963881165.1,No
GCF_963881205.1,No
GCF_963881885.1,No
GCF_963881895.1,No
GCF_963882575.1,No
GCF_963884875.1,No
GCF_963889045.1,No
GCF_963889365.1,No
GCF_963889515.1,No
GCF_963889865.1,No
GCF_963890065.1,No
GCF_963890165.1,No
GCF_963890715.1,No
GCF_963890745.1,No
GCF_963890985.1,No
GCF_963891505.1,No
GCF_963892715.1,No
GCF_963892785.1,No
GCF_963892795.1,No
GCF_963892815.1,No
GCF_963892955.1,No
GCF_963893015.1,No
GCF_963893175.1,No
GCF_963893235.1,No
GCF_963893355.1,No
GCF_963893365.1,No
GCF_963893375.1,No
GCF_963893745.1,No
GCF_963893835.1,No
GCF_963893985.1,No
GCF_963894035.1,No
GCF_963894045.1,No
GCF_963894085.1,No
GCF_963894405.1,No
GCF_963895035.1,No
GCF_963895305.1,No
GCF_963898195.1,Yes
GCF_963899065.1,No
GCF_963899125.1,No
GCF_963899365.1,No
GCF_963899585.1,No
GCF_963899845.1,Yes
GCF_963900035.1,No
GCF_963903065.1,No
GCF_963903205.1,Yes
GCF_963920535.1,Yes
GCF_963926215.1,No
GCF_963967095.1,Yes
GCF_963970405.1,Yes
GCF_963970645.1,Yes
GCF_963970795.1,Yes
GCF_963972555.1,No
GCF_963972895.1,Yes
GCF_963973725.1,Yes
GCF_963973935.1,No
GCF_963974275.1,No
GCF_963975455.1,No
GCF_963975545.1,No
GCF_963976065.1,No
GCF_963976385.1,No
GCF_963976665.1,No
GCF_963976745.1,Yes
GCF_963979125.1,Yes
GCF_963995905.1,Yes
GCF_964008165.1,Yes
GCF_964010745.1,Yes
GCF_964021725.1,No
