Nucleotide.Accession	Organism.Name	Organism.Taxonomic.ID	BioSample	contig.length	Assembly.Accession	Assembly.Name
NZ_MCWN01000009.1	Vibrio cyclitrophicus	47951	SAMN05418128	316436	GCF_002877585.1	ASM287758v1
NZ_MCXR02000002.1	Vibrio lentus	136468	SAMN05418099	1930617	GCF_002877605.2	ASM287760v2
NZ_MCXU01000004.1	Vibrio cyclitrophicus	47951	SAMN05418095	399140	GCF_002877625.1	ASM287762v1
NZ_MCXQ01000013.1	Vibrio lentus	136468	SAMN05418097	385176	GCF_002877645.1	ASM287764v1
NZ_MCXH02000002.1	Vibrio cyclitrophicus	47951	SAMN05418108	1797903	GCF_002877705.2	ASM287770v2
NZ_MCXM02000004.1	Vibrio lentus	136468	SAMN05418103	822506	GCF_002877725.2	ASM287772v2
NZ_MCWP02000002.1	Vibrio cyclitrophicus	47951	SAMN05418126	1707365	GCF_002877745.2	ASM287774v2
NZ_MCUC01000145.1	Vibrio lentus	136468	SAMN05418191	225092	GCF_002878515.1	ASM287851v1
NZ_MCVC02000002.1	Vibrio splendidus	29497	SAMN05418165	1182376	GCF_002878555.2	ASM287855v2
NZ_MCWU01000085.1	Vibrio splendidus	29497	SAMN05418121	653460	GCF_002878595.1	ASM287859v1
NZ_MCWV02000002.1	Vibrio lentus	136468	SAMN05418120	1935710	GCF_002878605.2	ASM287860v2
NZ_MCXV01000213.1	Vibrio lentus	136468	SAMN05418094	27418	GCF_002878635.1	ASM287863v1
NZ_PNRG01000033.1	Halomonas urumqiensis	1684789	SAMN08324466	848314	GCF_002879635.1	ASM287963v1
NZ_POGS01000022.1	Pseudomonas sp. FW306-2-2C-D06B	2070645	SAMN08323792	65861	GCF_002883535.1	FW306-2-2C-D06B
NZ_POHP01000038.1	Pseudomonas sp. FW305-70	2751342	SAMN08323785	63227	GCF_002883915.1	FW305-70
NZ_POGQ01000002.1	Pseudomonas sp. GW460-5	2070643	SAMN08323794	217413	GCF_002884155.1	GW460-5
NZ_CP025793.1	Vibrio jasicida 090810c	1280002	SAMD00036656	2299042	GCF_002887615.1	ASM288761v1
NZ_CP025797.1	Vibrio owensii	696485	SAMD00019129	2367538	GCF_002887655.1	ASM288765v1
NZ_CP010596.1	Phaeobacter inhibens	221822	SAMN03292293	261822	GCF_002888685.1	ASM288868v1
NZ_CP010806.1	Phaeobacter piscinae	1580596	SAMN03294469	221490	GCF_002888715.1	ASM288871v1
NZ_NBSN01000004.1	Paraburkholderia fungorum	134537	SAMN05004754	3547197	GCF_002891075.1	ASM289107v1
NZ_CP010697.1	Phaeobacter inhibens	221822	SAMN03294470	219155	GCF_002891665.1	ASM289166v1
NZ_NNBI01000001.1	Pseudomonas putida	303	SAMN07136285	3537401	GCF_002891885.1	ASM289188v1
NZ_CP010657.1	Phaeobacter piscinae	1580596	SAMN03294487	205393	GCF_002891905.1	ASM289190v1
NZ_CP010717.1	Phaeobacter piscinae	1580596	SAMN03294468	206797	GCF_002891925.1	ASM289192v1
NZ_CP010736.1	Phaeobacter inhibens	221822	SAMN03294488	226965	GCF_002891945.1	ASM289194v1
NZ_CP010630.1	Phaeobacter inhibens	221822	SAMN03294492	255840	GCF_002891965.1	ASM289196v1
NZ_CP010624.1	Phaeobacter inhibens	221822	SAMN03294475	219155	GCF_002891985.1	ASM289198v1
NZ_CP010669.1	Phaeobacter inhibens	221822	SAMN03294477	219155	GCF_002892005.1	ASM289200v1
NZ_CP010612.1	Phaeobacter inhibens	221822	SAMN03294496	226389	GCF_002892025.1	ASM289202v1
NZ_CP010663.1	Phaeobacter inhibens	221822	SAMN03294490	226389	GCF_002892045.1	ASM289204v1
NZ_CP010706.1	Phaeobacter inhibens	221822	SAMN03294485	226931	GCF_002892065.1	ASM289206v1
NZ_CP010726.1	Phaeobacter inhibens	221822	SAMN03294495	226930	GCF_002892085.1	ASM289208v1
NZ_CP010751.1	Phaeobacter inhibens	221822	SAMN03294486	226389	GCF_002892125.1	ASM289212v1
NZ_CP010757.1	Phaeobacter inhibens	221822	SAMN03294493	226931	GCF_002892145.1	ASM289214v1
NZ_CP010742.1	Phaeobacter inhibens	221822	SAMN03294478	238916	GCF_002892165.1	ASM289216v1
NZ_CP010651.1	Phaeobacter inhibens	221822	SAMN03294476	241996	GCF_002892185.1	ASM289218v1
NZ_CP010618.1	Phaeobacter inhibens	221822	SAMN03294471	240648	GCF_002892205.1	ASM289220v1
NZ_CP010600.1	Phaeobacter inhibens	221822	SAMN03294494	226931	GCF_002892225.1	ASM289222v1
NZ_CP010690.1	Phaeobacter piscinae	1580596	SAMN03294473	221490	GCF_002892245.1	ASM289224v1
NZ_CP010746.1	Phaeobacter inhibens	221822	SAMN03294474	234052	GCF_002892265.1	ASM289226v1
NZ_CP025954.1	Vibrio campbellii	680	SAMD00019136	2133040	GCF_002893865.1	ASM289386v1
NZ_BEXF01000027.1	Brevibacillus reuszeri	54915	SAMD00090266	88495	GCF_002897295.1	Brl_assembly01
NZ_PPEF01000003.1	Pseudomonas protegens	380021	SAMN08324241	610538	GCF_002899905.1	ASM289990v1
NZ_PPSJ01000002.1	Pseudomonas sp. FW305-E2	2075558	SAMN08366462	280884	GCF_002901725.1	ASM290172v1
NZ_PPSI01000004.1	Pseudomonas protegens	380021	SAMN08366463	224210	GCF_002901745.1	ASM290174v1
NZ_CP026124.1	Achromobacter sp. AONIH1	1758194	SAMN04287051	6648943	GCF_002902905.1	ASM290290v1
NZ_CP026316.1	Vibrio campbellii	680	SAMN08330869	2153958	GCF_002906455.1	ASM290645v1
NZ_CP026322.1	Vibrio campbellii	680	SAMN08330225	1956059	GCF_002906475.1	ASM290647v1
NZ_MIND01000018.1	Pseudomonas putida	303	SAMN05687757	5269269	GCF_002906715.1	ASM290671v1
NZ_MINE01000015.1	Pseudomonas putida	303	SAMN05687758	4688999	GCF_002906755.1	ASM290675v1
NZ_MINF01000031.1	Pseudomonas putida	303	SAMN05687760	4571876	GCF_002906795.1	ASM290679v1
NZ_MING01000083.1	Pseudomonas putida	303	SAMN05687759	2791806	GCF_002906815.1	ASM290681v1
NZ_PISL01000001.1	Pseudomonas hunanensis	1247546	SAMN08123256	310778	GCF_002910975.1	ASM291097v1
NZ_PPFE01000009.1	Roseovarius confluentis	1852027	SAMN08378603	170725	GCF_002917925.1	ASM291792v1
NZ_PKNF01000070.1	Vibrio jasicida	766224	SAMN08238107	46515	GCF_002929905.1	ASM292990v1
NZ_PKNG01000153.1	Vibrio jasicida	766224	SAMN08238106	37842	GCF_002929925.1	ASM292992v1
NZ_PKNH01000085.1	Vibrio jasicida	766224	SAMN08238105	118580	GCF_002929935.1	ASM292993v1
NZ_PKNI01000053.1	Vibrio jasicida	766224	SAMN08238104	81168	GCF_002929945.1	ASM292994v1
NZ_PKNJ01000164.1	Vibrio jasicida	766224	SAMN08238103	36652	GCF_002929985.1	ASM292998v1
NZ_PKNK01000106.1	Vibrio jasicida	766224	SAMN08238102	37251	GCF_002930005.1	ASM293000v1
NZ_PKNL01000080.1	Vibrio jasicida	766224	SAMN08238101	9189	GCF_002930015.1	ASM293001v1
NZ_PKNM01000129.1	Vibrio jasicida	766224	SAMN08238100	36719	GCF_002930045.1	ASM293004v1
NZ_PSSX01000008.1	Marinobacter maroccanus	2055143	SAMN08383635	160415	GCF_002933275.1	ASM293327v1
NZ_BFAQ01000027.1	Vibrio penaeicida	104609	SAMD00110655	145042	GCF_002933855.1	ASM293385v1
NZ_NIRS01000001.1	Pseudomonas laurylsulfatiphila	2011015	SAMN07222753	1297429	GCF_002934665.1	ASM293466v1
NZ_NKHL01000110.1	Pseudomonas bohemica	2044872	SAMN07278004	150306	GCF_002934685.1	ASM293468v1
NZ_MPZM01000015.1	Oceanisphaera arctica	641510	SAMN03159268	76550	GCF_002936955.1	ASM293695v1
NZ_CP026675.1	Pseudomonas sp. SWI36	2083052	SAMN08475770	6172256	GCF_002948105.1	ASM294810v1
NZ_CP026332.1	Pseudomonas sp. XWY-1	2069256	SAMN08290310	5902716	GCF_002953115.1	ASM295311v1
NZ_CP014133.1	Vibrio diabolicus	50719	SAMN03996254	1875198	GCF_002953355.1	ASM295335v1
NZ_CP014037.1	Vibrio diabolicus	50719	SAMN03996322	2032660	GCF_002953395.1	ASM295339v1
NZ_CP014054.1	Vibrio alginolyticus	663	SAMN03996324	1810594	GCF_002953515.1	ASM295351v1
NZ_CP014041.1	Vibrio alginolyticus	663	SAMN03996326	1833981	GCF_002953535.1	ASM295353v1
NZ_CP014044.1	Vibrio alginolyticus	663	SAMN03996330	1806127	GCF_002953975.1	ASM295397v1
NZ_MSCE01000002.1	Vibrio campbellii	680	SAMN06133339	1877741	GCF_002954505.1	ASM295450v1
NZ_MSCF01000001.1	Vibrio jasicida	766224	SAMN06133340	2305182	GCF_002954525.1	ASM295452v1
NZ_MSCP01000001.1	Aliivibrio sifiae	566293	SAMN06134495	2522736	GCF_002954715.1	ASM295471v1
NZ_MSCQ01000002.1	Photobacterium phosphoreum	659	SAMN06134493	1355419	GCF_002954725.1	ASM295472v1
NZ_NWTN01000001.1	Vibrio mediterranei	689	SAMN07665675	801020	GCF_002995655.1	ASM299565v1
NZ_PVZM01000027.1	Paraburkholderia fungorum	134537	SAMN06264457	137965	GCF_003002115.1	ASM300211v1
NZ_PVTN01000003.1	Marivita geojedonensis	1123756	SAMN07620990	308659	GCF_003002975.1	ASM300297v1
NZ_PVTM01000002.1	Halomonas ventosae	229007	SAMN05421865	368656	GCF_003002995.1	ASM300299v1
NZ_PVUF01000014.1	Tritonibacter scottomollicae	483013	SAMN07621368	93081	GCF_003003215.1	ASM300321v1
NZ_PVTQ01000040.1	Donghicola tyrosinivorans	1652492	SAMN07621402	10349	GCF_003003355.1	ASM300335v1
NZ_PXYH01000026.1	Zobellella taiwanensis	347535	SAMN08707949	52807	GCF_003012795.1	ASM301279v1
NZ_PYGJ01000026.1	Shimia abyssi	1662395	SAMN07621369	27467	GCF_003014475.1	ASM301447v1
NZ_PYGI01000013.1	Marinobacterium halophilum	267374	SAMN07621472	123459	GCF_003014615.1	ASM301461v1
NZ_PYMG01000003.1	Photobacterium kishitanii	318456	SAMN07327754	200150	GCF_003025535.1	ASM302553v1
NZ_PYMH01000002.1	Photobacterium lutimaris	388278	SAMN07327755	778629	GCF_003025555.1	ASM302555v1
NZ_PYMJ01000005.1	Photobacterium frigidiphilum	264736	SAMN07327714	271588	GCF_003025615.1	ASM302561v1
NZ_PYMK01000016.1	Photobacterium aquimaris	512643	SAMN07327679	111606	GCF_003025625.1	ASM302562v1
NZ_PYMO01000002.1	Photobacterium phosphoreum	659	SAMN07327693	351813	GCF_003025655.1	ASM302565v1
NZ_PYMN01000006.1	Photobacterium phosphoreum	659	SAMN07327692	199692	GCF_003025695.1	ASM302569v1
NZ_PYMP01000002.1	Photobacterium phosphoreum	659	SAMN07327694	540599	GCF_003025715.1	ASM302571v1
NZ_PYMT01000005.1	Photobacterium phosphoreum	659	SAMN07327699	146857	GCF_003025735.1	ASM302573v1
NZ_PYMQ01000006.1	Photobacterium phosphoreum	659	SAMN07327695	126264	GCF_003025755.1	ASM302575v1
NZ_PYMS01000002.1	Photobacterium phosphoreum	659	SAMN07327698	228895	GCF_003025775.1	ASM302577v1
NZ_PYMX01000042.1	Photobacterium phosphoreum	659	SAMN07327705	44732	GCF_003025795.1	ASM302579v1
NZ_PYMY01000003.1	Photobacterium phosphoreum	659	SAMN07327706	223286	GCF_003025815.1	ASM302581v1
NZ_PYNC01000001.1	Photobacterium phosphoreum	659	SAMN07327710	1127731	GCF_003025835.1	ASM302583v1
NZ_PYMZ01000003.1	Photobacterium phosphoreum	659	SAMN07327707	454575	GCF_003025855.1	ASM302585v1
NZ_PYNA01000039.1	Photobacterium phosphoreum	659	SAMN07327708	41964	GCF_003025875.1	ASM302587v1
NZ_PYNI01000018.1	Photobacterium kishitanii	318456	SAMN07327767	99240	GCF_003025895.1	ASM302589v1
NZ_PYNF01000024.1	Photobacterium kishitanii	318456	SAMN07327764	71380	GCF_003025915.1	ASM302591v1
NZ_PYNG01000039.1	Photobacterium kishitanii	318456	SAMN07327765	41525	GCF_003025935.1	ASM302593v1
NZ_PYNL01000119.1	Photobacterium kishitanii	318456	SAMN07327770	24338	GCF_003025945.1	ASM302594v1
NZ_PYNK01000004.1	Photobacterium kishitanii	318456	SAMN07327769	244029	GCF_003025975.1	ASM302597v1
NZ_PYNM01000007.1	Photobacterium kishitanii	318456	SAMN07327771	325242	GCF_003025995.1	ASM302599v1
NZ_PYOH01000002.1	Photobacterium phosphoreum	659	SAMN07327719	305941	GCF_003026275.1	ASM302627v1
NZ_PYOD01000006.1	Photobacterium profundum	74109	SAMN07327759	267734	GCF_003026285.1	ASM302628v1
NZ_PYON01000002.1	Photobacterium kishitanii	318456	SAMN07327725	462057	GCF_003026355.1	ASM302635v1
NZ_PYOM01000010.1	Photobacterium angustum	661	SAMN07327724	195187	GCF_003026365.1	ASM302636v1
NZ_PYLZ01000004.1	Photobacterium swingsii	680026	SAMN07327746	400549	GCF_003026435.1	ASM302643v1
NZ_PYMB01000002.1	Photobacterium rosenbergii	294936	SAMN07327748	612698	GCF_003026455.1	ASM302645v1
NZ_PYMA01000001.1	Photobacterium sanctipauli	1342794	SAMN07327747	748385	GCF_003026495.1	ASM302649v1
NZ_PYML01000004.1	Photobacterium aquimaris	512643	SAMN07327680	327460	GCF_003026515.1	ASM302651v1
NZ_PYMR01000024.1	Photobacterium phosphoreum	659	SAMN07327697	44556	GCF_003026535.1	ASM302653v1
NZ_PYMV01000021.1	Photobacterium phosphoreum	659	SAMN07327703	83761	GCF_003026545.1	ASM302654v1
NZ_PYMW01000010.1	Photobacterium phosphoreum	659	SAMN07327704	157097	GCF_003026575.1	ASM302657v1
NZ_PYNB01000005.1	Photobacterium phosphoreum	659	SAMN07327709	194909	GCF_003026595.1	ASM302659v1
NZ_PYND01000002.1	Photobacterium phosphoreum	659	SAMN07327712	379790	GCF_003026615.1	ASM302661v1
NZ_PYNE01000004.1	Photobacterium kishitanii	318456	SAMN07327763	314955	GCF_003026635.1	ASM302663v1
NZ_PYNH01000004.1	Photobacterium kishitanii	318456	SAMN07327766	376087	GCF_003026655.1	ASM302665v1
NZ_PYNJ01000015.1	Photobacterium kishitanii	318456	SAMN07327768	109858	GCF_003026675.1	ASM302667v1
NZ_PYOK01000002.1	Photobacterium angustum	661	SAMN07327722	628284	GCF_003026855.1	ASM302685v1
NZ_PYPA01000005.1	Photobacterium kishitanii	318456	SAMN07327738	396552	GCF_003026975.1	ASM302697v1
NZ_PYPB01000003.1	Photobacterium kishitanii	318456	SAMN07327739	373211	GCF_003027035.1	ASM302703v1
NZ_PYPC01000002.1	Photobacterium kishitanii	318456	SAMN07327740	344518	GCF_003027055.1	ASM302705v1
NZ_PYOZ01000012.1	Photobacterium kishitanii	318456	SAMN07327737	141034	GCF_003027115.1	ASM302711v1
NZ_PYUD01000001.1	Halomonas urumqiensis	1684789	SAMN08634331	1666330	GCF_003028575.1	ASM302857v1
NZ_PYMU01000018.1	Photobacterium phosphoreum	659	SAMN07327700	89017	GCF_003028875.1	ASM302887v1
NZ_PYVE01000022.1	Vibrio mediterranei	689	SAMN08634427	194081	GCF_003030845.1	ASM303084v1
NZ_PXNT01000018.1	Halomonas sp. SYSU XM8	2109329	SAMN08637801	169596	GCF_003045765.1	ASM304576v1
NZ_PXNS01000013.1	Halomonas litopenaei	2109328	SAMN08637832	192506	GCF_003045775.1	ASM304577v1
NZ_PIEY01000017.1	Vibrio splendidus	29497	SAMN08099574	136846	GCF_003049845.1	ASM304984v1
NZ_PIFD01000013.1	Vibrio splendidus	29497	SAMN08099569	119914	GCF_003049855.1	ASM304985v1
NZ_PIEV01000012.1	Vibrio splendidus	29497	SAMN08099577	161320	GCF_003049865.1	ASM304986v1
NZ_PIFE01000023.1	Vibrio splendidus	29497	SAMN08099568	94959	GCF_003049905.1	ASM304990v1
NZ_PIEZ01000041.1	Vibrio splendidus	29497	SAMN08099573	48548	GCF_003049925.1	ASM304992v1
NZ_PIFJ01000009.1	Vibrio splendidus	29497	SAMN08099563	223974	GCF_003049945.1	ASM304994v1
NZ_PIFK01000012.1	Vibrio splendidus	29497	SAMN08099562	123972	GCF_003049965.1	ASM304996v1
NZ_PIFH01000033.1	Vibrio splendidus	29497	SAMN08099565	62811	GCF_003049975.1	ASM304997v1
NZ_PIFI01000001.1	Vibrio splendidus	29497	SAMN08099564	365845	GCF_003050005.1	ASM305000v1
NZ_PIFY01000024.1	Vibrio splendidus	29497	SAMN08099548	93595	GCF_003050025.1	ASM305002v1
NZ_PIGA01000058.1	Vibrio splendidus	29497	SAMN08099546	23938	GCF_003050045.1	ASM305004v1
NZ_PIEW01000002.1	Vibrio splendidus	29497	SAMN08099576	397866	GCF_003050125.1	ASM305012v1
NZ_PIFA01000017.1	Vibrio splendidus	29497	SAMN08099572	65861	GCF_003050145.1	ASM305014v1
NZ_PIFB01000002.1	Vibrio splendidus	29497	SAMN08099571	404978	GCF_003050165.1	ASM305016v1
NZ_PIEX01000003.1	Vibrio splendidus	29497	SAMN08099575	484167	GCF_003050175.1	ASM305017v1
NZ_PIFC01000027.1	Vibrio splendidus	29497	SAMN08099570	80862	GCF_003050205.1	ASM305020v1
NZ_PIFG01000020.1	Vibrio splendidus	29497	SAMN08099566	84947	GCF_003050225.1	ASM305022v1
NZ_PIFF01000001.1	Vibrio splendidus	29497	SAMN08099567	340158	GCF_003050245.1	ASM305024v1
NZ_PIFM01000016.1	Vibrio splendidus	29497	SAMN08099560	129592	GCF_003050255.1	ASM305025v1
NZ_PIFN01000021.1	Vibrio splendidus	29497	SAMN08099559	89232	GCF_003050285.1	ASM305028v1
NZ_PIFL01000029.1	Vibrio splendidus	29497	SAMN08099561	69057	GCF_003050305.1	ASM305030v1
NZ_PIFP01000001.1	Vibrio splendidus	29497	SAMN08099557	365859	GCF_003050315.1	ASM305031v1
NZ_PIFS01000027.1	Vibrio splendidus	29497	SAMN08099554	60831	GCF_003050345.1	ASM305034v1
NZ_PIFO01000004.1	Vibrio splendidus	29497	SAMN08099558	372008	GCF_003050355.1	ASM305035v1
NZ_PIFQ01000002.1	Vibrio splendidus	29497	SAMN08099556	461477	GCF_003050385.1	ASM305038v1
NZ_PIFU01000026.1	Vibrio splendidus	29497	SAMN08099552	80128	GCF_003050405.1	ASM305040v1
NZ_PIFR01000004.1	Vibrio splendidus	29497	SAMN08099555	303689	GCF_003050425.1	ASM305042v1
NZ_PIFT01000005.1	Vibrio splendidus	29497	SAMN08099553	378838	GCF_003050445.1	ASM305044v1
NZ_PIFV01000003.1	Vibrio splendidus	29497	SAMN08099551	480846	GCF_003050465.1	ASM305046v1
NZ_PIFX01000008.1	Vibrio splendidus	29497	SAMN08099549	208101	GCF_003050485.1	ASM305048v1
NZ_PIFZ01000006.1	Vibrio splendidus	29497	SAMN08099547	257880	GCF_003050505.1	ASM305050v1
NZ_PIFW01000016.1	Vibrio splendidus	29497	SAMN08099550	126259	GCF_003050545.1	ASM305054v1
NZ_QAYO01000060.1	Pseudomonas putida	303	SAMN08887215	251129	GCF_003053335.1	ASM305333v1
NZ_QAYQ01000126.1	Pseudomonas putida	303	SAMN08887231	186456	GCF_003053385.1	ASM305338v1
NZ_QBKP01000013.1	Gemmobacter caeni	589035	SAMN08779094	125484	GCF_003054195.1	ASM305419v1
NZ_PYVV01000009.1	Halomonas sp. BN3-1	2082393	SAMN08779778	228491	GCF_003056325.1	ASM305632v1
NZ_PYJM01000002.1	Pseudomonas protegens	380021	SAMN08707696	1465274	GCF_003057655.1	ASM305765v1
NZ_QCYH01000002.1	Pelagivirga sediminicola	2170575	SAMN08934404	537404	GCF_003072125.1	ASM307212v1
NZ_QCZE01000002.1	Zobellella maritima	2059725	SAMN08954523	438904	GCF_003075035.1	ASM307503v1
NZ_QCZE01000004.1	Zobellella maritima	2059725	SAMN08954523	165333	GCF_003075035.1	ASM307503v1
NZ_CP020035.1	Vibrio parahaemolyticus	670	SAMN06310878	1902897	GCF_003085735.1	ASM308573v1
NZ_PYUK01000027.1	Pseudomonas sp. B1(2018)	2233856	SAMN08797593	74353	GCF_003097365.1	ASM309736v1
NZ_QEYE01000003.1	Maritimibacter sp. 55A14	2174844	SAMN08997830	260533	GCF_003122205.1	ASM312220v1
NZ_NIGY01000004.1	Vibrio sp. T9	2007196	SAMN07156293	445229	GCF_003123985.1	ASM312398v1
NZ_QETF01000008.1	Salibaculum griseiflavum	1914409	SAMN08998300	127872	GCF_003129565.1	ASM312956v1
NZ_QGGM01000013.1	Psychrobacter immobilis	498	SAMN08776255	102974	GCF_003148585.1	ASM314858v1
NZ_QGKM01000001.1	Leucothrix pacifica	1247513	SAMN09228920	119077	GCF_003172875.1	ASM317287v1
NZ_QGSL01000106.1	Pseudomonas sp. RW407	2202894	SAMN09232169	1606954	GCF_003176655.1	ASM317665v1
NZ_QHJD01000017.1	Pseudomonas sp. RW405	2202652	SAMN09229864	4706891	GCF_003184135.1	ASM318413v1
NZ_BGNF01000101.1	Vibrio harveyi	669	SAMD00115416	148353	GCF_003203495.1	ASM320349v1
NZ_QJOV01000002.1	Pseudomonas sp. SMT-1	435519	SAMN09269772	531051	GCF_003204195.1	ASM320419v1
NZ_QKMF01000038.1	Pelagimonas varians	696760	SAMN08779095	11305	GCF_003208435.1	ASM320843v1
NZ_CP029789.1	Psychrobacter sp. YP14	2203895	SAMN09245574	2817424	GCF_003209315.1	ASM320931v1
NZ_QJSU01000013.1	Psychrobacter fozii	198480	SAMN09074959	49817	GCF_003217155.1	ASM321715v1
NZ_QKLN01000002.1	Pseudomonas sp. TKO26	2052592	SAMN07974990	449859	GCF_003225665.1	ASM322566v1
NZ_QKLL01000002.1	Pseudomonas sp. TKO30	2052590	SAMN07974992	449859	GCF_003225695.1	ASM322569v1
NZ_QKLO01000002.1	Pseudomonas sp. TKO14	2052593	SAMN07974989	449859	GCF_003225705.1	ASM322570v1
NZ_QKLM01000002.1	Pseudomonas sp. TKO29	2052591	SAMN07974991	449859	GCF_003225735.1	ASM322573v1
NZ_PDLL01000276.1	Pseudomonas jessenii	77298	SAMN07780980	8373	GCF_003225755.1	ASM322575v1
NZ_CP029693.1	Pseudomonas putida	303	SAMN09229081	6845198	GCF_003228315.1	ASM322831v1
NZ_QKZM01000083.1	Planktotalea frisia	696762	SAMN05660220	16635	GCF_003254185.1	ASM325418v1
NZ_NPEV01000029.1	Rhodobium orientis	34017	SAMN07424250	64354	GCF_003258835.1	ASM325883v1
NZ_QLTL01000019.1	Pseudomonas sp. URMO17WK12:I7	1283290	SAMN05661038	108076	GCF_003269045.1	ASM326904v1
NZ_QNGB01000014.1	Roseovarius sp. TE539	2249812	SAMN09508687	82593	GCF_003298505.1	ASM329850v1
NZ_CP030789.1	Vibrio campbellii	680	SAMN09537147	1878023	GCF_003312585.1	ASM331258v1
NZ_QNRO01000005.1	Marinobacter pelagius	379482	SAMN09062734	207228	GCF_003315345.1	ASM331534v1
NZ_QNQP01000007.1	Roseovarius dicentrarchi	2250573	SAMN09507747	153924	GCF_003316635.1	ASM331663v1
NZ_QOCE01000009.1	Phaeobacter gallaeciensis	60890	SAMN09522133	57476	GCF_003318155.1	ASM331815v1
NZ_QOCF01000014.1	Ruegeria sp. A3M17	2267229	SAMN09522134	519956	GCF_003318255.1	ASM331825v1
NZ_CP023860.1	Candidatus Thioglobus sp. NP1	2508687	SAMN07775767	1689404	GCF_003326015.1	ASM332601v1
NZ_QOUW02000136.1	Vibrio harveyi	669	SAMN09634795	13909	GCF_003326605.2	ASM332660v2
NZ_QOLB01000072.1	Candidatus Halocynthiibacter alkanivorans	2267619	SAMN09531219	44165	GCF_003333265.1	ASM333326v1
NZ_QOWF01000067.1	Vibrio harveyi	669	SAMN09634893	29826	GCF_003334845.1	ASM333484v1
NZ_QPJL01000029.1	Paracoccus lutimaris	1490030	SAMN09075496	32686	GCF_003337565.1	ASM333756v1
NZ_CP031056.1	Vibrio splendidus	29497	SAMN09659035	1986441	GCF_003345295.1	ASM334529v1
NZ_QQOH01000001.1	Motiliproteus coralliicola	2283196	SAMN09709391	1543451	GCF_003345655.1	ASM334565v1
NZ_QLKS01000001.1	Psychrobacter proteolyticus	147825	SAMN09428662	1099313	GCF_003350005.1	ASM335000v1
NZ_QLLF01000006.1	Pseudomonas putida	303	SAMN09428649	252728	GCF_003350225.1	ASM335022v1
NZ_CP025803.1	Sulfitobacter sp. SK011	1389004	SAMN08329202	4190786	GCF_003352065.1	ASM335206v1
NZ_CP025804.1	Sulfitobacter sp. SK012	1389005	SAMN08329231	4788204	GCF_003352085.1	ASM335208v1
NZ_QRDO01000005.1	Pontivivens insulae	1639689	SAMN09074945	576009	GCF_003385715.1	ASM338571v1
NZ_CP031472.1	Vibrio coralliilyticus	190893	SAMN09704979	3532203	GCF_003391375.1	ASM339137v1
NZ_NFZX01000025.1	Virgibacillus dokdonensis	302167	SAMN06885536	59896	GCF_003399705.1	ASM339970v1
NZ_MRBX01000186.1	Vibrio parahaemolyticus	670	SAMN06107071	20021	GCF_003408935.1	ASM340893v1
NZ_CP031946.1	Ruegeria sp. AD91A	2293862	SAMN09780824	3662296	GCF_003443535.1	ASM344353v1
NZ_CP031953.1	Phaeobacter inhibens	221822	SAMN09780822	237766	GCF_003443555.1	ASM344355v1
NZ_CP031949.1	Phaeobacter inhibens	221822	SAMN09780823	261821	GCF_003443575.1	ASM344357v1
NZ_CP031957.1	Phaeobacter sp. LSS9	681157	SAMN09780821	206689	GCF_003443595.1	ASM344359v1
NZ_DNWS01000106.1	Cobetia sp.	1873876	SAMN08019747	31282	GCF_003507055.1	ASM350705v1
NZ_DQHJ01000005.1	Psychrobacter sp.	56811	SAMN08020470	66190	GCF_003524605.1	ASM352460v1
NZ_QORW01000011.1	Dongia deserti	2268030	SAMN09642212	244480	GCF_003574735.1	ASM357473v1
NZ_KZ987399.1	Pseudomonas putida	303	SAMN07439635	5765634	GCF_003586135.1	ASM358613v1
NZ_QVMU01000021.1	Vibrio sinensis	2302434	SAMN09835476	82616	GCF_003605645.1	ASM360564v1
NZ_RAPM01000004.1	Kushneria marisflavi	157779	SAMN08776300	459149	GCF_003610515.1	ASM361051v1
NZ_CP017892.1	Vibrio alginolyticus	663	SAMN05860637	1870775	GCF_003613035.1	ASM361303v1
NZ_CP017903.1	Vibrio alginolyticus	663	SAMN05860640	1875554	GCF_003613065.1	ASM361306v1
NZ_CP032616.1	Pseudomonas sp. DY-1	1755504	SAMN10120108	5886398	GCF_003626975.1	ASM362697v1
NZ_RBXI01000003.1	Roseovarius halotolerans	505353	SAMN06265372	1420739	GCF_003634925.1	ASM363492v1
NZ_RAPE01000001.1	Roseovarius spongiae	2320272	SAMN10130764	1430547	GCF_003651245.1	ASM365124v1
NZ_RCCE01000001.1	Litoreibacter meonggei	1049199	SAMN05421843	950320	GCF_003663885.1	ASM366388v1
NZ_RCCT01000006.1	Ruegeria conchae	981384	SAMN07620991	267393	GCF_003664205.1	ASM366420v1
NZ_RCSR01000022.1	Pseudomonas protegens	380021	SAMN10230575	73056	GCF_003666515.1	ASM366651v1
NZ_CP033048.1	Virgibacillus sp. Bac330	2419841	SAMN10146796	4456326	GCF_003667845.1	ASM366784v1
NZ_REBK01000001.1	Vibrio sp. SBT000027	1803384	SAMN04495210	1967154	GCF_003667985.1	ASM366798v1
NZ_CP022561.1	Pseudomonas putida	303	SAMN07411804	6011680	GCF_003671955.1	ASM367195v1
NZ_CP033135.1	Vibrio campbellii	680	SAMN09874067	2149507	GCF_003691485.1	ASM369148v1
NZ_CP033138.1	Vibrio owensii	696485	SAMN09874178	2507977	GCF_003691505.1	ASM369150v1
