Protein	ncbi.taxid	Organism	Start	Stop	Strand	Nucleotide.Accession	Assembly	gene.length	protein.length	cluster.representative	query	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	protein.function	distance.to.min
WP_298734712.1	259303	uncultured Psychrobacter sp.	205815	206804	-	NZ_CANMUH010000001.1	GCF_947501075.1	990	330	WP_207990480.1	OBi1_02318	60.494	324	128	0	1	324	1	324	6.28e-150	434	aminohydrolase	3784
WP_298734703.1	259303	uncultured Psychrobacter sp.	201309	202034	-	NZ_CANMUH010000001.1	GCF_947501075.1	726	242	WP_227501931.1	OBi1_02315	26.86	242	161	4	14	255	7	232	4.93e-13	77.4	dehydrogenase	722
WP_298734706.1	259303	uncultured Psychrobacter sp.	202031	203863	-	NZ_CANMUH010000001.1	GCF_947501075.1	1833	611	WP_265089601.1	OBi1_02316	44.898	539	293	2	19	557	21	555	2.14e-162	487	hydroxylase	0
WP_281826975.1	282197	Jannaschia rubra	111598	113049	-	NZ_CANMUL010000006.1	GCF_947501055.1	1452	484	WP_055680836.1	OBi1_02319	61.099	473	184	0	16	488	7	479	0	616	aminoaldehyde dehydrogenase	4345
WP_281826973.1	282197	Jannaschia rubra	110588	111601	-	NZ_CANMUL010000006.1	GCF_947501055.1	1014	338	WP_055680837.1	OBi1_02318	56.575	327	140	2	8	333	5	330	4.87e-126	374	aminohydrolase	3335
WP_281826971.1	282197	Jannaschia rubra	106540	107256	-	NZ_CANMUL010000006.1	GCF_947501055.1	717	239	WP_055680840.1	SPO3188	35.185	216	132	4	2	210	24	238	3.08e-18	90.5	dehydrogenase	713
WP_281826972.1	282197	Jannaschia rubra	107253	108929	-	NZ_CANMUL010000006.1	GCF_947501055.1	1677	559	WP_055680839.1	OBi1_02316	42.652	558	281	7	20	557	17	555	3.33e-126	392	hydroxylase	0
WP_299831033.1	114847	uncultured Roseobacter sp.	41349	42800	-	NZ_CANMVE010000009.1	GCF_947501255.1	1452	484	WP_300015499.1	OBi1_02319	62.924	472	175	0	17	488	8	479	0	617	aminoaldehyde dehydrogenase	2686
WP_299831031.1	114847	uncultured Roseobacter sp.	40375	41349	-	NZ_CANMVE010000009.1	GCF_947501255.1	975	325	WP_108813995.1	OBi1_02318	61.661	313	118	2	6	317	1	312	2e-141	412	aminohydrolase	1712
WP_299831027.1	114847	uncultured Roseobacter sp.	38016	38666	-	NZ_CANMVE010000009.1	GCF_947501255.1	651	217	WP_300015508.1	SPO3188	45.622	217	110	3	1	210	1	216	2.77e-45	159	dehydrogenase	647
WP_299831029.1	114847	uncultured Roseobacter sp.	38663	40366	-	NZ_CANMVE010000009.1	GCF_947501255.1	1704	568	WP_299831029.1	OBi1_02316	40.575	557	319	5	19	571	13	561	2.57e-123	385	hydroxylase	0
WP_299860096.1	538666	uncultured Hoeflea sp.	11857	13308	+	NZ_CANMVK010000001.1	GCF_947501405.1	1452	484	WP_299860096.1	OBi1_02319	62.34	470	177	0	16	485	7	476	0	612	aminoaldehyde dehydrogenase	4155
WP_299860098.1	538666	uncultured Hoeflea sp.	13305	14318	+	NZ_CANMVK010000001.1	GCF_947501405.1	1014	338	WP_299860098.1	OBi1_02318	57.055	326	140	0	8	333	5	330	8.33e-138	404	aminohydrolase	2707
WP_299860104.1	538666	uncultured Hoeflea sp.	17676	18368	+	NZ_CANMVK010000001.1	GCF_947501405.1	693	231	WP_299860104.1	SPO3188	31.507	219	128	5	3	210	23	230	2.27e-11	71.6	dehydrogenase	1664
WP_299860102.1	538666	uncultured Hoeflea sp.	16012	17679	+	NZ_CANMVK010000001.1	GCF_947501405.1	1668	556	WP_299860102.1	OBi1_02316	43.773	546	285	7	20	554	17	551	4.74e-125	389	hydroxylase	0
WP_299860100.1	538666	uncultured Hoeflea sp.	14388	15935	+	NZ_CANMVK010000001.1	GCF_947501405.1	1548	516	WP_299860100.1	OBi1_02317	51.081	509	237	5	18	518	10	514	6.73e-163	483	permease	1624
WP_299295188.1	455651	uncultured Tateyamaria sp.	37762	39213	-	NZ_CANMYF010000038.1	GCF_947502035.1	1452	484	WP_147125441.1	OBi1_02319	60.297	471	187	0	18	488	9	479	0	590	aminoaldehyde dehydrogenase	2696
WP_299295186.1	455651	uncultured Tateyamaria sp.	36767	37762	-	NZ_CANMYF010000038.1	GCF_947502035.1	996	332	WP_299141784.1	OBi1_02318	59.215	331	133	2	4	333	2	331	4.65e-139	407	aminohydrolase	1701
WP_299295181.1	455651	uncultured Tateyamaria sp.	34434	35066	-	NZ_CANMYF010000038.1	GCF_947502035.1	633	211	WP_299295181.1	SPO3188	43.75	208	109	4	3	203	2	208	1.14e-29	119	dehydrogenase	632
WP_299295183.1	455651	uncultured Tateyamaria sp.	35066	36748	-	NZ_CANMYF010000038.1	GCF_947502035.1	1683	561	WP_299295183.1	OBi1_02316	43.165	556	298	6	19	570	13	554	3.97e-129	400	hydroxylase	0
WP_271398163.1	45670	Salinicoccus roseus	585223	586689	-	NZ_CANMYM010000001.1	GCF_947502135.1	1467	489	WP_271398163.1	OBi1_02319	37.5	488	298	5	6	488	2	487	5.11e-111	347	aminoaldehyde dehydrogenase	0
WP_271398165.1	45670	Salinicoccus roseus	587518	588534	-	NZ_CANMYM010000001.1	GCF_947502135.1	1017	339	WP_271398165.1	OBi1_02318	49.53	319	160	1	3	321	4	321	2.38e-115	347	aminohydrolase	2295
WP_271398164.1	45670	Salinicoccus roseus	586733	587536	-	NZ_CANMYM010000001.1	GCF_947502135.1	804	268	WP_271398164.1	OBi1_02315	25.899	278	168	10	1	255	1	263	4.39e-07	61.2	dehydrogenase	1510
WP_271398267.1	45670	Salinicoccus roseus	588535	590244	-	NZ_CANMYM010000001.1	GCF_947502135.1	1710	570	WP_271398267.1	OBi1_02316	44.328	573	294	5	15	575	6	565	1.2e-155	468	hydroxylase	3312
WP_271398268.1	45670	Salinicoccus roseus	590299	591810	-	NZ_CANMYM010000001.1	GCF_947502135.1	1512	504	WP_271398268.1	OBi1_02317	47.705	501	257	3	25	523	6	503	1.32e-148	446	permease	5076
WP_025645897.1	196806	uncultured Psychrobacter sp.	112818	114293	-	NZ_CANMYP010000004.1	GCF_947502155.1	1476	492	WP_201587089.1	OBi1_02319	64.256	484	173	0	5	488	3	486	0	667	aminoaldehyde dehydrogenase	4958
WP_298971464.1	259303	uncultured Psychrobacter sp.	111635	112624	-	NZ_CANMYP010000004.1	GCF_947502155.1	990	330	WP_207990480.1	OBi1_02318	60.494	324	128	0	1	324	1	324	6.28e-150	434	aminohydrolase	3775
WP_298734703.1	259303	uncultured Psychrobacter sp.	107138	107863	-	NZ_CANMYP010000004.1	GCF_947502155.1	726	242	WP_227501931.1	OBi1_02315	26.86	242	161	4	14	255	7	232	4.93e-13	77.4	dehydrogenase	722
WP_298971461.1	259303	uncultured Psychrobacter sp.	107860	109683	-	NZ_CANMYP010000004.1	GCF_947502155.1	1824	608	WP_265089601.1	OBi1_02316	44.898	539	293	2	19	557	21	555	2.14e-162	487	hydroxylase	0
WP_299695096.1	455651	uncultured Tateyamaria sp.	27886	29337	-	NZ_CANNDO010000015.1	GCF_947503385.1	1452	484	WP_299695096.1	OBi1_02319	59.873	471	189	0	18	488	9	479	0	579	aminoaldehyde dehydrogenase	2679
WP_299695093.1	455651	uncultured Tateyamaria sp.	26906	27889	-	NZ_CANNDO010000015.1	GCF_947503385.1	984	328	WP_271420531.1	OBi1_02318	60.323	310	123	0	8	317	5	314	4.66e-136	399	aminohydrolase	1699
WP_299695088.1	455651	uncultured Tateyamaria sp.	24566	25210	-	NZ_CANNDO010000015.1	GCF_947503385.1	645	215	WP_299695088.1	SPO3188	44.86	214	114	2	1	210	1	214	6.86e-40	145	dehydrogenase	641
WP_299695090.1	455651	uncultured Tateyamaria sp.	25207	26898	-	NZ_CANNDO010000015.1	GCF_947503385.1	1692	564	WP_299695090.1	OBi1_02316	41.423	548	301	8	25	560	12	551	4.29e-111	353	hydroxylase	0
WP_242106276.1	2925840	uncultured Aliiroseovarius sp.	779958	781409	-	NZ_CANNDX010000001.1	GCF_947503505.1	1452	484	WP_242106276.1	OBi1_02319	60.297	471	187	0	18	488	9	479	0	601	aminoaldehyde dehydrogenase	2662
WP_242106275.1	2925840	uncultured Aliiroseovarius sp.	778978	779958	-	NZ_CANNDX010000001.1	GCF_947503505.1	981	327	WP_242106275.1	OBi1_02318	61.661	313	118	2	6	317	1	312	5.78e-139	406	aminohydrolase	1682
WP_242106273.1	2925840	uncultured Aliiroseovarius sp.	776673	777299	-	NZ_CANNDX010000001.1	GCF_947503505.1	627	209	WP_242106273.1	SPO3188	46.667	210	110	2	1	210	1	208	7.83e-40	145	dehydrogenase	623
WP_242106274.1	2925840	uncultured Aliiroseovarius sp.	777296	778981	-	NZ_CANNDX010000001.1	GCF_947503505.1	1686	562	WP_242106274.1	OBi1_02316	43.169	549	297	7	20	560	9	550	6.04e-121	379	hydroxylase	0
WP_299141786.1	455651	uncultured Tateyamaria sp.	320000	321451	-	NZ_CANNDY010000003.1	GCF_947503565.1	1452	484	WP_147125441.1	OBi1_02319	60.297	471	187	0	18	488	9	479	0	590	aminoaldehyde dehydrogenase	2696
WP_299141784.1	455651	uncultured Tateyamaria sp.	319005	320000	-	NZ_CANNDY010000003.1	GCF_947503565.1	996	332	WP_299141784.1	OBi1_02318	59.215	331	133	2	4	333	2	331	4.65e-139	407	aminohydrolase	1701
WP_299141780.1	455651	uncultured Tateyamaria sp.	316672	317304	-	NZ_CANNDY010000003.1	GCF_947503565.1	633	211	WP_299295181.1	SPO3188	43.75	208	109	4	3	203	2	208	1.14e-29	119	dehydrogenase	632
WP_299141782.1	455651	uncultured Tateyamaria sp.	317304	318986	-	NZ_CANNDY010000003.1	GCF_947503565.1	1683	561	WP_299295183.1	OBi1_02316	43.165	556	298	6	19	570	13	554	3.97e-129	400	hydroxylase	0
WP_281966737.1	573024	Roseovarius nanhaiticus	557658	559109	-	NZ_CANNEL010000001.1	GCF_947503605.1	1452	484	WP_076531782.1	OBi1_02319	63.771	472	171	0	17	488	8	479	0	640	aminoaldehyde dehydrogenase	4428
WP_076531780.1	573024	Roseovarius nanhaiticus	556583	557596	-	NZ_CANNEL010000001.1	GCF_947503605.1	1014	338	WP_076531780.1	OBi1_02318	59.006	322	132	0	1	322	1	322	1.71e-141	413	aminohydrolase	3353
WP_281966734.1	573024	Roseovarius nanhaiticus	552592	553233	-	NZ_CANNEL010000001.1	GCF_947503605.1	642	214	WP_076531774.1	SPO3188	43.836	219	108	7	1	210	1	213	7.62e-31	122	dehydrogenase	638
WP_281966735.1	573024	Roseovarius nanhaiticus	553230	554921	-	NZ_CANNEL010000001.1	GCF_947503605.1	1692	564	WP_076531776.1	OBi1_02316	42.266	556	308	6	19	570	12	558	2.43e-127	395	hydroxylase	0
WP_281966736.1	573024	Roseovarius nanhaiticus	554982	556526	-	NZ_CANNEL010000001.1	GCF_947503605.1	1545	515	WP_076531778.1	OBi1_02317	50.607	494	234	3	34	521	24	513	2.59e-166	491	permease	1752
WP_299478856.1	1936171	uncultured Roseibium sp.	650758	652203	+	NZ_CANNEN010000004.1	GCF_947503635.1	1446	482	WP_299478856.1	OBi1_02319	60.632	475	187	0	14	488	3	477	0	593	aminoaldehyde dehydrogenase	1445
WP_299478859.1	1936171	uncultured Roseibium sp.	652203	653180	+	NZ_CANNEN010000004.1	GCF_947503635.1	978	326	WP_299478859.1	OBi1_02318	59.133	323	132	0	6	328	1	323	5.72e-141	411	aminohydrolase	0
WP_299478865.1	1936171	uncultured Roseibium sp.	654859	655485	+	NZ_CANNEN010000004.1	GCF_947503635.1	627	209	WP_299478865.1	SPO3188	49.524	210	104	2	1	210	1	208	1.36e-48	167	dehydrogenase	2656
WP_299478862.1	1936171	uncultured Roseibium sp.	653222	654862	+	NZ_CANNEN010000004.1	GCF_947503635.1	1641	547	WP_299478862.1	OBi1_02316	41.41	553	306	6	25	570	1	542	9.06e-122	380	hydroxylase	1019
WP_271949981.1	686389	Ruegeria faecimaris	97188	98630	+	NZ_CANNGM010000006.1	GCF_947504175.1	1443	481	WP_217356369.1	OBi1_02319	61.996	471	179	0	18	488	11	481	0	607	aminoaldehyde dehydrogenase	1442
WP_281973181.1	686389	Ruegeria faecimaris	98630	99604	+	NZ_CANNGM010000006.1	GCF_947504175.1	975	325	WP_170469017.1	OBi1_02318	62.776	317	116	2	6	321	1	316	4.4e-147	427	aminohydrolase	0
WP_142637755.1	686389	Ruegeria faecimaris	101294	101923	+	NZ_CANNGM010000006.1	GCF_947504175.1	630	210	WP_142637755.1	SPO3188	54.762	210	94	1	1	210	1	209	1.26e-59	196	dehydrogenase	2664
WP_281973182.1	686389	Ruegeria faecimaris	99609	101297	+	NZ_CANNGM010000006.1	GCF_947504175.1	1689	563	WP_142637757.1	OBi1_02316	40.966	559	318	5	20	574	12	562	3.67e-122	382	hydroxylase	979
WP_299888443.1	259304	uncultured Ruegeria sp.	339240	340742	+	NZ_CANNGO010000003.1	GCF_947504215.1	1503	501	WP_217356369.1	OBi1_02319	61.996	471	179	0	18	488	11	481	0	607	aminoaldehyde dehydrogenase	0
WP_299888445.1	259304	uncultured Ruegeria sp.	340742	341719	+	NZ_CANNGO010000003.1	GCF_947504215.1	978	326	WP_170469017.1	OBi1_02318	62.776	317	116	2	6	321	1	316	4.4e-147	427	aminohydrolase	1502
WP_299888451.1	259304	uncultured Ruegeria sp.	343398	344027	+	NZ_CANNGO010000003.1	GCF_947504215.1	630	210	WP_298936513.1	SPO3188	50	210	104	1	1	210	1	209	1.33e-51	175	dehydrogenase	4158
WP_299888448.1	259304	uncultured Ruegeria sp.	341716	343401	+	NZ_CANNGO010000003.1	GCF_947504215.1	1686	562	WP_299082385.1	OBi1_02316	40.541	555	323	4	10	560	1	552	9.85e-128	397	hydroxylase	2476
WP_004403335.1	662	Vibrio nigripulchritudo AM115	17658	18056	+	NZ_CANT01000009.1	GCF_001050595.1	399	133	WP_004403335.1	OBi1_02314	69.167	120	37	0	3	122	8	127	7.18e-54	175	RidA	1912
WP_022595795.1	28173	Vibrio nigripulchritudo AM115	18081	19535	+	NZ_CANT01000009.1	GCF_001050595.1	1455	485	WP_171330090.1	OBi1_02319	64.557	474	168	0	12	485	9	482	0	665	aminoaldehyde dehydrogenase	1489
WP_022595796.1	662	Vibrio nigripulchritudo AM115	19570	20559	+	NZ_CANT01000009.1	GCF_001050595.1	990	330	WP_004403325.1	OBi1_02318	64.506	324	115	0	1	324	1	324	3.9e-158	455	aminohydrolase	0
WP_022595799.1	28173	Vibrio nigripulchritudo AM115	24031	24765	+	NZ_CANT01000009.1	GCF_001050595.1	735	245	WP_022590220.1	OBi1_02315	28.077	260	170	6	1	259	1	244	7.4e-18	90.9	dehydrogenase	4461
WP_022595798.1	28173	Vibrio nigripulchritudo AM115	22334	24034	+	NZ_CANT01000009.1	GCF_001050595.1	1701	567	WP_022560689.1	OBi1_02316	45.422	557	292	3	20	576	14	558	2.31e-167	498	hydroxylase	2764
WP_022560693.1	28173	Vibrio nigripulchritudo BLFn1	54732	55130	-	NZ_CANU01000009.1	GCF_001050615.1	399	133	WP_004403335.1	OBi1_02314	69.167	120	37	0	3	122	8	127	7.18e-54	175	RidA	4214
WP_022560692.1	28173	Vibrio nigripulchritudo BLFn1	53253	54707	-	NZ_CANU01000009.1	GCF_001050615.1	1455	485	WP_171330090.1	OBi1_02319	64.557	474	168	0	12	485	9	482	0	665	aminoaldehyde dehydrogenase	2735
WP_022560691.1	28173	Vibrio nigripulchritudo BLFn1	52229	53218	-	NZ_CANU01000009.1	GCF_001050615.1	990	330	WP_004403325.1	OBi1_02318	64.506	324	115	0	1	324	1	324	3.9e-158	455	aminohydrolase	1711
WP_022560688.1	28173	Vibrio nigripulchritudo BLFn1	48023	48757	-	NZ_CANU01000009.1	GCF_001050615.1	735	245	WP_022590220.1	OBi1_02315	28.077	260	170	6	1	259	1	244	7.4e-18	90.9	dehydrogenase	2495
WP_022560689.1	28173	Vibrio nigripulchritudo BLFn1	48754	50454	-	NZ_CANU01000009.1	GCF_001050615.1	1701	567	WP_022560689.1	OBi1_02316	45.422	557	292	3	20	576	14	558	2.31e-167	498	hydroxylase	1764
WP_022560690.1	28173	Vibrio nigripulchritudo BLFn1	50518	52107	-	NZ_CANU01000009.1	GCF_001050615.1	1590	530	WP_022560690.1	OBi1_02317	48.851	522	258	3	2	523	17	529	2.94e-167	494	permease	0
WP_022560693.1	28173	Vibrio nigripulchritudo ENn2	54732	55130	-	NZ_CANV01000030.1	GCF_001050635.1	399	133	WP_004403335.1	OBi1_02314	69.167	120	37	0	3	122	8	127	7.18e-54	175	RidA	4214
WP_022560692.1	28173	Vibrio nigripulchritudo ENn2	53253	54707	-	NZ_CANV01000030.1	GCF_001050635.1	1455	485	WP_171330090.1	OBi1_02319	64.557	474	168	0	12	485	9	482	0	665	aminoaldehyde dehydrogenase	2735
WP_022560691.1	28173	Vibrio nigripulchritudo ENn2	52229	53218	-	NZ_CANV01000030.1	GCF_001050635.1	990	330	WP_004403325.1	OBi1_02318	64.506	324	115	0	1	324	1	324	3.9e-158	455	aminohydrolase	1711
WP_022560688.1	28173	Vibrio nigripulchritudo ENn2	48023	48757	-	NZ_CANV01000030.1	GCF_001050635.1	735	245	WP_022590220.1	OBi1_02315	28.077	260	170	6	1	259	1	244	7.4e-18	90.9	dehydrogenase	2495
WP_022560689.1	28173	Vibrio nigripulchritudo ENn2	48754	50454	-	NZ_CANV01000030.1	GCF_001050635.1	1701	567	WP_022560689.1	OBi1_02316	45.422	557	292	3	20	576	14	558	2.31e-167	498	hydroxylase	1764
WP_022560690.1	28173	Vibrio nigripulchritudo ENn2	50518	52107	-	NZ_CANV01000030.1	GCF_001050635.1	1590	530	WP_022560690.1	OBi1_02317	48.851	522	258	3	2	523	17	529	2.94e-167	494	permease	0
WP_004403335.1	662	Vibrio nigripulchritudo FTn2	71115	71513	+	NZ_CANW01000134.1	GCF_001050655.1	399	133	WP_004403335.1	OBi1_02314	69.167	120	37	0	3	122	8	127	7.18e-54	175	RidA	1912
WP_022595795.1	28173	Vibrio nigripulchritudo FTn2	71538	72992	+	NZ_CANW01000134.1	GCF_001050655.1	1455	485	WP_171330090.1	OBi1_02319	64.557	474	168	0	12	485	9	482	0	665	aminoaldehyde dehydrogenase	1489
WP_022595796.1	662	Vibrio nigripulchritudo FTn2	73027	74016	+	NZ_CANW01000134.1	GCF_001050655.1	990	330	WP_004403325.1	OBi1_02318	64.506	324	115	0	1	324	1	324	3.9e-158	455	aminohydrolase	0
WP_022595799.1	28173	Vibrio nigripulchritudo FTn2	77488	78222	+	NZ_CANW01000134.1	GCF_001050655.1	735	245	WP_022590220.1	OBi1_02315	28.077	260	170	6	1	259	1	244	7.4e-18	90.9	dehydrogenase	4461
WP_022595798.1	28173	Vibrio nigripulchritudo FTn2	75791	77491	+	NZ_CANW01000134.1	GCF_001050655.1	1701	567	WP_022560689.1	OBi1_02316	45.422	557	292	3	20	576	14	558	2.31e-167	498	hydroxylase	2764
WP_022590215.1	28173	Vibrio nigripulchritudo MADA3021	16403	16801	+	NZ_CANX01000062.1	GCF_900067775.1	399	133	WP_004403335.1	OBi1_02314	69.167	120	37	0	3	122	8	127	7.18e-54	175	RidA	1912
WP_022590216.1	28173	Vibrio nigripulchritudo MADA3021	16826	18280	+	NZ_CANX01000062.1	GCF_900067775.1	1455	485	WP_171330090.1	OBi1_02319	64.557	474	168	0	12	485	9	482	0	665	aminoaldehyde dehydrogenase	1489
WP_022590217.1	28173	Vibrio nigripulchritudo MADA3021	18315	19304	+	NZ_CANX01000062.1	GCF_900067775.1	990	330	WP_004403325.1	OBi1_02318	64.506	324	115	0	1	324	1	324	3.9e-158	455	aminohydrolase	0
WP_022590220.1	28173	Vibrio nigripulchritudo MADA3021	22776	23510	+	NZ_CANX01000062.1	GCF_900067775.1	735	245	WP_022590220.1	OBi1_02315	28.077	260	170	6	1	259	1	244	7.4e-18	90.9	dehydrogenase	4461
WP_022590219.1	28173	Vibrio nigripulchritudo MADA3021	21079	22779	+	NZ_CANX01000062.1	GCF_900067775.1	1701	567	WP_022560689.1	OBi1_02316	45.422	557	292	3	20	576	14	558	2.31e-167	498	hydroxylase	2764
WP_038142778.1	28173	Vibrio nigripulchritudo MADA3021	19426	21015	+	NZ_CANX01000062.1	GCF_900067775.1	1590	530	WP_022560690.1	OBi1_02317	48.851	522	258	3	2	523	17	529	2.94e-167	494	permease	1111
WP_022590215.1	28173	Vibrio nigripulchritudo MADA3020	53948	54346	-	NZ_CANY01000109.1	GCF_900067765.1	399	133	WP_004403335.1	OBi1_02314	69.167	120	37	0	3	122	8	127	7.18e-54	175	RidA	4214
WP_022590216.1	28173	Vibrio nigripulchritudo MADA3020	52469	53923	-	NZ_CANY01000109.1	GCF_900067765.1	1455	485	WP_171330090.1	OBi1_02319	64.557	474	168	0	12	485	9	482	0	665	aminoaldehyde dehydrogenase	2735
WP_022590217.1	28173	Vibrio nigripulchritudo MADA3020	51445	52434	-	NZ_CANY01000109.1	GCF_900067765.1	990	330	WP_004403325.1	OBi1_02318	64.506	324	115	0	1	324	1	324	3.9e-158	455	aminohydrolase	1711
WP_022590220.1	28173	Vibrio nigripulchritudo MADA3020	47239	47973	-	NZ_CANY01000109.1	GCF_900067765.1	735	245	WP_022590220.1	OBi1_02315	28.077	260	170	6	1	259	1	244	7.4e-18	90.9	dehydrogenase	2495
WP_022590219.1	28173	Vibrio nigripulchritudo MADA3020	47970	49670	-	NZ_CANY01000109.1	GCF_900067765.1	1701	567	WP_022560689.1	OBi1_02316	45.422	557	292	3	20	576	14	558	2.31e-167	498	hydroxylase	1764
WP_038142778.1	28173	Vibrio nigripulchritudo MADA3020	49734	51323	-	NZ_CANY01000109.1	GCF_900067765.1	1590	530	WP_022560690.1	OBi1_02317	48.851	522	258	3	2	523	17	529	2.94e-167	494	permease	0
WP_004403335.1	662	Vibrio nigripulchritudo POn4	71115	71513	+	NZ_CAOA01000063.1	GCF_001050675.1	399	133	WP_004403335.1	OBi1_02314	69.167	120	37	0	3	122	8	127	7.18e-54	175	RidA	1912
WP_022595795.1	28173	Vibrio nigripulchritudo POn4	71538	72992	+	NZ_CAOA01000063.1	GCF_001050675.1	1455	485	WP_171330090.1	OBi1_02319	64.557	474	168	0	12	485	9	482	0	665	aminoaldehyde dehydrogenase	1489
WP_022595796.1	662	Vibrio nigripulchritudo POn4	73027	74016	+	NZ_CAOA01000063.1	GCF_001050675.1	990	330	WP_004403325.1	OBi1_02318	64.506	324	115	0	1	324	1	324	3.9e-158	455	aminohydrolase	0
WP_022595799.1	28173	Vibrio nigripulchritudo POn4	77488	78222	+	NZ_CAOA01000063.1	GCF_001050675.1	735	245	WP_022590220.1	OBi1_02315	28.077	260	170	6	1	259	1	244	7.4e-18	90.9	dehydrogenase	4461
WP_022595798.1	28173	Vibrio nigripulchritudo POn4	75791	77491	+	NZ_CAOA01000063.1	GCF_001050675.1	1701	567	WP_022560689.1	OBi1_02316	45.422	557	292	3	20	576	14	558	2.31e-167	498	hydroxylase	2764
WP_022560693.1	28173	Vibrio nigripulchritudo SFn27	54802	55200	+	NZ_CAOB01000093.1	GCF_001050695.1	399	133	WP_004403335.1	OBi1_02314	69.167	120	37	0	3	122	8	127	7.18e-54	175	RidA	1912
WP_022560692.1	28173	Vibrio nigripulchritudo SFn27	55225	56679	+	NZ_CAOB01000093.1	GCF_001050695.1	1455	485	WP_171330090.1	OBi1_02319	64.557	474	168	0	12	485	9	482	0	665	aminoaldehyde dehydrogenase	1489
WP_022560691.1	28173	Vibrio nigripulchritudo SFn27	56714	57703	+	NZ_CAOB01000093.1	GCF_001050695.1	990	330	WP_004403325.1	OBi1_02318	64.506	324	115	0	1	324	1	324	3.9e-158	455	aminohydrolase	0
WP_022560688.1	28173	Vibrio nigripulchritudo SFn27	61175	61909	+	NZ_CAOB01000093.1	GCF_001050695.1	735	245	WP_022590220.1	OBi1_02315	28.077	260	170	6	1	259	1	244	7.4e-18	90.9	dehydrogenase	4461
WP_022560689.1	28173	Vibrio nigripulchritudo SFn27	59478	61178	+	NZ_CAOB01000093.1	GCF_001050695.1	1701	567	WP_022560689.1	OBi1_02316	45.422	557	292	3	20	576	14	558	2.31e-167	498	hydroxylase	2764
WP_022560690.1	28173	Vibrio nigripulchritudo SFn27	57825	59414	+	NZ_CAOB01000093.1	GCF_001050695.1	1590	530	WP_022560690.1	OBi1_02317	48.851	522	258	3	2	523	17	529	2.94e-167	494	permease	1111
WP_022604049.1	28173	Vibrio nigripulchritudo SFn118	17104	17502	+	NZ_CAOC01000154.1	GCF_900005135.1	399	133	WP_004403335.1	OBi1_02314	69.167	120	37	0	3	122	8	127	7.18e-54	175	RidA	1912
WP_022604051.1	28173	Vibrio nigripulchritudo SFn118	17527	18981	+	NZ_CAOC01000154.1	GCF_900005135.1	1455	485	WP_171330090.1	OBi1_02319	64.557	474	168	0	12	485	9	482	0	665	aminoaldehyde dehydrogenase	1489
WP_022590217.1	28173	Vibrio nigripulchritudo SFn118	19016	20005	+	NZ_CAOC01000154.1	GCF_900005135.1	990	330	WP_004403325.1	OBi1_02318	64.506	324	115	0	1	324	1	324	3.9e-158	455	aminohydrolase	0
WP_022604059.1	28173	Vibrio nigripulchritudo SFn118	23476	24210	+	NZ_CAOC01000154.1	GCF_900005135.1	735	245	WP_022590220.1	OBi1_02315	28.077	260	170	6	1	259	1	244	7.4e-18	90.9	dehydrogenase	4460
WP_022604057.1	28173	Vibrio nigripulchritudo SFn118	21779	23479	+	NZ_CAOC01000154.1	GCF_900005135.1	1701	567	WP_022560689.1	OBi1_02316	45.422	557	292	3	20	576	14	558	2.31e-167	498	hydroxylase	2763
WP_022560693.1	28173	Vibrio nigripulchritudo SFn135	54802	55200	+	NZ_CAOD01000080.1	GCF_001050715.1	399	133	WP_004403335.1	OBi1_02314	69.167	120	37	0	3	122	8	127	7.18e-54	175	RidA	1912
WP_022560692.1	28173	Vibrio nigripulchritudo SFn135	55225	56679	+	NZ_CAOD01000080.1	GCF_001050715.1	1455	485	WP_171330090.1	OBi1_02319	64.557	474	168	0	12	485	9	482	0	665	aminoaldehyde dehydrogenase	1489
WP_022560691.1	28173	Vibrio nigripulchritudo SFn135	56714	57703	+	NZ_CAOD01000080.1	GCF_001050715.1	990	330	WP_004403325.1	OBi1_02318	64.506	324	115	0	1	324	1	324	3.9e-158	455	aminohydrolase	0
WP_022560688.1	28173	Vibrio nigripulchritudo SFn135	61175	61909	+	NZ_CAOD01000080.1	GCF_001050715.1	735	245	WP_022590220.1	OBi1_02315	28.077	260	170	6	1	259	1	244	7.4e-18	90.9	dehydrogenase	4461
WP_022560689.1	28173	Vibrio nigripulchritudo SFn135	59478	61178	+	NZ_CAOD01000080.1	GCF_001050715.1	1701	567	WP_022560689.1	OBi1_02316	45.422	557	292	3	20	576	14	558	2.31e-167	498	hydroxylase	2764
WP_022560690.1	28173	Vibrio nigripulchritudo SFn135	57825	59414	+	NZ_CAOD01000080.1	GCF_001050715.1	1590	530	WP_022560690.1	OBi1_02317	48.851	522	258	3	2	523	17	529	2.94e-167	494	permease	1111
