Protein	ncbi.taxid	Organism	Start	Stop	Strand	Nucleotide.Accession	Assembly	gene.length	protein.length	cluster.representative	query	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	protein.function	distance.to.min	superkingdom	phylum	class	order	family	genus	species
MCB1459475.1	1872084	Nitratireductor sp.	1	597	+	JAGRLN010000300.1	GCA_020441785.1	597	199	MCB1459475.1	OBi1_02318	58.031	193	81	0	132	324	1	193	6.86e-75	239	aminohydrolase	593	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Nitratireductor	Nitratireductor sp.
MCB1459477.1	1872084	Nitratireductor sp.	2300	2947	+	JAGRLN010000300.1	GCA_020441785.1	648	216	MCB1459477.1	SPO3188	41.364	220	114	5	1	210	1	215	2.26e-34	131	dehydrogenase	1706	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Nitratireductor	Nitratireductor sp.
MCB1459476.1	1872084	Nitratireductor sp.	594	2300	+	JAGRLN010000300.1	GCA_020441785.1	1707	569	MCB1459476.1	OBi1_02316	40.25	559	327	5	6	560	2	557	4.01e-117	369	hydroxylase	0	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Nitratireductor	Nitratireductor sp.
MCB1405521.1	1904441	Paracoccaceae bacterium	1	238	+	JAGRMK010000116.1	GCA_020441345.1	238	79.3333333333333	MCB1405521.1	OBi1_02318	62.121	66	23	2	253	317	2	66	8.8e-17	84.7	aminohydrolase	248	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	NA	Paracoccaceae bacterium
MCB1405523.1	1904441	Paracoccaceae bacterium	1943	2590	+	JAGRMK010000116.1	GCA_020441345.1	648	216	MCB1405523.1	SPO3188	50.233	215	102	2	1	210	1	215	7.89e-46	160	dehydrogenase	1694	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	NA	Paracoccaceae bacterium
MCB1405522.1	1904441	Paracoccaceae bacterium	249	1946	+	JAGRMK010000116.1	GCA_020441345.1	1698	566	MCB1405522.1	OBi1_02316	42.096	563	311	6	19	576	12	564	5.77e-125	389	hydroxylase	0	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	NA	Paracoccaceae bacterium
MCO4830094.1	1913989	Gammaproteobacteria bacterium	589	1590	+	JAGSGL010000093.1	GCA_023955115.1	1002	334	MBT7886235.1	OBi1_02318	56.25	320	140	0	3	322	2	321	7.39e-128	379	aminohydrolase	1088	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA	Gammaproteobacteria bacterium
MCO4830096.1	1913989	Gammaproteobacteria bacterium	3380	4129	+	JAGSGL010000093.1	GCA_023955115.1	750	250	MBT7388320.1	OBi1_02315	27.586	261	170	6	1	256	2	248	7.46e-13	77.4	dehydrogenase	1703	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA	Gammaproteobacteria bacterium
MCO4830095.1	1913989	Gammaproteobacteria bacterium	1677	3380	+	JAGSGL010000093.1	GCA_023955115.1	1704	568	MBT5462378.1	OBi1_02316	49.027	565	278	4	17	575	7	567	2.93e-173	513	hydroxylase	0	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA	Gammaproteobacteria bacterium
MCO4811703.1	1913989	Gammaproteobacteria bacterium	7911	9356	-	JAGSGS010000042.1	GCA_023954975.1	1446	482	MCO4811703.1	OBi1_02319	63.966	469	169	0	17	485	9	477	0	638	aminoaldehyde dehydrogenase	2742	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA	Gammaproteobacteria bacterium
MCO4811702.1	1913989	Gammaproteobacteria bacterium	6915	7901	-	JAGSGS010000042.1	GCA_023954975.1	987	329	MCO4811702.1	OBi1_02318	60	320	128	0	5	324	1	320	4.42e-150	434	aminohydrolase	1746	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA	Gammaproteobacteria bacterium
MCO4811700.1	1913989	Gammaproteobacteria bacterium	4435	5172	-	JAGSGS010000042.1	GCA_023954975.1	738	246	MCO4811700.1	OBi1_02315	24.314	255	175	4	6	255	2	243	6.69e-11	72	dehydrogenase	734	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA	Gammaproteobacteria bacterium
MCO4811701.1	1913989	Gammaproteobacteria bacterium	5169	6911	-	JAGSGS010000042.1	GCA_023954975.1	1743	581	MCO4811701.1	OBi1_02316	46.76	571	289	5	10	575	10	570	4e-176	521	hydroxylase	0	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA	Gammaproteobacteria bacterium
MCO4811699.1	1913989	Gammaproteobacteria bacterium	2897	4435	-	JAGSGS010000042.1	GCA_023954975.1	1539	513	MCO4811699.1	OBi1_02317	52.254	488	230	1	31	518	24	508	1.06e-162	482	permease	2272	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA	Gammaproteobacteria bacterium
MCO4823853.1	1872504	Amylibacter sp.	9849	10829	-	JAGSGT010000025.1	GCA_023954915.1	981	327	WP_280100539.1	OBi1_02318	60.383	313	122	2	6	317	3	314	7.37e-141	411	aminohydrolase	1676	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Amylibacter	Amylibacter sp.
MCO4823851.1	1872504	Amylibacter sp.	7613	8176	-	JAGSGT010000025.1	GCA_023954915.1	564	188	MCO4823851.1	SPO3188	37.5	208	105	5	4	210	4	187	8.15e-22	98.6	dehydrogenase	560	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Amylibacter	Amylibacter sp.
MCO4823852.1	1872504	Amylibacter sp.	8173	9852	-	JAGSGT010000025.1	GCA_023954915.1	1680	560	MCO4823852.1	OBi1_02316	42.301	565	305	9	16	573	8	558	6.74e-131	404	hydroxylase	0	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Amylibacter	Amylibacter sp.
MCE2516758.1	1913988	Alphaproteobacteria bacterium	14858	15844	-	JAGWAQ010000019.1	GCA_021296375.1	987	329	MCE2516758.1	OBi1_02318	59.375	320	128	2	6	324	1	319	7.65e-141	411	aminohydrolase	1826	Bacteria	Pseudomonadota	Alphaproteobacteria	NA	NA	NA	Alphaproteobacteria bacterium
MCE2516756.1	1913988	Alphaproteobacteria bacterium	12372	13025	-	JAGWAQ010000019.1	GCA_021296375.1	654	218	MCE2516756.1	SPO3188	28.761	226	129	6	3	209	4	216	4.52e-05	54.3	dehydrogenase	660	Bacteria	Pseudomonadota	Alphaproteobacteria	NA	NA	NA	Alphaproteobacteria bacterium
MCE2516757.1	1913988	Alphaproteobacteria bacterium	13032	14726	-	JAGWAQ010000019.1	GCA_021296375.1	1695	565	MCE2516757.1	OBi1_02316	40.862	580	306	8	8	572	6	563	2.31e-128	398	hydroxylase	0	Bacteria	Pseudomonadota	Alphaproteobacteria	NA	NA	NA	Alphaproteobacteria bacterium
MCE2522168.1	1904441	Paracoccaceae bacterium	13372	14289	-	JAGWAS010000004.1	GCA_021296235.1	918	306	MCE2522168.1	OBi1_02318	50.333	300	145	1	24	323	1	296	2.98e-98	302	aminohydrolase	1688	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	NA	Paracoccaceae bacterium
MCE2522166.1	1904441	Paracoccaceae bacterium	11070	11687	-	JAGWAS010000004.1	GCA_021296235.1	618	206	MCE2522166.1	SPO3188	32.075	212	128	7	4	210	5	205	6.21e-06	56.6	dehydrogenase	614	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	NA	Paracoccaceae bacterium
MCE2522167.1	1904441	Paracoccaceae bacterium	11684	13375	-	JAGWAS010000004.1	GCA_021296235.1	1692	564	MCE2522167.1	OBi1_02316	42.19	557	308	6	19	571	13	559	3.27e-136	418	hydroxylase	0	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	NA	Paracoccaceae bacterium
MDE2343615.1	1891241	Betaproteobacteria bacterium	1258	2709	+	JAGWQQ010000324.1	GCA_028870015.1	1452	484	MDE2343615.1	OBi1_02319	59.368	475	193	0	14	488	5	479	0	596	aminoaldehyde dehydrogenase	1448	Bacteria	Pseudomonadota	Betaproteobacteria	NA	NA	NA	Betaproteobacteria bacterium
MDE2343616.1	1891241	Betaproteobacteria bacterium	2706	3725	+	JAGWQQ010000324.1	GCA_028870015.1	1020	340	MDE2343616.1	OBi1_02318	59.365	315	128	0	8	322	5	319	7.02e-135	396	aminohydrolase	0	Bacteria	Pseudomonadota	Betaproteobacteria	NA	NA	NA	Betaproteobacteria bacterium
MDE2343619.1	1891241	Betaproteobacteria bacterium	7337	8035	+	JAGWQQ010000324.1	GCA_028870015.1	699	233	MDE2343619.1	SPO3188	32.751	229	120	7	3	209	16	232	3.02e-14	79.7	dehydrogenase	4631	Bacteria	Pseudomonadota	Betaproteobacteria	NA	NA	NA	Betaproteobacteria bacterium
MDE2343618.1	1891241	Betaproteobacteria bacterium	5634	7310	+	JAGWQQ010000324.1	GCA_028870015.1	1677	559	MDE2343618.1	OBi1_02316	42.518	548	292	5	20	555	17	553	5.36e-130	402	hydroxylase	2928	Bacteria	Pseudomonadota	Betaproteobacteria	NA	NA	NA	Betaproteobacteria bacterium
MBS3785913.1	1913989	Gammaproteobacteria bacterium	149	1081	+	JAGXLT010000089.1	GCA_018334525.1	933	311	WP_253939163.1	OBi1_02318	59.554	314	127	0	11	324	1	314	1.49e-138	405	aminohydrolase	1019	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA	Gammaproteobacteria bacterium
MBS3785915.1	1913989	Gammaproteobacteria bacterium	2817	3584	+	JAGXLT010000089.1	GCA_018334525.1	768	256	WP_153719282.1	OBi1_02315	35.849	265	152	7	1	259	1	253	7.28e-33	130	dehydrogenase	1649	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA	Gammaproteobacteria bacterium
MBS3785914.1	1913989	Gammaproteobacteria bacterium	1168	2802	+	JAGXLT010000089.1	GCA_018334525.1	1635	545	WP_253939147.1	OBi1_02316	51.943	566	261	4	16	575	21	581	0	566	hydroxylase	0	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA	Gammaproteobacteria bacterium
MBS3804253.1	2821144	Oleiphilaceae bacterium	32932	33315	+	JAGXLV010000024.1	GCA_018334495.1	384	128	MBS3804253.1	OBi1_02314	69.106	123	38	0	1	123	1	123	9.62e-57	182	RidA	4126	Bacteria	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Oleiphilaceae	NA	Oleiphilaceae bacterium
MBS3804248.1	2821144	Oleiphilaceae bacterium	26315	27754	+	JAGXLV010000024.1	GCA_018334495.1	1440	480	MBS3804248.1	OBi1_02319	75.847	472	114	0	16	487	7	478	0	758	aminoaldehyde dehydrogenase	2491	Bacteria	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Oleiphilaceae	NA	Oleiphilaceae bacterium
MBS3804249.1	2821144	Oleiphilaceae bacterium	27764	28756	+	JAGXLV010000024.1	GCA_018334495.1	993	331	MBS3804249.1	OBi1_02318	80.061	326	65	0	1	326	1	326	0	557	aminohydrolase	1042	Bacteria	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Oleiphilaceae	NA	Oleiphilaceae bacterium
MBS3804252.1	2821144	Oleiphilaceae bacterium	32130	32897	+	JAGXLV010000024.1	GCA_018334495.1	768	256	MBS3804252.1	OBi1_02315	71.374	262	68	1	1	262	1	255	3.11e-130	379	dehydrogenase	3324	Bacteria	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Oleiphilaceae	NA	Oleiphilaceae bacterium
MBS3804251.1	2821144	Oleiphilaceae bacterium	30382	32133	+	JAGXLV010000024.1	GCA_018334495.1	1752	584	MBS3804251.1	OBi1_02316	70.578	571	168	0	17	587	12	582	0	831	hydroxylase	1576	Bacteria	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Oleiphilaceae	NA	Oleiphilaceae bacterium
MBS3804250.1	2821144	Oleiphilaceae bacterium	28806	30389	+	JAGXLV010000024.1	GCA_018334495.1	1584	528	MBS3804250.1	OBi1_02317	80.83	506	97	0	20	525	15	520	0	813	permease	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Oleiphilaceae	NA	Oleiphilaceae bacterium
MCW1955655.1	1907202	Roseobacter sp.	3209	4660	-	JAHBAM020000136.1	GCA_018500125.2	1452	484	WP_298675420.1	OBi1_02319	61.359	471	182	0	18	488	9	479	0	603	aminoaldehyde dehydrogenase	982	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Roseobacter	Roseobacter sp.
MCW1955654.1	1907202	Roseobacter sp.	2227	3204	-	JAHBAM020000136.1	GCA_018500125.2	978	326	WP_298675423.1	OBi1_02318	60	320	126	2	5	323	1	319	3.57e-141	412	aminohydrolase	0	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Roseobacter	Roseobacter sp.
MCW1955653.1	1907202	Roseobacter sp.	563	2230	-	JAHBAM020000136.1	GCA_018500125.2	1668	556	WP_298804329.1	OBi1_02316	43.085	564	302	7	17	573	4	555	4.78e-133	410	hydroxylase	1664	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Roseobacter	Roseobacter sp.
MBY8977019.1	2834412	Coraliihabitans acroporae	167506	168465	-	JAHBMM010000004.1	GCA_019891535.1	960	320	MBY8977019.1	OBi1_02318	53.583	321	142	1	4	324	2	315	9.43e-116	347	aminohydrolase	2292	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Coraliihabitans	Coraliihabitans acroporae
MBY8977016.1	2834412	Coraliihabitans acroporae	164688	165233	-	JAHBMM010000004.1	GCA_019891535.1	546	182	MBY8977016.1	SPO3188	41.905	210	93	7	1	210	1	181	1.15e-24	105	dehydrogenase	526	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Coraliihabitans	Coraliihabitans acroporae
MBY8977017.1	2834412	Coraliihabitans acroporae	165214	166875	-	JAHBMM010000004.1	GCA_019891535.1	1662	554	MBY8977017.1	OBi1_02316	43.784	555	291	8	19	569	9	546	1.74e-131	406	hydroxylase	0	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Coraliihabitans	Coraliihabitans acroporae
MBV7336970.1	2834438	Chloroflexi bacterium TSY	16025	17023	-	JAHBNG010000095.1	GCA_019217005.1	999	333	MBV7336970.1	OBi1_02318	62.654	324	121	0	1	324	1	324	2.47e-154	446	aminohydrolase	1705	Bacteria	Chloroflexota	NA	NA	NA	NA	Chloroflexi bacterium TSY
MBV7336968.1	2834438	Chloroflexi bacterium TSY	13495	14256	-	JAHBNG010000095.1	GCA_019217005.1	762	254	MBV7336968.1	OBi1_02315	27.82	266	140	10	24	255	2	249	6.78e-07	60.8	dehydrogenase	825	Bacteria	Chloroflexota	NA	NA	NA	NA	Chloroflexi bacterium TSY
MBV7336969.1	2834438	Chloroflexi bacterium TSY	14320	16035	-	JAHBNG010000095.1	GCA_019217005.1	1716	572	MBV7336969.1	OBi1_02316	50.521	576	268	5	10	575	2	570	0	557	hydroxylase	0	Bacteria	Chloroflexota	NA	NA	NA	NA	Chloroflexi bacterium TSY
MBX3686121.1	1898103	Rhodocyclaceae bacterium	5412	6854	+	JAHCAC010000078.1	GCA_019635125.1	1443	481	MBX3686121.1	OBi1_02319	64.407	472	168	0	17	488	5	476	0	630	aminoaldehyde dehydrogenase	2500	Bacteria	Pseudomonadota	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	NA	Rhodocyclaceae bacterium
MBX3686122.1	1898103	Rhodocyclaceae bacterium	6851	7855	+	JAHCAC010000078.1	GCA_019635125.1	1005	335	MBX3686122.1	OBi1_02318	59.683	315	127	0	8	322	14	328	4.29e-141	412	aminohydrolase	1061	Bacteria	Pseudomonadota	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	NA	Rhodocyclaceae bacterium
MBX3686125.1	1898103	Rhodocyclaceae bacterium	11255	11893	+	JAHCAC010000078.1	GCA_019635125.1	639	213	MBX3686125.1	SPO3188	45.581	215	105	6	5	210	1	212	4.03e-39	143	dehydrogenase	3343	Bacteria	Pseudomonadota	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	NA	Rhodocyclaceae bacterium
MBX3686124.1	1898103	Rhodocyclaceae bacterium	9597	11246	+	JAHCAC010000078.1	GCA_019635125.1	1650	550	MBX3686124.1	OBi1_02316	41.241	548	311	4	26	570	1	540	9.4e-130	401	hydroxylase	1685	Bacteria	Pseudomonadota	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	NA	Rhodocyclaceae bacterium
MBX3686123.1	1898103	Rhodocyclaceae bacterium	7912	9498	+	JAHCAC010000078.1	GCA_019635125.1	1587	529	MBX3686123.1	OBi1_02317	49.713	523	256	4	9	527	2	521	1.01e-166	493	permease	0	Bacteria	Pseudomonadota	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	NA	Rhodocyclaceae bacterium
MBT8458136.1	1886600	Boseongicola sp.	1	194	+	JAHHMT010000017.1	GCA_018679255.1	194	64.6666666666667	MBT8458136.1	OBi1_02318	47.458	59	31	0	270	328	1	59	1.68e-07	58.9	aminohydrolase	266	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Boseongicola	Boseongicola sp.
MBT8458138.1	1886600	Boseongicola sp.	1907	2491	+	JAHHMT010000017.1	GCA_018679255.1	585	195	NNL17275.1	SPO3188	38.318	214	102	8	3	210	5	194	6.13e-25	106	dehydrogenase	1640	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Boseongicola	Boseongicola sp.
MBT8458137.1	1886600	Boseongicola sp.	267	1910	+	JAHHMT010000017.1	GCA_018679255.1	1644	548	MBT8458137.1	OBi1_02316	41.894	549	306	5	26	570	1	540	2.81e-127	395	hydroxylase	0	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Boseongicola	Boseongicola sp.
MBT8414160.1	1886600	Boseongicola sp.	1	1278	+	JAHHMU010000208.1	GCA_018679195.1	1278	426	MBT8414160.1	OBi1_02319	64.269	417	149	0	70	486	3	419	0	560	aminoaldehyde dehydrogenase	1274	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Boseongicola	Boseongicola sp.
MBT8414161.1	1886600	Boseongicola sp.	1275	2258	+	JAHHMU010000208.1	GCA_018679195.1	984	328	MBT8414161.1	OBi1_02318	57.099	324	137	2	8	330	5	327	2.6e-137	402	aminohydrolase	0	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Boseongicola	Boseongicola sp.
MBT8414162.1	1886600	Boseongicola sp.	2346	3711	+	JAHHMU010000208.1	GCA_018679195.1	1366	455.333333333333	MBT8414162.1	OBi1_02316	41.704	446	256	3	26	467	1	446	1.25e-96	313	hydroxylase	1071	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Boseongicola	Boseongicola sp.
MBT8113777.1	1872634	Arenicella sp.	8895	10369	-	JAHHOC010000010.1	GCA_018677115.1	1475	491.666666666667	MBT8113777.1	OBi1_02319	60.127	474	189	0	14	487	15	488	0	583	aminoaldehyde dehydrogenase	2738	Bacteria	Pseudomonadota	Gammaproteobacteria	Arenicellales	Arenicellaceae	Arenicella	Arenicella sp.
MBT8113776.1	1872634	Arenicella sp.	7893	8879	-	JAHHOC010000010.1	GCA_018677115.1	987	329	MBT8113776.1	OBi1_02318	57.053	319	137	0	6	324	5	323	4.48e-141	412	aminohydrolase	1736	Bacteria	Pseudomonadota	Gammaproteobacteria	Arenicellales	Arenicellaceae	Arenicella	Arenicella sp.
MBT8113774.1	1872634	Arenicella sp.	5414	6160	-	JAHHOC010000010.1	GCA_018677115.1	747	249	MBT8113774.1	OBi1_02315	31.818	264	156	7	1	256	1	248	6.28e-24	107	dehydrogenase	743	Bacteria	Pseudomonadota	Gammaproteobacteria	Arenicellales	Arenicellaceae	Arenicella	Arenicella sp.
MBT8113775.1	1872634	Arenicella sp.	6157	7872	-	JAHHOC010000010.1	GCA_018677115.1	1716	572	MBT8113775.1	OBi1_02316	46.702	561	287	6	17	572	12	565	5.23e-170	505	hydroxylase	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Arenicellales	Arenicellaceae	Arenicella	Arenicella sp.
MBU2014382.1	1913989	Gammaproteobacteria bacterium	18132	18503	+	JAHKAZ010000637.1	GCA_018825825.1	372	124	WP_025163446.1	OBi1_02314	70.248	121	36	0	1	121	1	121	5.34e-56	180	RidA	2663	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA	Gammaproteobacteria bacterium
MBU2014379.1	1913989	Gammaproteobacteria bacterium	14016	15458	+	JAHKAZ010000637.1	GCA_018825825.1	1443	481	WP_079203745.1	OBi1_02319	70.763	472	138	0	17	488	9	480	0	693	aminoaldehyde dehydrogenase	1453	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA	Gammaproteobacteria bacterium
MBU2014380.1	1913989	Gammaproteobacteria bacterium	15469	16458	+	JAHKAZ010000637.1	GCA_018825825.1	990	330	WP_178090609.1	OBi1_02318	69.753	324	98	0	1	324	1	324	2.22e-173	494	aminohydrolase	0	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA	Gammaproteobacteria bacterium
MBU2014376.1	1913989	Gammaproteobacteria bacterium	10408	11154	-	JAHKAZ010000637.1	GCA_018825825.1	747	249	WP_079203742.1	OBi1_02315	27.863	262	166	6	1	255	1	246	1.27e-18	93.2	dehydrogenase	5061	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA	Gammaproteobacteria bacterium
MBU2014381.1	1913989	Gammaproteobacteria bacterium	16506	18065	+	JAHKAZ010000637.1	GCA_018825825.1	1560	520	WP_271349726.1	OBi1_02317	52.49	522	240	2	6	522	2	520	0	540	permease	1037	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA	Gammaproteobacteria bacterium
MBX2886198.1	1943584	Granulosicoccus sp.	10049	11029	+	JAHQWB010000688.1	GCA_019634085.1	981	327	MBX2886198.1	OBi1_02318	58.176	318	131	2	6	322	1	317	8.27e-137	401	aminohydrolase	977	Bacteria	Pseudomonadota	Gammaproteobacteria	Chromatiales	Granulosicoccaceae	Granulosicoccus	Granulosicoccus sp.
MBX2886200.1	1943584	Granulosicoccus sp.	12714	13373	+	JAHQWB010000688.1	GCA_019634085.1	660	220	MBX2886200.1	SPO3188	38.991	218	125	1	1	210	2	219	1.25e-41	150	dehydrogenase	1688	Bacteria	Pseudomonadota	Gammaproteobacteria	Chromatiales	Granulosicoccaceae	Granulosicoccus	Granulosicoccus sp.
MBX2886199.1	1943584	Granulosicoccus sp.	11026	12696	+	JAHQWB010000688.1	GCA_019634085.1	1671	557	MBX2886199.1	OBi1_02316	42.441	549	301	6	20	560	10	551	2.69e-128	398	hydroxylase	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Chromatiales	Granulosicoccaceae	Granulosicoccus	Granulosicoccus sp.
MBX2869697.1	2202729	Acidiferrobacterales bacterium	11749	12729	-	JAHQWE010000108.1	GCA_019633985.1	981	327	MBX2869697.1	OBi1_02318	56.774	310	134	0	8	317	6	315	8.25e-127	375	aminohydrolase	7658	Bacteria	Pseudomonadota	Gammaproteobacteria	Acidiferrobacterales	NA	NA	Acidiferrobacterales bacterium
MBX2869689.1	2202729	Acidiferrobacterales bacterium	3492	4094	-	JAHQWE010000108.1	GCA_019633985.1	603	201	MBX2869689.1	SPO3188	29.279	222	123	9	1	210	1	200	9.61e-08	61.2	dehydrogenase	599	Bacteria	Pseudomonadota	Gammaproteobacteria	Acidiferrobacterales	NA	NA	Acidiferrobacterales bacterium
MBX2869690.1	2202729	Acidiferrobacterales bacterium	4091	5773	-	JAHQWE010000108.1	GCA_019633985.1	1683	561	MBX2869690.1	OBi1_02316	39.184	564	327	9	12	570	5	557	6.07e-108	345	hydroxylase	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Acidiferrobacterales	NA	NA	Acidiferrobacterales bacterium
MBV7435398.1	2856340	Cardiobacteriaceae bacterium TAE3-ERU3	136788	137165	+	JAHUUI010000005.1	GCA_019218315.1	378	126	MBV7435398.1	OBi1_02314	70.588	119	35	0	5	123	7	125	5.16e-55	177	RidA	1879	Bacteria	Pseudomonadota	Gammaproteobacteria	Cardiobacteriales	Cardiobacteriaceae	NA	Cardiobacteriaceae bacterium TAE3-ERU3
MBV7435399.1	2856340	Cardiobacteriaceae bacterium TAE3-ERU3	137214	138665	+	JAHUUI010000005.1	GCA_019218315.1	1452	484	MBV7435399.1	OBi1_02319	64.99	477	167	0	12	488	6	482	0	657	aminoaldehyde dehydrogenase	1453	Bacteria	Pseudomonadota	Gammaproteobacteria	Cardiobacteriales	Cardiobacteriaceae	NA	Cardiobacteriaceae bacterium TAE3-ERU3
MBV7435400.1	2856340	Cardiobacteriaceae bacterium TAE3-ERU3	138667	139650	+	JAHUUI010000005.1	GCA_019218315.1	984	328	MBV7435400.1	OBi1_02318	60.312	320	127	0	3	322	2	321	1.19e-144	421	aminohydrolase	0	Bacteria	Pseudomonadota	Gammaproteobacteria	Cardiobacteriales	Cardiobacteriaceae	NA	Cardiobacteriaceae bacterium TAE3-ERU3
MBV7435402.1	2856340	Cardiobacteriaceae bacterium TAE3-ERU3	141374	143791	+	JAHUUI010000005.1	GCA_019218315.1	2418	806	MBV7435402.1	OBi1_02316	46.209	554	281	4	20	571	10	548	9.6e-165	500	hydroxylase	2707	Bacteria	Pseudomonadota	Gammaproteobacteria	Cardiobacteriales	Cardiobacteriaceae	NA	Cardiobacteriaceae bacterium TAE3-ERU3
MBV7435401.1	2856340	Cardiobacteriaceae bacterium TAE3-ERU3	139676	141247	+	JAHUUI010000005.1	GCA_019218315.1	1572	524	MBV7435401.1	OBi1_02317	47.719	526	266	4	8	530	2	521	7e-163	483	permease	1009	Bacteria	Pseudomonadota	Gammaproteobacteria	Cardiobacteriales	Cardiobacteriaceae	NA	Cardiobacteriaceae bacterium TAE3-ERU3
MBY6136945.1	374514	Nocardioides marinus	35613	36257	+	JAHVJD010000007.1	GCA_019801415.1	645	215	MBY6136945.1	SPO3188	40.359	223	111	5	1	210	1	214	2.87e-35	134	dehydrogenase	1700	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Nocardioidaceae	Nocardioides	Nocardioides marinus
MBY6136944.1	374514	Nocardioides marinus	33913	35616	+	JAHVJD010000007.1	GCA_019801415.1	1704	568	MBY6136944.1	OBi1_02316	41.176	561	314	7	16	570	10	560	3.47e-123	385	hydroxylase	0	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Nocardioidaceae	Nocardioides	Nocardioides marinus
MBY6136943.1	374514	Nocardioides marinus	32282	33841	+	JAHVJD010000007.1	GCA_019801415.1	1560	520	WP_099275915.1	OBi1_02317	50.916	491	238	1	34	521	29	519	1.17e-167	495	permease	1631	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Nocardioidaceae	Nocardioides	Nocardioides marinus
MCH9704722.1	1977087	Pseudomonadota bacterium	3811	4288	-	JAHZJQ010000040.1	GCA_022600825.1	478	159.333333333333	MCH9704722.1	OBi1_02318	46.061	165	80	2	168	332	1	156	1.03e-43	157	aminohydrolase	1705	Bacteria	Pseudomonadota	NA	NA	NA	NA	Pseudomonadota bacterium
