dataset,taxon_id,assembly_accession,isolation_source,geo_loc_name,env_broad_scale,env_local_scale,env_medium,geographic location (latitude),geographic location (longitude),lat_lon,geographic location (region and locality)
324,1913988,GCA_018816325.1,Aspo HRL,Sweden,aquatic biome,groundwater,water,,,57.264 N 16.3936 E,
324,1913988,GCA_018818925.1,Aspo HRL,Sweden,aquatic biome,groundwater,water,,,57.264 N 16.3936 E,
324,1913988,GCA_018819265.1,Aspo HRL,Sweden,aquatic biome,groundwater,water,,,57.264 N 16.3936 E,
324,1913988,GCA_018819605.1,Aspo HRL,Sweden,aquatic biome,groundwater,water,,,57.264 N 16.3936 E,
324,1913988,GCA_018819645.1,Aspo HRL,Sweden,aquatic biome,groundwater,water,,,57.264 N 16.3936 E,
324,1913988,GCA_018819685.1,Aspo HRL,Sweden,aquatic biome,groundwater,water,,,57.264 N 16.3936 E,
324,1913988,GCA_018819825.1,Aspo HRL,Sweden,aquatic biome,groundwater,water,,,57.264 N 16.3936 E,
324,1913988,GCA_018819955.1,Aspo HRL,Sweden,aquatic biome,groundwater,water,,,57.264 N 16.3936 E,
324,1913988,GCA_018819965.1,Aspo HRL,Sweden,aquatic biome,groundwater,water,,,57.264 N 16.3936 E,
324,1913988,GCA_018820005.1,Aspo HRL,Sweden,aquatic biome,groundwater,water,,,57.264 N 16.3936 E,
324,1913988,GCA_018820205.1,Aspo HRL,Sweden,aquatic biome,groundwater,water,,,57.264 N 16.3936 E,
324,1913988,GCA_018820275.1,Aspo HRL,Sweden,aquatic biome,groundwater,water,,,57.264 N 16.3936 E,
324,1913988,GCA_018820405.1,Aspo HRL,Sweden,aquatic biome,groundwater,water,,,57.264 N 16.3936 E,
324,1913988,GCA_018820465.1,Aspo HRL,Sweden,aquatic biome,groundwater,water,,,57.264 N 16.3936 E,
324,1913988,GCA_018820565.1,Aspo HRL,Sweden,aquatic biome,groundwater,water,,,57.264 N 16.3936 E,
324,1913988,GCA_018820665.1,Aspo HRL,Sweden,aquatic biome,groundwater,water,,,57.264 N 16.3936 E,
324,1913988,GCA_018820905.1,Aspo HRL,Sweden,aquatic biome,groundwater,water,,,57.264 N 16.3936 E,
324,1913988,GCA_018821435.1,Aspo HRL,Sweden,aquatic biome,groundwater,water,,,57.264 N 16.3936 E,
324,1913988,GCA_018821545.1,Aspo HRL,Sweden,aquatic biome,groundwater,water,,,57.264 N 16.3936 E,
324,1913988,GCA_018821575.1,Aspo HRL,Sweden,aquatic biome,groundwater,water,,,57.264 N 16.3936 E,
324,1913988,GCA_018821645.1,Aspo HRL,Sweden,aquatic biome,groundwater,water,,,57.264 N 16.3936 E,
324,1913988,GCA_018821705.1,Aspo HRL,Sweden,aquatic biome,groundwater,water,,,57.264 N 16.3936 E,
324,1913988,GCA_018821845.1,Aspo HRL,Sweden,aquatic biome,groundwater,water,,,57.264 N 16.3936 E,
324,1913988,GCA_018821865.1,Aspo HRL,Sweden,aquatic biome,groundwater,water,,,57.264 N 16.3936 E,
324,1913988,GCA_018821945.1,Aspo HRL,Sweden,aquatic biome,groundwater,water,,,57.264 N 16.3936 E,
324,1913988,GCA_018822185.1,Aspo HRL,Sweden,aquatic biome,groundwater,water,,,57.264 N 16.3936 E,
324,1913988,GCA_018823325.1,Aspo HRL,Sweden,aquatic biome,groundwater,water,,,57.264 N 16.3936 E,
324,1913988,GCA_018823445.1,Aspo HRL,Sweden,aquatic biome,groundwater,water,,,57.264 N 16.3936 E,
324,1913988,GCA_018823565.1,Aspo HRL,Sweden,aquatic biome,groundwater,water,,,57.264 N 16.3936 E,
324,1913988,GCA_018823725.1,Aspo HRL,Sweden,aquatic biome,groundwater,water,,,57.264 N 16.3936 E,
324,1913988,GCA_018823745.1,Aspo HRL,Sweden,aquatic biome,groundwater,water,,,57.264 N 16.3936 E,
324,1913988,GCA_018823815.1,Aspo HRL,Sweden,aquatic biome,groundwater,water,,,57.264 N 16.3936 E,
324,1913988,GCA_018823835.1,Aspo HRL,Sweden,aquatic biome,groundwater,water,,,57.264 N 16.3936 E,
324,1913988,GCA_018823905.1,Aspo HRL,Sweden,aquatic biome,groundwater,water,,,57.264 N 16.3936 E,
324,1913988,GCA_018823925.1,Aspo HRL,Sweden,aquatic biome,groundwater,water,,,57.264 N 16.3936 E,
324,1913988,GCA_018825945.1,Aspo HRL,Sweden,aquatic biome,groundwater,water,,,57.264 N 16.3936 E,
324,1913988,GCA_018826045.1,Aspo HRL,Sweden,aquatic biome,groundwater,water,,,57.264 N 16.3936 E,
324,1913988,GCA_018826205.1,Aspo HRL,Sweden,aquatic biome,groundwater,water,,,57.264 N 16.3936 E,
324,1913988,GCA_018826245.1,Aspo HRL,Sweden,aquatic biome,groundwater,water,,,57.264 N 16.3936 E,
324,1913988,GCA_018826285.1,Aspo HRL,Sweden,aquatic biome,groundwater,water,,,57.264 N 16.3936 E,
324,1913988,GCA_018826375.1,Aspo HRL,Sweden,aquatic biome,groundwater,water,,,57.264 N 16.3936 E,
324,1913988,GCA_018826495.1,Aspo HRL,Sweden,aquatic biome,groundwater,water,,,57.264 N 16.3936 E,
324,1913988,GCA_018826515.1,Aspo HRL,Sweden,aquatic biome,groundwater,water,,,57.264 N 16.3936 E,
324,1913988,GCA_018826575.1,Aspo HRL,Sweden,aquatic biome,groundwater,water,,,57.264 N 16.3936 E,
324,1913988,GCA_018826655.1,Aspo HRL,Sweden,aquatic biome,groundwater,water,,,57.264 N 16.3936 E,
324,1913988,GCA_018826695.1,Aspo HRL,Sweden,aquatic biome,groundwater,water,,,57.264 N 16.3936 E,
324,1913988,GCA_018826725.1,Aspo HRL,Sweden,aquatic biome,groundwater,water,,,57.264 N 16.3936 E,
324,1913988,GCA_018826775.1,Aspo HRL,Sweden,aquatic biome,groundwater,water,,,57.264 N 16.3936 E,
324,1913988,GCA_018826865.1,Aspo HRL,Sweden,aquatic biome,groundwater,water,,,57.264 N 16.3936 E,
324,1913988,GCA_018826885.1,Aspo HRL,Sweden,aquatic biome,groundwater,water,,,57.264 N 16.3936 E,
324,1913988,GCA_018826955.1,Aspo HRL,Sweden,aquatic biome,groundwater,water,,,57.264 N 16.3936 E,
324,1913988,GCA_018827075.1,Aspo HRL,Sweden,aquatic biome,groundwater,water,,,57.264 N 16.3936 E,
324,1913988,GCA_018827155.1,Aspo HRL,Sweden,aquatic biome,groundwater,water,,,57.264 N 16.3936 E,
324,1913988,GCA_018827275.1,Aspo HRL,Sweden,aquatic biome,groundwater,water,,,57.264 N 16.3936 E,
324,1913988,GCA_018827295.1,Aspo HRL,Sweden,aquatic biome,groundwater,water,,,57.264 N 16.3936 E,
324,1913988,GCA_018827355.1,Aspo HRL,Sweden,aquatic biome,groundwater,water,,,57.264 N 16.3936 E,
324,1913988,GCA_018827375.1,Aspo HRL,Sweden,aquatic biome,groundwater,water,,,57.264 N 16.3936 E,
324,1913988,GCA_018827455.1,Aspo HRL,Sweden,aquatic biome,groundwater,water,,,57.264 N 16.3936 E,
324,1913988,GCA_018827825.1,Aspo HRL,Sweden,aquatic biome,groundwater,water,,,57.264 N 16.3936 E,
324,1913988,GCA_018827865.1,Aspo HRL,Sweden,aquatic biome,groundwater,water,,,57.264 N 16.3936 E,
324,1913988,GCA_018827985.1,Aspo HRL,Sweden,aquatic biome,groundwater,water,,,57.264 N 16.3936 E,
324,1913988,GCA_018827995.1,Aspo HRL,Sweden,aquatic biome,groundwater,water,,,57.264 N 16.3936 E,
324,1913988,GCA_018828145.1,Aspo HRL,Sweden,aquatic biome,groundwater,water,,,57.264 N 16.3936 E,
324,1913988,GCA_018828155.1,Aspo HRL,Sweden,aquatic biome,groundwater,water,,,57.264 N 16.3936 E,
324,1913988,GCA_018828185.1,Aspo HRL,Sweden,aquatic biome,groundwater,water,,,57.264 N 16.3936 E,
324,1913988,GCA_018828205.1,Aspo HRL,Sweden,aquatic biome,groundwater,water,,,57.264 N 16.3936 E,
324,1913988,GCA_018828225.1,Aspo HRL,Sweden,aquatic biome,groundwater,water,,,57.264 N 16.3936 E,
324,1913988,GCA_018828245.1,Aspo HRL,Sweden,aquatic biome,groundwater,water,,,57.264 N 16.3936 E,
324,1913988,GCA_018828285.1,Aspo HRL,Sweden,aquatic biome,groundwater,water,,,57.264 N 16.3936 E,
324,1913988,GCA_018828295.1,Aspo HRL,Sweden,aquatic biome,groundwater,water,,,57.264 N 16.3936 E,
324,1913988,GCA_018828345.1,Aspo HRL,Sweden,aquatic biome,groundwater,water,,,57.264 N 16.3936 E,
324,1913988,GCA_018828365.1,Aspo HRL,Sweden,aquatic biome,groundwater,water,,,57.264 N 16.3936 E,
324,1913988,GCA_018828405.1,Aspo HRL,Sweden,aquatic biome,groundwater,water,,,57.264 N 16.3936 E,
324,1913988,GCA_018828465.1,Aspo HRL,Sweden,aquatic biome,groundwater,water,,,57.264 N 16.3936 E,
324,1913988,GCA_018828525.1,Aspo HRL,Sweden,aquatic biome,groundwater,water,,,57.264 N 16.3936 E,
324,1913988,GCA_018828565.1,Aspo HRL,Sweden,aquatic biome,groundwater,water,,,57.264 N 16.3936 E,
324,1913988,GCA_018828595.1,Aspo HRL,Sweden,aquatic biome,groundwater,water,,,57.264 N 16.3936 E,
324,1913988,GCA_018828715.1,Aspo HRL,Sweden,aquatic biome,groundwater,water,,,57.264 N 16.3936 E,
324,1913988,GCA_018829385.1,Aspo HRL,Sweden,aquatic biome,groundwater,water,,,57.264 N 16.3936 E,
324,1913988,GCA_018829825.1,Aspo HRL,Sweden,aquatic biome,groundwater,water,,,57.264 N 16.3936 E,
324,1913988,GCA_018830285.1,Aspo HRL,Sweden,aquatic biome,groundwater,water,,,57.264 N 16.3936 E,
324,1913988,GCA_018830415.1,Aspo HRL,Sweden,aquatic biome,groundwater,water,,,57.264 N 16.3936 E,
324,1913988,GCA_018830445.1,Aspo HRL,Sweden,aquatic biome,groundwater,water,,,57.264 N 16.3936 E,
324,1913988,GCA_018883285.1,lake water from Sao Paulo's Zoo,Brazil: Sao Paulo Zoo,,,,,,23.6497 S 46.6206 W,
324,1913988,GCA_018895795.1,Olkiluoto,Finland,aquatic biome,groundwater,water,,,61.1431 N 21.2923 E,
324,1913988,GCA_018897895.1,Olkiluoto,Finland,aquatic biome,groundwater,water,,,61.1431 N 21.2923 E,
324,1913988,GCA_018898615.1,Olkiluoto,Finland,aquatic biome,groundwater,water,,,61.1431 N 21.2923 E,
324,1913988,GCA_018899035.1,Olkiluoto,Finland,aquatic biome,groundwater,water,,,61.1431 N 21.2923 E,
324,1913988,GCA_018899045.1,Olkiluoto,Finland,aquatic biome,groundwater,water,,,61.1431 N 21.2923 E,
324,1913988,GCA_018899095.1,Olkiluoto,Finland,aquatic biome,groundwater,water,,,61.1431 N 21.2923 E,
324,1913988,GCA_018899595.1,Olkiluoto,Finland,aquatic biome,groundwater,water,,,61.1431 N 21.2923 E,
324,1913988,GCA_018899695.1,Olkiluoto,Finland,aquatic biome,groundwater,water,,,61.1431 N 21.2923 E,
324,1913988,GCA_018900035.1,Olkiluoto,Finland,aquatic biome,groundwater,water,,,61.1431 N 21.2923 E,
324,1913988,GCA_018900135.1,Olkiluoto,Finland,aquatic biome,groundwater,water,,,61.1431 N 21.2923 E,
324,1913988,GCA_018900155.1,Olkiluoto,Finland,aquatic biome,groundwater,water,,,61.1431 N 21.2923 E,
324,1913988,GCA_018900435.1,Olkiluoto,Finland,aquatic biome,groundwater,water,,,61.1431 N 21.2923 E,
324,1913988,GCA_018900755.1,Olkiluoto,Finland,aquatic biome,groundwater,water,,,61.1431 N 21.2923 E,
324,1913988,GCA_018901095.1,Olkiluoto,Finland,aquatic biome,groundwater,water,,,61.1431 N 21.2923 E,
324,1913988,GCA_018901575.1,Olkiluoto,Finland,aquatic biome,groundwater,water,,,61.1431 N 21.2923 E,
324,1913988,GCA_018902575.1,Olkiluoto,Finland,aquatic biome,groundwater,water,,,61.1431 N 21.2923 E,
324,1913988,GCA_018902645.1,Olkiluoto,Finland,aquatic biome,groundwater,water,,,61.1431 N 21.2923 E,
324,1913988,GCA_018903235.1,Olkiluoto,Finland,aquatic biome,groundwater,water,,,61.1431 N 21.2923 E,
324,1913988,GCA_018903275.1,Olkiluoto,Finland,aquatic biome,groundwater,water,,,61.1431 N 21.2923 E,
324,1913988,GCA_018969015.1,rare earth elements-acid mine drainage (REEs-AMD) contaminated river water,China:Jiangxi,mine [ENVO: 00000076]|mine drainage [ENVO: 00001996],water [CHEBI:15377],water [CHEBI:15377],,,24.47 N 115.00 E,
324,1913988,GCA_018969425.1,rare earth elements-acid mine drainage (REEs-AMD) contaminated river water,China:Jiangxi,mine [ENVO: 00000076]|mine drainage [ENVO: 00001996],water [CHEBI:15377],water [CHEBI:15377],,,24.47 N 115.00 E,
324,1913988,GCA_018969785.1,rare earth elements-acid mine drainage (REEs-AMD) contaminated river water,China:Jiangxi,mine [ENVO: 00000076]|mine drainage [ENVO: 00001996],water [CHEBI:15377],water [CHEBI:15377],,,24.47 N 115.00 E,
324,1913988,GCA_018969935.1,rare earth elements-acid mine drainage (REEs-AMD) contaminated river water,China:Jiangxi,mine [ENVO: 00000076]|mine drainage [ENVO: 00001996],water [CHEBI:15377],water [CHEBI:15377],,,24.47 N 115.00 E,
324,1913988,GCA_018970055.1,rare earth elements-acid mine drainage (REEs-AMD) contaminated river water,China:Jiangxi,mine [ENVO: 00000076]|mine drainage [ENVO: 00001996],water [CHEBI:15377],water [CHEBI:15377],,,24.58 N 115.10 E,
324,1913988,GCA_018970445.1,rare earth elements-acid mine drainage (REEs-AMD) contaminated river water,China:Jiangxi,mine [ENVO: 00000076]|mine drainage [ENVO: 00001996],water [CHEBI:15377],water [CHEBI:15377],,,24.47 N 115.00 E,
324,1913988,GCA_018970685.1,rare earth elements-acid mine drainage (REEs-AMD) contaminated river water,China:Jiangxi,mine [ENVO: 00000076]|mine drainage [ENVO: 00001996],water [CHEBI:15377],water [CHEBI:15377],,,24.58 N 115.10 E,
324,1913988,GCA_018970965.1,rare earth elements-acid mine drainage (REEs-AMD) contaminated river water,China:Jiangxi,mine [ENVO: 00000076]|mine drainage [ENVO: 00001996],water [CHEBI:15377],water [CHEBI:15377],,,24.54 N 115.10 E,
324,1913988,GCA_018971215.1,rare earth elements-acid mine drainage (REEs-AMD) contaminated river water,China:Jiangxi,mine [ENVO: 00000076]|mine drainage [ENVO: 00001996],water [CHEBI:15377],water [CHEBI:15377],,,24.58 N 115.10 E,
324,1913988,GCA_018971405.1,rare earth elements-acid mine drainage (REEs-AMD) contaminated river water,China:Jiangxi,mine [ENVO: 00000076]|mine drainage [ENVO: 00001996],water [CHEBI:15377],water [CHEBI:15377],,,24.58 N 115.10 E,
324,1913988,GCA_018971585.1,rare earth elements-acid mine drainage (REEs-AMD) contaminated river water,China:Jiangxi,mine [ENVO: 00000076]|mine drainage [ENVO: 00001996],water [CHEBI:15377],water [CHEBI:15377],,,24.58 N 115.10 E,
324,1913988,GCA_018971835.1,rare earth elements-acid mine drainage (REEs-AMD) contaminated river water,China:Jiangxi,mine [ENVO: 00000076]|mine drainage [ENVO: 00001996],water [CHEBI:15377],water [CHEBI:15377],,,24.58 N 115.10 E,
324,1913988,GCA_018971945.1,rare earth elements-acid mine drainage (REEs-AMD) contaminated river water,China:Jiangxi,mine [ENVO: 00000076]|mine drainage [ENVO: 00001996],water [CHEBI:15377],water [CHEBI:15377],,,24.47 N 115.00 E,
324,1913988,GCA_019137195.1,anaerobic digester - thermal hydrolysis pre-treatment sludge,Singapore,anthropogenic terrestial biome [ENVO:01000219],anaerobic sludge [ENVO:00002129],anaerobic digester sludge [ENVO:00003965],,,1.3521 N 103.8198 E,
324,1913988,GCA_019232625.1,Rhizosphere of Vellozia epidendroides specimens,Brazil: Minas Gerais,ENVO:01001790,ENVO:00000106,ENVO:00005801,,,19.2822 S 43.5936 W,
324,1913988,GCA_019232815.1,Rhizosphere of Vellozia epidendroides specimens,Brazil: Minas Gerais,ENVO:01001790,ENVO:00000106,ENVO:00005801,,,19.2822 S 43.5936 W,
324,1913988,GCA_019233865.1,Rhizosphere of Vellozia epidendroides specimens,Brazil: Minas Gerais,ENVO:01001790,ENVO:00000106,ENVO:00005801,,,19.2822 S 43.5936 W,
324,1913988,GCA_019233975.1,Rhizosphere of Vellozia epidendroides specimens,Brazil: Minas Gerais,ENVO:01001790,ENVO:00000106,ENVO:00005801,,,19.2822 S 43.5936 W,
324,1913988,GCA_019234055.1,Rhizosphere of Vellozia epidendroides specimens,Brazil: Minas Gerais,ENVO:01001790,ENVO:00000106,ENVO:00005801,,,19.2822 S 43.5936 W,
324,1913988,GCA_019234125.1,Rhizosphere of Vellozia epidendroides specimens,Brazil: Minas Gerais,ENVO:01001790,ENVO:00000106,ENVO:00005801,,,19.2822 S 43.5936 W,
324,1913988,GCA_019235415.1,Rhizosphere of Vellozia epidendroides specimens,Brazil: Minas Gerais,ENVO:01001790,ENVO:00000106,ENVO:00005801,,,19.2822 S 43.5936 W,
324,1913988,GCA_019235465.1,Rhizosphere of Vellozia epidendroides specimens,Brazil: Minas Gerais,ENVO:01001790,ENVO:00000106,ENVO:00005801,,,19.2822 S 43.5936 W,
324,1913988,GCA_019235925.1,Shallow soil patches nearby Vellozia epidendroides specimens,Brazil: Minas Gerais,ENVO:01001790,ENVO:00000106,ENVO:00001998,,,19.2822 S 43.5936 W,
324,1913988,GCA_019236825.1,Shallow soil patches nearby Vellozia epidendroides specimens,Brazil: Minas Gerais,ENVO:01001790,ENVO:00000106,ENVO:00001998,,,19.2822 S 43.5936 W,
324,1913988,GCA_019237075.1,Shallow soil patches nearby Vellozia epidendroides specimens,Brazil: Minas Gerais,ENVO:01001790,ENVO:00000106,ENVO:00001998,,,19.2822 S 43.5936 W,
324,1913988,GCA_019237135.1,Shallow soil patches nearby Vellozia epidendroides specimens,Brazil: Minas Gerais,ENVO:01001790,ENVO:00000106,ENVO:00001998,,,19.2822 S 43.5936 W,
324,1913988,GCA_019237175.1,Shallow soil patches nearby Vellozia epidendroides specimens,Brazil: Minas Gerais,ENVO:01001790,ENVO:00000106,ENVO:00001998,,,19.2822 S 43.5936 W,
324,1913988,GCA_019237295.1,Shallow soil patches nearby Vellozia epidendroides specimens,Brazil: Minas Gerais,ENVO:01001790,ENVO:00000106,ENVO:00001998,,,19.2822 S 43.5936 W,
324,1913988,GCA_019237525.1,Shallow soil patches nearby Vellozia epidendroides specimens,Brazil: Minas Gerais,ENVO:01001790,ENVO:00000106,ENVO:00001998,,,19.2822 S 43.5936 W,
324,1913988,GCA_019237795.1,Rock nearby Barbacenia macrantha specimens,Brazil: Minas Gerais,ENVO:01001790,ENVO:00000106,ENVO:00001995,,,19.2822 S 43.5936 W,
324,1913988,GCA_019238055.1,Rock nearby Barbacenia macrantha specimens,Brazil: Minas Gerais,ENVO:01001790,ENVO:00000106,ENVO:00001995,,,19.2822 S 43.5936 W,
324,1913988,GCA_019239415.1,Rhizosphere of Barbacenia macrantha specimens,Brazil: Minas Gerais,ENVO:01001790,ENVO:00000106,ENVO:00005801,,,19.2822 S 43.5936 W,
324,1913988,GCA_019239615.1,Rhizosphere of Barbacenia macrantha specimens,Brazil: Minas Gerais,ENVO:01001790,ENVO:00000106,ENVO:00005801,,,19.2822 S 43.5936 W,
324,1913988,GCA_019239695.1,Rhizosphere of Barbacenia macrantha specimens,Brazil: Minas Gerais,ENVO:01001790,ENVO:00000106,ENVO:00005801,,,19.2822 S 43.5936 W,
324,1913988,GCA_019239835.1,Rhizosphere of Barbacenia macrantha specimens,Brazil: Minas Gerais,ENVO:01001790,ENVO:00000106,ENVO:00005801,,,19.2822 S 43.5936 W,
324,1913988,GCA_019239925.1,Rhizosphere of Barbacenia macrantha specimens,Brazil: Minas Gerais,ENVO:01001790,ENVO:00000106,ENVO:00005801,,,19.2822 S 43.5936 W,
324,1913988,GCA_019240065.1,Rhizosphere of Barbacenia macrantha specimens,Brazil: Minas Gerais,ENVO:01001790,ENVO:00000106,ENVO:00005801,,,19.2822 S 43.5936 W,
324,1913988,GCA_019240125.1,Rhizosphere of Barbacenia macrantha specimens,Brazil: Minas Gerais,ENVO:01001790,ENVO:00000106,ENVO:00005801,,,19.2822 S 43.5936 W,
324,1913988,GCA_019240155.1,Rhizosphere of Barbacenia macrantha specimens,Brazil: Minas Gerais,ENVO:01001790,ENVO:00000106,ENVO:00005801,,,19.2822 S 43.5936 W,
324,1913988,GCA_019240425.1,Rhizosphere of Barbacenia macrantha specimens,Brazil: Minas Gerais,ENVO:01001790,ENVO:00000106,ENVO:00005801,,,19.2822 S 43.5936 W,
