mass_feature,RT,mz,MS2,add_annotation,sample_fraction,replicate_name,adjusted_area,sample_set,treatment
HILICPos_116,11.458,147.92912,NA,NA,Particulate,211202_Smp_OBi1_5,129130.107602443,OBi1_set2,Homarine
HILICPos_116,11.458,147.92912,NA,NA,Particulate,211202_Smp_OBi1_6,114924.57865272672,OBi1_set2,Homarine
HILICPos_116,11.458,147.92912,NA,NA,Particulate,211202_Smp_OBi1_7,990780.244874512,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_116,11.458,147.92912,NA,NA,Particulate,211202_Smp_OBi1_8,1037421.0166064298,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_116,11.458,147.92912,NA,NA,Particulate,211202_Smp_OBi1_9,747257.1777908219,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_117,11.406,148.06021,50.46403:6206 56.05021:6984 68.34272:8490 71.61841:6553 83.66648:6774 84.04497:687480 85.02908:11960 87.74522:7243 88.05194:8050 95.3434:7688 102.05537:270969 112.01446:7803 119.00541:6493 130.04999:278650 148.06039:90720,[M+H]+,Particulate,211202_Smp_OBi1_1,1136915501.3089547,OBi1_set2,Glucose + NH4
HILICPos_117,11.406,148.06021,50.46403:6206 56.05021:6984 68.34272:8490 71.61841:6553 83.66648:6774 84.04497:687480 85.02908:11960 87.74522:7243 88.05194:8050 95.3434:7688 102.05537:270969 112.01446:7803 119.00541:6493 130.04999:278650 148.06039:90720,[M+H]+,Particulate,211202_Smp_OBi1_2,1120340080.495914,OBi1_set2,Glucose + NH4
HILICPos_117,11.406,148.06021,50.46403:6206 56.05021:6984 68.34272:8490 71.61841:6553 83.66648:6774 84.04497:687480 85.02908:11960 87.74522:7243 88.05194:8050 95.3434:7688 102.05537:270969 112.01446:7803 119.00541:6493 130.04999:278650 148.06039:90720,[M+H]+,Particulate,211202_Smp_OBi1_3,1151938004.4665115,OBi1_set2,Glucose + NH4
HILICPos_117,11.406,148.06021,50.46403:6206 56.05021:6984 68.34272:8490 71.61841:6553 83.66648:6774 84.04497:687480 85.02908:11960 87.74522:7243 88.05194:8050 95.3434:7688 102.05537:270969 112.01446:7803 119.00541:6493 130.04999:278650 148.06039:90720,[M+H]+,Particulate,211202_Smp_OBi1_4,1550247233.0835383,OBi1_set2,Homarine
HILICPos_117,11.406,148.06021,50.46403:6206 56.05021:6984 68.34272:8490 71.61841:6553 83.66648:6774 84.04497:687480 85.02908:11960 87.74522:7243 88.05194:8050 95.3434:7688 102.05537:270969 112.01446:7803 119.00541:6493 130.04999:278650 148.06039:90720,[M+H]+,Particulate,211202_Smp_OBi1_5,1034119414.0992664,OBi1_set2,Homarine
HILICPos_117,11.406,148.06021,50.46403:6206 56.05021:6984 68.34272:8490 71.61841:6553 83.66648:6774 84.04497:687480 85.02908:11960 87.74522:7243 88.05194:8050 95.3434:7688 102.05537:270969 112.01446:7803 119.00541:6493 130.04999:278650 148.06039:90720,[M+H]+,Particulate,211202_Smp_OBi1_6,980810066.5919188,OBi1_set2,Homarine
HILICPos_117,11.406,148.06021,50.46403:6206 56.05021:6984 68.34272:8490 71.61841:6553 83.66648:6774 84.04497:687480 85.02908:11960 87.74522:7243 88.05194:8050 95.3434:7688 102.05537:270969 112.01446:7803 119.00541:6493 130.04999:278650 148.06039:90720,[M+H]+,Particulate,211202_Smp_OBi1_7,4002385279.826817,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_117,11.406,148.06021,50.46403:6206 56.05021:6984 68.34272:8490 71.61841:6553 83.66648:6774 84.04497:687480 85.02908:11960 87.74522:7243 88.05194:8050 95.3434:7688 102.05537:270969 112.01446:7803 119.00541:6493 130.04999:278650 148.06039:90720,[M+H]+,Particulate,211202_Smp_OBi1_8,4263904638.334622,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_117,11.406,148.06021,50.46403:6206 56.05021:6984 68.34272:8490 71.61841:6553 83.66648:6774 84.04497:687480 85.02908:11960 87.74522:7243 88.05194:8050 95.3434:7688 102.05537:270969 112.01446:7803 119.00541:6493 130.04999:278650 148.06039:90720,[M+H]+,Particulate,211202_Smp_OBi1_9,3765930939.1621847,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_120,6.499,148.09671,NA,NA,Particulate,211202_Smp_OBi1_1,6132131.460036028,OBi1_set2,Glucose + NH4
HILICPos_120,6.499,148.09671,NA,NA,Particulate,211202_Smp_OBi1_2,1791584.3255468127,OBi1_set2,Glucose + NH4
HILICPos_120,6.499,148.09671,NA,NA,Particulate,211202_Smp_OBi1_3,1943754.7879434444,OBi1_set2,Glucose + NH4
HILICPos_120,6.499,148.09671,NA,NA,Particulate,211202_Smp_OBi1_4,1478765.6041503411,OBi1_set2,Homarine
HILICPos_120,6.499,148.09671,NA,NA,Particulate,211202_Smp_OBi1_5,1507361.2061256354,OBi1_set2,Homarine
HILICPos_120,6.499,148.09671,NA,NA,Particulate,211202_Smp_OBi1_6,1357637.9903911254,OBi1_set2,Homarine
HILICPos_120,6.499,148.09671,NA,NA,Particulate,211202_Smp_OBi1_7,4255905.857735333,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_120,6.499,148.09671,NA,NA,Particulate,211202_Smp_OBi1_8,4195257.592537874,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_120,6.499,148.09671,NA,NA,Particulate,211202_Smp_OBi1_9,4768840.869820448,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_121,11.417,148.52934,NA,NA,Particulate,211202_Smp_OBi1_1,2746478.9486668073,OBi1_set2,Glucose + NH4
HILICPos_121,11.417,148.52934,NA,NA,Particulate,211202_Smp_OBi1_2,1842149.2800190267,OBi1_set2,Glucose + NH4
HILICPos_121,11.417,148.52934,NA,NA,Particulate,211202_Smp_OBi1_3,1522502.3719730205,OBi1_set2,Glucose + NH4
HILICPos_121,11.417,148.52934,NA,NA,Particulate,211202_Smp_OBi1_4,289717.85003741115,OBi1_set2,Homarine
HILICPos_121,11.417,148.52934,NA,NA,Particulate,211202_Smp_OBi1_5,272169.34890208975,OBi1_set2,Homarine
HILICPos_121,11.417,148.52934,NA,NA,Particulate,211202_Smp_OBi1_6,278122.9026688867,OBi1_set2,Homarine
HILICPos_121,11.417,148.52934,NA,NA,Particulate,211202_Smp_OBi1_7,1975649.1715360635,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_121,11.417,148.52934,NA,NA,Particulate,211202_Smp_OBi1_8,1534226.550711698,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_121,11.417,148.52934,NA,NA,Particulate,211202_Smp_OBi1_9,1994019.87592851,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_123,10.854,151.04782,NA,NA,Particulate,211202_Smp_OBi1_1,500201.1507419741,OBi1_set2,Glucose + NH4
HILICPos_123,10.854,151.04782,NA,NA,Particulate,211202_Smp_OBi1_2,577231.6255299065,OBi1_set2,Glucose + NH4
HILICPos_123,10.854,151.04782,NA,NA,Particulate,211202_Smp_OBi1_3,625798.1360498337,OBi1_set2,Glucose + NH4
HILICPos_123,10.854,151.04782,NA,NA,Particulate,211202_Smp_OBi1_4,181772.80768233852,OBi1_set2,Homarine
HILICPos_123,10.854,151.04782,NA,NA,Particulate,211202_Smp_OBi1_5,138318.24037210556,OBi1_set2,Homarine
HILICPos_123,10.854,151.04782,NA,NA,Particulate,211202_Smp_OBi1_6,108504.13801446244,OBi1_set2,Homarine
HILICPos_123,10.854,151.04782,NA,NA,Particulate,211202_Smp_OBi1_7,274086.1979568289,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_123,10.854,151.04782,NA,NA,Particulate,211202_Smp_OBi1_8,257961.78704983584,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_123,10.854,151.04782,NA,NA,Particulate,211202_Smp_OBi1_9,721538.3560890793,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_125,7.648,152.05673,NA,NA,Particulate,211202_Smp_OBi1_1,14716947.967518354,OBi1_set2,Glucose + NH4
HILICPos_125,7.648,152.05673,NA,NA,Particulate,211202_Smp_OBi1_2,8921471.926632967,OBi1_set2,Glucose + NH4
HILICPos_125,7.648,152.05673,NA,NA,Particulate,211202_Smp_OBi1_3,16094684.341949947,OBi1_set2,Glucose + NH4
HILICPos_125,7.648,152.05673,NA,NA,Particulate,211202_Smp_OBi1_4,3623716.228436701,OBi1_set2,Homarine
HILICPos_125,7.648,152.05673,NA,NA,Particulate,211202_Smp_OBi1_5,1646959.945715913,OBi1_set2,Homarine
HILICPos_125,7.648,152.05673,NA,NA,Particulate,211202_Smp_OBi1_6,1629658.0845603168,OBi1_set2,Homarine
HILICPos_125,7.648,152.05673,NA,NA,Particulate,211202_Smp_OBi1_7,14386645.601475077,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_125,7.648,152.05673,NA,NA,Particulate,211202_Smp_OBi1_8,9020468.305266265,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_125,7.648,152.05673,NA,NA,Particulate,211202_Smp_OBi1_9,7407075.896685472,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_126,8.437,152.05685,50.33822:5836 50.3927:6928 50.80593:7000 51.18322:6336 52.7933:6311 56.84669:7307 61.6211:6772 65.94895:6372 67.10377:6666 88.67827:7343 92.15593:6974 109.05116:22894 110.03532:105221 112.20486:7642 116.13816:7959 120.37099:7002 123.26909:7287 123.30002:6988 128.04572:75724 134.04594:13951 135.03026:78680 145.38148:7220 152.05673:1135290,[M+H]+,Particulate,211202_Smp_OBi1_1,40491464,OBi1_set2,Glucose + NH4
HILICPos_126,8.437,152.05685,50.33822:5836 50.3927:6928 50.80593:7000 51.18322:6336 52.7933:6311 56.84669:7307 61.6211:6772 65.94895:6372 67.10377:6666 88.67827:7343 92.15593:6974 109.05116:22894 110.03532:105221 112.20486:7642 116.13816:7959 120.37099:7002 123.26909:7287 123.30002:6988 128.04572:75724 134.04594:13951 135.03026:78680 145.38148:7220 152.05673:1135290,[M+H]+,Particulate,211202_Smp_OBi1_2,58790940,OBi1_set2,Glucose + NH4
HILICPos_126,8.437,152.05685,50.33822:5836 50.3927:6928 50.80593:7000 51.18322:6336 52.7933:6311 56.84669:7307 61.6211:6772 65.94895:6372 67.10377:6666 88.67827:7343 92.15593:6974 109.05116:22894 110.03532:105221 112.20486:7642 116.13816:7959 120.37099:7002 123.26909:7287 123.30002:6988 128.04572:75724 134.04594:13951 135.03026:78680 145.38148:7220 152.05673:1135290,[M+H]+,Particulate,211202_Smp_OBi1_3,52941904,OBi1_set2,Glucose + NH4
HILICPos_126,8.437,152.05685,50.33822:5836 50.3927:6928 50.80593:7000 51.18322:6336 52.7933:6311 56.84669:7307 61.6211:6772 65.94895:6372 67.10377:6666 88.67827:7343 92.15593:6974 109.05116:22894 110.03532:105221 112.20486:7642 116.13816:7959 120.37099:7002 123.26909:7287 123.30002:6988 128.04572:75724 134.04594:13951 135.03026:78680 145.38148:7220 152.05673:1135290,[M+H]+,Particulate,211202_Smp_OBi1_4,39425044,OBi1_set2,Homarine
HILICPos_126,8.437,152.05685,50.33822:5836 50.3927:6928 50.80593:7000 51.18322:6336 52.7933:6311 56.84669:7307 61.6211:6772 65.94895:6372 67.10377:6666 88.67827:7343 92.15593:6974 109.05116:22894 110.03532:105221 112.20486:7642 116.13816:7959 120.37099:7002 123.26909:7287 123.30002:6988 128.04572:75724 134.04594:13951 135.03026:78680 145.38148:7220 152.05673:1135290,[M+H]+,Particulate,211202_Smp_OBi1_5,13278000,OBi1_set2,Homarine
HILICPos_126,8.437,152.05685,50.33822:5836 50.3927:6928 50.80593:7000 51.18322:6336 52.7933:6311 56.84669:7307 61.6211:6772 65.94895:6372 67.10377:6666 88.67827:7343 92.15593:6974 109.05116:22894 110.03532:105221 112.20486:7642 116.13816:7959 120.37099:7002 123.26909:7287 123.30002:6988 128.04572:75724 134.04594:13951 135.03026:78680 145.38148:7220 152.05673:1135290,[M+H]+,Particulate,211202_Smp_OBi1_6,19844214,OBi1_set2,Homarine
HILICPos_126,8.437,152.05685,50.33822:5836 50.3927:6928 50.80593:7000 51.18322:6336 52.7933:6311 56.84669:7307 61.6211:6772 65.94895:6372 67.10377:6666 88.67827:7343 92.15593:6974 109.05116:22894 110.03532:105221 112.20486:7642 116.13816:7959 120.37099:7002 123.26909:7287 123.30002:6988 128.04572:75724 134.04594:13951 135.03026:78680 145.38148:7220 152.05673:1135290,[M+H]+,Particulate,211202_Smp_OBi1_7,62686852,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_126,8.437,152.05685,50.33822:5836 50.3927:6928 50.80593:7000 51.18322:6336 52.7933:6311 56.84669:7307 61.6211:6772 65.94895:6372 67.10377:6666 88.67827:7343 92.15593:6974 109.05116:22894 110.03532:105221 112.20486:7642 116.13816:7959 120.37099:7002 123.26909:7287 123.30002:6988 128.04572:75724 134.04594:13951 135.03026:78680 145.38148:7220 152.05673:1135290,[M+H]+,Particulate,211202_Smp_OBi1_8,51091808,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_126,8.437,152.05685,50.33822:5836 50.3927:6928 50.80593:7000 51.18322:6336 52.7933:6311 56.84669:7307 61.6211:6772 65.94895:6372 67.10377:6666 88.67827:7343 92.15593:6974 109.05116:22894 110.03532:105221 112.20486:7642 116.13816:7959 120.37099:7002 123.26909:7287 123.30002:6988 128.04572:75724 134.04594:13951 135.03026:78680 145.38148:7220 152.05673:1135290,[M+H]+,Particulate,211202_Smp_OBi1_9,23479088,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_127,3.637,154.09763,NA,NA,Particulate,211202_Smp_OBi1_1,7476536.455891382,OBi1_set2,Glucose + NH4
HILICPos_127,3.637,154.09763,NA,NA,Particulate,211202_Smp_OBi1_2,4658273.762104375,OBi1_set2,Glucose + NH4
HILICPos_127,3.637,154.09763,NA,NA,Particulate,211202_Smp_OBi1_3,10861639.414907755,OBi1_set2,Glucose + NH4
HILICPos_127,3.637,154.09763,NA,NA,Particulate,211202_Smp_OBi1_4,2363513.972542698,OBi1_set2,Homarine
HILICPos_127,3.637,154.09763,NA,NA,Particulate,211202_Smp_OBi1_5,2206310.249743502,OBi1_set2,Homarine
HILICPos_127,3.637,154.09763,NA,NA,Particulate,211202_Smp_OBi1_6,2189506.061533079,OBi1_set2,Homarine
HILICPos_127,3.637,154.09763,NA,NA,Particulate,211202_Smp_OBi1_7,5980449.484918557,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_127,3.637,154.09763,NA,NA,Particulate,211202_Smp_OBi1_8,4762444.373532981,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_127,3.637,154.09763,NA,NA,Particulate,211202_Smp_OBi1_9,5482217.574453977,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_128,10.529,156.07709,NA,NA,Particulate,211202_Smp_OBi1_1,20120765.914620265,OBi1_set2,Glucose + NH4
HILICPos_128,10.529,156.07709,NA,NA,Particulate,211202_Smp_OBi1_2,19911861.5917964,OBi1_set2,Glucose + NH4
HILICPos_128,10.529,156.07709,NA,NA,Particulate,211202_Smp_OBi1_3,20049369.09201906,OBi1_set2,Glucose + NH4
HILICPos_128,10.529,156.07709,NA,NA,Particulate,211202_Smp_OBi1_4,2511116.8010599827,OBi1_set2,Homarine
HILICPos_128,10.529,156.07709,NA,NA,Particulate,211202_Smp_OBi1_5,2815214.625731883,OBi1_set2,Homarine
HILICPos_128,10.529,156.07709,NA,NA,Particulate,211202_Smp_OBi1_6,2066993.6298088797,OBi1_set2,Homarine
HILICPos_128,10.529,156.07709,NA,NA,Particulate,211202_Smp_OBi1_7,13710969.92627786,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_128,10.529,156.07709,NA,NA,Particulate,211202_Smp_OBi1_8,13949800.484738916,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_128,10.529,156.07709,NA,NA,Particulate,211202_Smp_OBi1_9,11774783.53552199,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_130,9.159,157.04184,65.26609:8600 71.24049:7707 74.93156:15292 94.71522:7247 113.02641:17376 113.10773:41646 115.96471:8539 119.35658:7608 131.03683:10847 138.97018:8144 139.01846:42038 157.02924:121045 157.04198:1688099,NA,Particulate,211202_Smp_OBi1_1,16478540.171577396,OBi1_set2,Glucose + NH4
HILICPos_130,9.159,157.04184,65.26609:8600 71.24049:7707 74.93156:15292 94.71522:7247 113.02641:17376 113.10773:41646 115.96471:8539 119.35658:7608 131.03683:10847 138.97018:8144 139.01846:42038 157.02924:121045 157.04198:1688099,NA,Particulate,211202_Smp_OBi1_2,9065892.38992858,OBi1_set2,Glucose + NH4
HILICPos_130,9.159,157.04184,65.26609:8600 71.24049:7707 74.93156:15292 94.71522:7247 113.02641:17376 113.10773:41646 115.96471:8539 119.35658:7608 131.03683:10847 138.97018:8144 139.01846:42038 157.02924:121045 157.04198:1688099,NA,Particulate,211202_Smp_OBi1_3,15263126.147439877,OBi1_set2,Glucose + NH4
HILICPos_130,9.159,157.04184,65.26609:8600 71.24049:7707 74.93156:15292 94.71522:7247 113.02641:17376 113.10773:41646 115.96471:8539 119.35658:7608 131.03683:10847 138.97018:8144 139.01846:42038 157.02924:121045 157.04198:1688099,NA,Particulate,211202_Smp_OBi1_4,25699760.74620392,OBi1_set2,Homarine
HILICPos_130,9.159,157.04184,65.26609:8600 71.24049:7707 74.93156:15292 94.71522:7247 113.02641:17376 113.10773:41646 115.96471:8539 119.35658:7608 131.03683:10847 138.97018:8144 139.01846:42038 157.02924:121045 157.04198:1688099,NA,Particulate,211202_Smp_OBi1_5,13812134.784852976,OBi1_set2,Homarine
HILICPos_130,9.159,157.04184,65.26609:8600 71.24049:7707 74.93156:15292 94.71522:7247 113.02641:17376 113.10773:41646 115.96471:8539 119.35658:7608 131.03683:10847 138.97018:8144 139.01846:42038 157.02924:121045 157.04198:1688099,NA,Particulate,211202_Smp_OBi1_6,3349142.2159934132,OBi1_set2,Homarine
HILICPos_130,9.159,157.04184,65.26609:8600 71.24049:7707 74.93156:15292 94.71522:7247 113.02641:17376 113.10773:41646 115.96471:8539 119.35658:7608 131.03683:10847 138.97018:8144 139.01846:42038 157.02924:121045 157.04198:1688099,NA,Particulate,211202_Smp_OBi1_7,16508710.549981616,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_130,9.159,157.04184,65.26609:8600 71.24049:7707 74.93156:15292 94.71522:7247 113.02641:17376 113.10773:41646 115.96471:8539 119.35658:7608 131.03683:10847 138.97018:8144 139.01846:42038 157.02924:121045 157.04198:1688099,NA,Particulate,211202_Smp_OBi1_8,3115721.8438628735,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_130,9.159,157.04184,65.26609:8600 71.24049:7707 74.93156:15292 94.71522:7247 113.02641:17376 113.10773:41646 115.96471:8539 119.35658:7608 131.03683:10847 138.97018:8144 139.01846:42038 157.02924:121045 157.04198:1688099,NA,Particulate,211202_Smp_OBi1_9,3717704.314036952,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_131,8.251,157.09724,50.69287:6997 54.94466:6414 55.32527:6173 56.4342:6670 57.01014:7866 57.85853:6948 60.59503:6005 60.92301:6818 64.11874:6493 70.0658:8571 75.18207:7234 77.43037:7377 80.8493:6182 96.08117:10769 99.2421:7512 101.07141:58777 104.53833:8142 104.68991:9904 111.09207:203469 113.10767:154945 115.96449:20251 125.05606:7219 157.09731:1507054,[M+H]+,Particulate,211202_Smp_OBi1_1,19824746,OBi1_set2,Glucose + NH4
HILICPos_131,8.251,157.09724,50.69287:6997 54.94466:6414 55.32527:6173 56.4342:6670 57.01014:7866 57.85853:6948 60.59503:6005 60.92301:6818 64.11874:6493 70.0658:8571 75.18207:7234 77.43037:7377 80.8493:6182 96.08117:10769 99.2421:7512 101.07141:58777 104.53833:8142 104.68991:9904 111.09207:203469 113.10767:154945 115.96449:20251 125.05606:7219 157.09731:1507054,[M+H]+,Particulate,211202_Smp_OBi1_2,17848170,OBi1_set2,Glucose + NH4
HILICPos_131,8.251,157.09724,50.69287:6997 54.94466:6414 55.32527:6173 56.4342:6670 57.01014:7866 57.85853:6948 60.59503:6005 60.92301:6818 64.11874:6493 70.0658:8571 75.18207:7234 77.43037:7377 80.8493:6182 96.08117:10769 99.2421:7512 101.07141:58777 104.53833:8142 104.68991:9904 111.09207:203469 113.10767:154945 115.96449:20251 125.05606:7219 157.09731:1507054,[M+H]+,Particulate,211202_Smp_OBi1_3,17345378,OBi1_set2,Glucose + NH4
HILICPos_131,8.251,157.09724,50.69287:6997 54.94466:6414 55.32527:6173 56.4342:6670 57.01014:7866 57.85853:6948 60.59503:6005 60.92301:6818 64.11874:6493 70.0658:8571 75.18207:7234 77.43037:7377 80.8493:6182 96.08117:10769 99.2421:7512 101.07141:58777 104.53833:8142 104.68991:9904 111.09207:203469 113.10767:154945 115.96449:20251 125.05606:7219 157.09731:1507054,[M+H]+,Particulate,211202_Smp_OBi1_4,9825956,OBi1_set2,Homarine
HILICPos_131,8.251,157.09724,50.69287:6997 54.94466:6414 55.32527:6173 56.4342:6670 57.01014:7866 57.85853:6948 60.59503:6005 60.92301:6818 64.11874:6493 70.0658:8571 75.18207:7234 77.43037:7377 80.8493:6182 96.08117:10769 99.2421:7512 101.07141:58777 104.53833:8142 104.68991:9904 111.09207:203469 113.10767:154945 115.96449:20251 125.05606:7219 157.09731:1507054,[M+H]+,Particulate,211202_Smp_OBi1_5,9615755,OBi1_set2,Homarine
HILICPos_131,8.251,157.09724,50.69287:6997 54.94466:6414 55.32527:6173 56.4342:6670 57.01014:7866 57.85853:6948 60.59503:6005 60.92301:6818 64.11874:6493 70.0658:8571 75.18207:7234 77.43037:7377 80.8493:6182 96.08117:10769 99.2421:7512 101.07141:58777 104.53833:8142 104.68991:9904 111.09207:203469 113.10767:154945 115.96449:20251 125.05606:7219 157.09731:1507054,[M+H]+,Particulate,211202_Smp_OBi1_6,9747395,OBi1_set2,Homarine
HILICPos_131,8.251,157.09724,50.69287:6997 54.94466:6414 55.32527:6173 56.4342:6670 57.01014:7866 57.85853:6948 60.59503:6005 60.92301:6818 64.11874:6493 70.0658:8571 75.18207:7234 77.43037:7377 80.8493:6182 96.08117:10769 99.2421:7512 101.07141:58777 104.53833:8142 104.68991:9904 111.09207:203469 113.10767:154945 115.96449:20251 125.05606:7219 157.09731:1507054,[M+H]+,Particulate,211202_Smp_OBi1_7,12962292,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_131,8.251,157.09724,50.69287:6997 54.94466:6414 55.32527:6173 56.4342:6670 57.01014:7866 57.85853:6948 60.59503:6005 60.92301:6818 64.11874:6493 70.0658:8571 75.18207:7234 77.43037:7377 80.8493:6182 96.08117:10769 99.2421:7512 101.07141:58777 104.53833:8142 104.68991:9904 111.09207:203469 113.10767:154945 115.96449:20251 125.05606:7219 157.09731:1507054,[M+H]+,Particulate,211202_Smp_OBi1_8,13003669,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_131,8.251,157.09724,50.69287:6997 54.94466:6414 55.32527:6173 56.4342:6670 57.01014:7866 57.85853:6948 60.59503:6005 60.92301:6818 64.11874:6493 70.0658:8571 75.18207:7234 77.43037:7377 80.8493:6182 96.08117:10769 99.2421:7512 101.07141:58777 104.53833:8142 104.68991:9904 111.09207:203469 113.10767:154945 115.96449:20251 125.05606:7219 157.09731:1507054,[M+H]+,Particulate,211202_Smp_OBi1_9,11407571,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_132,16.856,158.08141,NA,NA,Particulate,211202_Smp_OBi1_1,1131072.6037579083,OBi1_set2,Glucose + NH4
HILICPos_132,16.856,158.08141,NA,NA,Particulate,211202_Smp_OBi1_2,1340681.9415549347,OBi1_set2,Glucose + NH4
HILICPos_132,16.856,158.08141,NA,NA,Particulate,211202_Smp_OBi1_3,1021168.7375346964,OBi1_set2,Glucose + NH4
HILICPos_132,16.856,158.08141,NA,NA,Particulate,211202_Smp_OBi1_4,4890173.269960114,OBi1_set2,Homarine
HILICPos_132,16.856,158.08141,NA,NA,Particulate,211202_Smp_OBi1_5,4483100.460498288,OBi1_set2,Homarine
HILICPos_132,16.856,158.08141,NA,NA,Particulate,211202_Smp_OBi1_6,4017886.377566942,OBi1_set2,Homarine
HILICPos_132,16.856,158.08141,NA,NA,Particulate,211202_Smp_OBi1_7,3918684.524915664,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_132,16.856,158.08141,NA,NA,Particulate,211202_Smp_OBi1_8,4078727.053119376,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_132,16.856,158.08141,NA,NA,Particulate,211202_Smp_OBi1_9,2663116.2045443975,OBi1_set2,Glucose + NH4 + Homarine
HILICPos_133,10.947,158.55629,NA,NA,Particulate,211202_Smp_OBi1_1,7106391.535373089,OBi1_set2,Glucose + NH4
HILICPos_133,10.947,158.55629,NA,NA,Particulate,211202_Smp_OBi1_2,6566223.827313161,OBi1_set2,Glucose + NH4
HILICPos_133,10.947,158.55629,NA,NA,Particulate,211202_Smp_OBi1_3,4578144.17458517,OBi1_set2,Glucose + NH4
HILICPos_133,10.947,158.55629,NA,NA,Particulate,211202_Smp_OBi1_4,843402.4374236189,OBi1_set2,Homarine
HILICPos_133,10.947,158.55629,NA,NA,Particulate,211202_Smp_OBi1_5,924135.5014143572,OBi1_set2,Homarine
