Assembly,Nucleotide Accesion,homA_location,homB_location,homC_location,homD_location,homE_location,gene_arrangement,Kingdom,Phylum,Class,Order,Family,Genus,Species,Biosample ID,Bioproject Accession,Geographic Location,Isolation Source,Isolation Source Standardized,Environmental Source Standardized,Latitude,Longitude,Notes
GCA_011776105.1,JAABXX010000081.1,25964-26680,26721-28436,28437-29420,29430-30875,NA,homABCD,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Woeseiales,Woeseiaceae,NA,Woeseiaceae bacterium,SAMN13684256,PRJNA598416,India: Gulf of Kutch,pelagic sediment,environmental,sediment,22.6,69.5,NA
GCA_011775955.1,JAABYD010000005.1,11290-11746,15434-15640,8100-9188,6739-8181,NA,homBACD,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,NA,NA,NA,Gammaproteobacteria bacterium,SAMN13684262,PRJNA598416,India: Gulf of Kutch,pelagic sediment,environmental,sediment,22.6,69.5,NA
GCA_011775375.1,JAABZI010000010.1,11290-11746,15434-15640,8100-9188,6739-8181,NA,homBACD,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,NA,NA,NA,Gammaproteobacteria bacterium,SAMN13684293,PRJNA598416,India: Gulf of Kutch,pelagic sediment,environmental,sediment,22.6,69.5,NA
GCA_011775145.1,JAABZT010000014.1,11290-11746,15434-15640,8100-9188,6739-8181,NA,homBACD,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,NA,NA,NA,Gammaproteobacteria bacterium,SAMN13684304,PRJNA598416,India: Gulf of Kutch,pelagic sediment,environmental,sediment,22.6,69.5,NA
GCA_011774945.1,JAACAD010000010.1,11290-11746,15434-15640,8100-9188,6739-8181,NA,homBACD,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,NA,NA,NA,Gammaproteobacteria bacterium,SAMN13684314,PRJNA598416,India: Gulf of Kutch,pelagic sediment,environmental,sediment,22.6,69.5,NA
GCA_011774245.1,JAACBM010000009.1,11290-11746,15434-15640,8100-9188,6739-8181,NA,homBACD,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,NA,NA,NA,Gammaproteobacteria bacterium,SAMN13684349,PRJNA598416,India: Gulf of Kutch,pelagic sediment,environmental,sediment,22.6,69.5,NA
GCA_009936825.1,JAACDV010000085.1,11452-12177,7980-9623,13996-14973,14983-16425,NA,homBACD,Pseudomonadati,Bacteroidota,NA,NA,NA,NA,Bacteroidota bacterium,SAMN13828890,PRJNA428417,Pacific Ocean,seawater from yellow sea,environmental,marine,35.5,121.67,NA
GCA_009937615.1,JAACFB010000052.1,10759-11571,11501-13198,13261-14244,14285-15730,NA,homABCD,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,NA,NA,NA,Gammaproteobacteria bacterium,SAMN13826815,PRJNA514927,China: Bohai Sea,sediment,environmental,sediment,38.67,118.97,NA
GCA_029237275.1,JAACFX010000007.1,316983-317636,315308-317002,312576-313625,311128-312579,317668-318027,homDCBAE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. 3MA1,SAMN13876492,PRJNA601895,"Norway: West coast, Beach",plastic,unknown,NA,NA,NA,NA
GCA_010092875.1,JAADJW010000013.1,114983-115714,115711-117447,119312-120301,120369-121829,121926-122321,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio sp. LB10LO1,SAMN13896425,PRJNA602499,USA: North Carolina coast near Morehead City,missing,unknown,NA,NA,NA,NA
GCA_010179695.1,JAAEHK010000015.1,81224-81991,81988-83832,85480-86457,86480-87919,80822-81202,homDCBAE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Vreelandella,Vreelandella alkaliphila,SAMN13528728,PRJNA594752,India,lonar lake sediment,environmental,freshwater,19,76,NA
GCA_024224295.1,JAAENN010000234.1,4109-4750,4747-6441,6445-7419,7431-8831,NA,homABCD,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Shimia,Shimia sp.,SAMN13632601,PRJNA503328,Peru: Oxygen minimum zone,marine sediment,environmental,marine,NA,NA,NA
GCA_024244705.1,JAAEOK010000053.1,7854-8516,8513-10180,11950-12981,12978-14429,NA,homABCD,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,NA,NA,NA,Alphaproteobacteria bacterium,SAMN13632626,PRJNA503328,Peru: Oxygen minimum zone,marine sediment,environmental,marine,NA,NA,NA
GCA_024223095.1,JAAEOL010000263.1,4278-4922,2584-4281,1384-2406,1-1378,4974-5330,homDCBAE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,NA,NA,NA,Gammaproteobacteria bacterium,SAMN13632627,PRJNA503328,Peru: Oxygen minimum zone,marine sediment,environmental,marine,NA,NA,NA
GCA_024230335.1,JAAERM010000268.1,6271-6924,4643-6271,3584-4573,2136-3587,NA,homABCD,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,NA,NA,NA,Gammaproteobacteria bacterium,SAMN13632710,PRJNA503328,Peru: Oxygen minimum zone,marine sediment,environmental,marine,NA,NA,NA
GCA_024230155.1,JAAERU010000013.1,1-609,606-2288,2285-3262,3262-4218,NA,homABCD,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Shimia,Shimia sp.,SAMN13632718,PRJNA503328,Peru: Oxygen minimum zone,marine sediment,environmental,marine,NA,NA,NA
GCA_024229755.1,JAAESC010000528.1,3283-3924,3921-5615,5619-6593,6605-8056,NA,homABCD,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Shimia,Shimia sp.,SAMN13632727,PRJNA503328,Peru: Oxygen minimum zone,marine sediment,environmental,marine,NA,NA,NA
GCA_024229255.1,JAAESP010000409.1,3166-3879,1470-3155,454-1440,1-381,NA,homABCD,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,NA,NA,NA,Gammaproteobacteria bacterium,SAMN13632740,PRJNA503328,Peru: Oxygen minimum zone,marine sediment,environmental,marine,NA,NA,NA
GCA_024227655.1,JAAEUD010000454.1,6873-7520,7517-9220,9217-10212,10212-11663,NA,homABCD,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,NA,Paracoccaceae bacterium,SAMN13632782,PRJNA503328,Peru: Oxygen minimum zone,marine sediment,environmental,marine,NA,NA,NA
GCA_018223235.1,JAAEYT010000023.1,10737-11552,9025-10740,6133-7125,4664-6109,11623-12006,homDCBAE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,NA,NA,NA,Gammaproteobacteria bacterium,SAMN13827023,PRJNA484519,China: The East China Sea,near bottom seawater,environmental,marine,31.003,123,NA
GCA_018223265.1,JAAEYU010000005.1,40517-41266,41266-42987,45935-46909,44432-45877,48738-49121,homABDCE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,NA,NA,Oceanospirillales bacterium,SAMN13827024,PRJNA484519,China: The East China Sea,near bottom seawater,environmental,marine,31.003,123,NA
GCA_018223185.1,JAAEYW010000010.1,100368-101117,98647-100368,94725-95699,95757-97202,92513-92896,homABDCE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,NA,NA,Oceanospirillales bacterium,SAMN13827026,PRJNA484519,China: The East China Sea,near bottom seawater,environmental,marine,31.003,123,NA
GCA_018223135.1,JAAEYZ010000001.1,89-826,823-2559,4374-5363,5433-6893,6969-7367,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,NA,Vibrionaceae bacterium,SAMN13827029,PRJNA484519,China: The East China Sea,oxic surface sediment,environmental,sediment,31.003,123,NA
GCA_018223085.1,JAAEZB010000055.1,9985-10560,8321-9988,7341-8321,5899-7341,NA,homABCD,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,NA,Paracoccaceae bacterium,SAMN13827031,PRJNA484519,China: The East China Sea,oxic surface sediment,environmental,sediment,31.003,123,NA
GCA_018223065.1,JAAEZC010000019.1,7745-8512,8509-10251,11920-12897,12914-14353,7358-7735,homDCBAE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,NA,NA,NA,Gammaproteobacteria bacterium,SAMN13827032,PRJNA484519,China: The East China Sea,oxic surface sediment,environmental,sediment,31.003,123,NA
GCA_018222745.1,JAAEZR010000005.1,37150-37887,35430-37139,31656-32645,32671-34113,29529-29906,homABDCE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,NA,NA,Oceanospirillales bacterium,SAMN13827047,PRJNA484519,China: The East China Sea,oxic surface sediment,environmental,sediment,31.003,123,NA
GCA_018222515.1,JAAFAE010000086.1,406-1221,1218-2933,4822-5814,5838-7283,1-335,homDCBAE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,NA,NA,NA,Gammaproteobacteria bacterium,SAMN13827060,PRJNA484519,China: The East China Sea,surface seawater,environmental,marine,31.003,123,NA
GCA_010550425.1,JAAGNC010000189.1,285169-285861,286848-288500,285858-286847,288497-289996,284771-285172,homDBCAE,Bacillati,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,Amycolatopsis rubida,SAMN13919568,PRJNA603111,USA: Florida,NA,unknown,NA,NA,NA,NA
GCA_010500245.1,JAAGOX010000057.1,151820-152452,152449-154137,154142-155122,155119-156570,NA,homABCD,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Ruegeria,Ruegeria sp. PrR005,SAMN14001049,PRJNA604868,"China: Pearl River Estuary, Guangdong",sediment,environmental,sediment,NA,NA,NA
GCA_020539545.1,JAAHTI010000002.1,1700196-1700933,1698397-1700199,1695303-1696298,1693629-1695092,1693034-1693432,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio lentus,SAMN05417980,PRJNA328102,"USA:Massachusetts, Nahant, Canoe Cove","filtered seawater, >63 micron fraction",environmental,marine,NA,NA,NA
GCA_020539555.1,JAAHTJ010000002.1,899790-900527,897991-899793,894897-895892,893223-894686,892628-893026,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio lentus,SAMN05417979,PRJNA328102,"USA:Massachusetts, Nahant, Canoe Cove","filtered seawater, 5-63 micron fraction",environmental,marine,NA,NA,NA
GCA_020539585.1,JAAHTK010000002.1,983780-984517,984514-986316,988415-989410,989621-991084,991281-991679,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio lentus,SAMN14079405,PRJNA328102,"USA: Massachusetts, Nahant, Canoe Cove","filtered seawater, 0.2 micron fraction",environmental,marine,NA,NA,NA
GCA_011008935.1,JAAIVJ010000008.1,91116-92144,94657-96321,93647-94660,92199-93650,NA,homADCB,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Tabrizicola,Tabrizicola oligotrophica,SAMN14122801,PRJNA607170,Taiwan,water,environmental,other,24,121,lat lon derived from geographic location name
GCA_011045095.1,JAALDL010000001.1,108811-109524,107108-108814,104368-105354,102897-104345,102450-102854,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Grimontia,Grimontia sedimenti,SAMN14145850,PRJNA607756,"Kuwait: Arabian Gulf, Kubbar Island",coral reef sediment,environmental,sediment,29.071395,48.490064,NA
GCA_011059185.1,JAALFE010000016.1,37173-37775,35512-37176,34499-35515,33051-34502,NA,homABCD,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Paragemmobacter,Paragemmobacter kunshanensis,SAMN14150085,PRJNA607888,China: Kunshan,activated sludge,environmental,other,31.3775,120.9541667,lat lon derived from geographic location name
GCA_013523055.1,JAAMQM010000002.1,55141-55833,55836-57539,59165-60151,60165-61607,54724-55107,homDCBAE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas capeferrum,SAMN14085445,PRJNA606080,USA:Eugene,indoor dust from athletic faciility,unknown,NA,44.587988,-123.25906,NA
GCA_021322875.1,JAANXJ010000014.1,9479-10210,7746-9482,4944-5933,3414-4874,2943-3341,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio diabolicus,SAMN14142485,PRJNA607647,"China: Yantai, Guangdang River",estuarine sediment,environmental,sediment,NA,NA,NA
GCA_011601345.1,JAAORB010000058.1,8607-9263,6916-8610,4242-5237,2784-4235,NA,homABCD,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Roseovarius,Roseovarius gahaiensis,SAMN14351536,PRJNA611703,"China: Qaidam basin, Gahai",water from gahai saline lake,environmental,freshwater,37.08,97.33,NA
GCA_012986065.1,JAAQXO010000012.1,62239-62892,62873-64567,66250-67299,67296-68747,61836-62219,homDCBAE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas protegens,SAMN14381955,PRJNA612806,Germany,raw milk,non-environmental,other,51.5,10.5,lat lon derived from geographic location name
GCA_012986115.1,JAARMD010000010.1,150173-150826,148498-150192,145766-146815,144318-145769,150846-151229,homDCBAE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas protegens,SAMN14381954,PRJNA612806,Germany,raw milk,non-environmental,other,51.5,10.5,lat lon derived from geographic location name
GCA_011806535.1,JAATOQ010000078.1,736-1467,1464-3200,5078-6067,6135-7595,7688-8086,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio campbellii,SAMN14444632,PRJNA553557,"USA: GA, Athens",surface seawater inoculated into a synthetic phycosphere,environmental,marine,NA,NA,NA
GCA_013416725.1,JAAVXC010000034.1,3092-3805,3807-5522,7226-8212,8226-9668,2692-3063,homDCBAE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. SbOxS1,SAMN14523789,PRJNA622630,Japan: Ehime,antimony mine tailing soil,environmental,soil,NA,NA,NA
GCA_021404545.1,JAAWWD010000004.1,108841-109575,109572-111272,115169-116140,116140-117591,NA,homABCD,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Aestuariivita,Aestuariivita sp.,SAMN14492310,PRJNA613991,Italy: Naples,non-axenic algal culture,unknown,NA,40.832677,14.235805,NA
GCA_014921955.1,JABCBA010000001.1,524766-525497,523033-524769,520231-521220,518701-520161,518227-518625,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio parahaemolyticus,SAMN14411243,PRJNA613630,China: Changsha,aquatic product,environmental,other,28.22,112.93,NA
GCA_014921525.1,JABCBW010000001.1,780719-781450,778986-780722,776184-777173,774654-776114,774180-774578,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio parahaemolyticus,SAMN14411265,PRJNA613630,China: Macao,shrimp,non-environmental,other,22.2,113.54,NA
GCA_014964125.1,JABCCJ010000001.1,88847-89578,89575-91311,93124-94113,94183-95643,95719-96117,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio parahaemolyticus,SAMN14411278,PRJNA613630,China: Hongkong,shrimp,non-environmental,other,22.2,114.1,NA
GCA_014964055.1,JABCCN010000003.1,333262-333993,331529-333265,328727-329716,327197-328657,326723-327121,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio parahaemolyticus,SAMN14411282,PRJNA613630,China: Hongkong,tilapia,unknown,NA,22.2,114.1,NA
GCA_014921125.1,JABCDG010000002.1,510891-511622,509158-510894,506356-507345,504826-506286,504352-504750,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio parahaemolyticus,SAMN14411301,PRJNA613630,China: Changsha,frozen shrimp,non-environmental,other,28.22,112.93,NA
GCA_014920885.1,JABCDV010000003.1,297508-298239,298236-299972,301785-302774,302844-304304,304380-304778,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio parahaemolyticus,SAMN14411316,PRJNA613630,China: Hohhot,squid,unknown,NA,40.84,111.75,NA
GCA_014920715.1,JABCEC010000004.1,501310-502041,499577-501313,496774-497763,495244-496704,494770-495168,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio parahaemolyticus,SAMN14411323,PRJNA613630,China: Nanjing,squid,unknown,NA,32.05,118.78,NA
GCA_014920675.1,JABCED010000001.1,515340-516071,513607-515343,510805-511794,509275-510735,508801-509199,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio parahaemolyticus,SAMN14411324,PRJNA613630,China: Nanjing,squid,unknown,NA,32.05,118.78,NA
GCA_014920565.1,JABCEJ010000001.1,471768-472499,472496-474232,476045-477034,477104-478564,478640-479038,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio parahaemolyticus,SAMN14411330,PRJNA613630,China: Zhengzhou,squid,unknown,NA,34.74,113.62,NA
GCA_014920385.1,JABCEU010000012.1,45886-46617,44153-45889,41351-42340,39821-41281,39347-39745,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio parahaemolyticus,SAMN14411341,PRJNA613630,China: Jinan,frozen shrimp,non-environmental,other,36.65,117,NA
GCA_014920335.1,JABCEX010000011.1,45889-46620,44156-45892,41354-42343,39824-41284,39350-39748,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio parahaemolyticus,SAMN14411344,PRJNA613630,China: Beijing,grass carp,unknown,NA,39.92,116.42,NA
GCA_014920245.1,JABCFA010000001.1,1032063-1032794,1032791-1034527,1036340-1037329,1037505-1038965,1039041-1039439,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio parahaemolyticus,SAMN14411347,PRJNA613630,China: Beijing,shrimp,non-environmental,other,39.92,116.42,NA
GCA_014920185.1,JABCFC010000001.1,502622-503353,500889-502625,498087-499076,496557-498017,496083-496481,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio parahaemolyticus,SAMN14411349,PRJNA613630,China: Beijing,shrimp,non-environmental,other,39.92,116.42,NA
GCA_014919965.1,JABCFP010000001.1,338338-339069,336605-338341,333803-334792,332273-333733,331799-332197,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio parahaemolyticus,SAMN14411362,PRJNA613630,China: Shenzhen,fish,non-environmental,other,22.54,114.05,NA
GCA_014919835.1,JABCFV010000004.1,254883-255614,253150-254886,250348-251337,248817-250277,248343-248741,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio parahaemolyticus,SAMN14411368,PRJNA613630,China: Zhanjiang,tilapia,unknown,NA,21.27,110.35,NA
GCA_014919435.1,JABCGP010000002.1,263858-264589,262125-263861,259323-260312,257793-259253,257319-257717,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio parahaemolyticus,SAMN14411388,PRJNA613630,China: Fuzhou,shrimp,non-environmental,other,26.07,119.29,NA
GCA_014919355.1,JABCGT010000001.1,798345-799076,796612-798348,793810-794799,792280-793740,791806-792204,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio parahaemolyticus,SAMN14411392,PRJNA613630,China: Nanning,shrimp,non-environmental,other,22.81,108.36,NA
GCA_014918585.1,JABCIJ010000001.1,322121-322852,320388-322124,317586-318575,316056-317516,315582-315980,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio parahaemolyticus,SAMN14411434,PRJNA613630,China: Guangzhou,shrimp,non-environmental,other,23.12,113.26,NA
GCA_014918575.1,JABCIL010000002.1,513845-514576,512112-513848,509310-510299,507780-509240,507306-507704,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio parahaemolyticus,SAMN14411436,PRJNA613630,China: Lanzhou,shrimp,non-environmental,other,36.03,103.73,NA
GCA_014918485.1,JABCIP010000001.1,775743-776474,774010-775746,771208-772197,769678-771138,769204-769602,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio parahaemolyticus,SAMN14411440,PRJNA613630,China: Xi'an,shrimp,non-environmental,other,34.34,108.93,NA
GCA_014918335.1,JABCIW010000001.1,1271544-1272275,1272272-1274008,1275821-1276810,1276880-1278340,1278416-1278814,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio parahaemolyticus,SAMN14411447,PRJNA613630,China: Xi'an,squid,unknown,NA,34.34,108.93,NA
GCA_012952265.1,JABCJL010000033.1,700-1437,1448-3157,6205-7197,4745-6190,8993-9367,homABDCE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas sp. NEC-BIFX-2020_015,SAMN14654555,PRJNA627201,"USA: New Hampshire, Odiorne Point State Park",foot of periwinkle,unknown,NA,NA,NA,NA
GCA_012956055.1,JABCKY010000001.1,1363751-1364518,1362024-1363754,1359344-1360345,1357891-1359333,1364533-1364922,homDCBAE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Marinobacteraceae,Marinobacter,Marinobacter orientalis,SAMN14683353,PRJNA627747,China,sediment,environmental,sediment,NA,NA,NA
GCA_012956205.1,JABCLW010001224.1,118638-119369,119366-121102,122915-123904,123974-125434,125508-125906,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio alginolyticus,SAMN14524716,PRJNA622672,China:Shenzhen,shrimp,non-environmental,other,22.55,114.05,NA
GCA_012955645.1,JABCMA010000018.1,57057-57788,57785-59521,61334-62323,62393-63853,63927-64325,homABCDE,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio alginolyticus,SAMN14524720,PRJNA622672,China:Shenzhen,shrimp,non-environmental,other,22.55,114.05,NA
GCA_013003505.1,JABDIX010000021.1,54173-54829,52473-54176,51495-52472,50044-51495,NA,homABCD,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,NA,Paracoccaceae bacterium,SAMN14260470,PRJNA609151,"Australia: Middle Park Beach, Port Phillip Bay",beach sand,environmental,soil,-37.85,144.95,NA
GCA_013002465.1,JABDJO010000099.1,48719-49348,47040-48722,46069-47043,44621-46072,NA,homABCD,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Silicimonas,Silicimonas sp.,SAMN14260487,PRJNA609151,"Australia: Middle Park Beach, Port Phillip Bay",beach sand,environmental,soil,-37.85,144.95,NA
